u,v,key,osmid,oneway,lanes,name,highway,maxspeed,width,length,geometry,est_width,access,bridge,service,ref,junction
6771520836,6771520835,0,510968243,False,1,Jalan Lapangan Tembak,residential,30,3,8.891,"LINESTRING (106.8103239 -6.298171, 106.8102528 -6.2981336)",,,,,,
6771520836,4443754900,0,510968243,False,1,Jalan Lapangan Tembak,residential,30,3,11.213,"LINESTRING (106.8103239 -6.298171, 106.8104124 -6.2982203)",,,,,,
6771520837,6771520838,0,510968243,False,1,Jalan Lapangan Tembak,residential,30,3,7.841,"LINESTRING (106.8106551 -6.2983243, 106.8105867 -6.2983056)",,,,,,
6771520837,4443754901,0,510968243,False,1,Jalan Lapangan Tembak,residential,30,3,8.205,"LINESTRING (106.8106551 -6.2983243, 106.8107289 -6.2983323)",,,,,,
6771520838,4443754900,0,510968243,False,1,Jalan Lapangan Tembak,residential,30,3,21.473,"LINESTRING (106.8105867 -6.2983056, 106.8104124 -6.2982203)",,,,,,
6771520838,6771520837,0,510968243,False,1,Jalan Lapangan Tembak,residential,30,3,7.841,"LINESTRING (106.8105867 -6.2983056, 106.8106551 -6.2983243)",,,,,,
6773809136,5488092030,0,570893655,False,,,living_street,5,,8.642,"LINESTRING (106.9416925 -6.1823615, 106.9417179 -6.182288)",,,,,,
6773809136,5488092031,0,570893655,False,,,living_street,5,,9.56,"LINESTRING (106.9416925 -6.1823615, 106.9416736 -6.1824454)",,,,,,
6773809137,5488092031,0,570893655,False,,,living_street,5,,32.619,"LINESTRING (106.9416285 -6.1827353, 106.9416736 -6.1824454)",,,,,,
6773809137,5488092032,0,570893655,False,,,living_street,5,,3.383,"LINESTRING (106.9416285 -6.1827353, 106.9415981 -6.1827318)",,,,,,
6773809138,5488092032,0,570893655,False,,,living_street,5,,3.476,"LINESTRING (106.9415677 -6.1827238, 106.9415981 -6.1827318)",,,,,,
6773809138,5488092029,0,570893655,False,,,living_street,5,,9.752,"LINESTRING (106.9415677 -6.1827238, 106.9414806 -6.1827099)",,,,,,
6773809142,5488091986,0,570893655,False,,,living_street,5,,9.531,"LINESTRING (106.941306 -6.182672, 106.94139 -6.1826913)",,,,,,
6773809142,5488091614,0,570893655,False,,,living_street,5,,9.523,"LINESTRING (106.941306 -6.182672, 106.9412257 -6.182641)",,,,,,
6773996903,5488091375,0,570893450,False,,,living_street,5,,5.026,"LINESTRING (106.9475766 -6.1820729, 106.9475598 -6.1820309)",,,,,,
6773996903,5488091376,0,570893450,False,,,living_street,5,,3.184,"LINESTRING (106.9475766 -6.1820729, 106.9475966 -6.1820935)",,,,,,
6773996904,5488091374,0,570893450,False,,,living_street,5,,2.701,"LINESTRING (106.9475497 -6.1819975, 106.947541 -6.1819748)",,,,,,
6773996904,5488091375,0,570893450,False,,,living_street,5,,3.878,"LINESTRING (106.9475497 -6.1819975, 106.9475598 -6.1820309)",,,,,,
6773996905,6773996906,0,570893450,False,,,living_street,5,,7.935,"LINESTRING (106.9475175 -6.1819615, 106.9474458 -6.1819582)",,,,,,
6773996905,5488091374,0,570893450,False,,,living_street,5,,2.989,"LINESTRING (106.9475175 -6.1819615, 106.947541 -6.1819748)",,,,,,
6773996906,5488091373,0,570893450,False,,,living_street,5,,2.354,"LINESTRING (106.9474458 -6.1819582, 106.9474256 -6.1819515)",,,,,,
6773996906,6773996905,0,570893450,False,,,living_street,5,,7.935,"LINESTRING (106.9474458 -6.1819582, 106.9475175 -6.1819615)",,,,,,
6773996907,7561567890,0,570893450,False,,,living_street,5,,3.374,"LINESTRING (106.9474217 -6.1819289, 106.9474263 -6.1818989)",,,,,,
6773996907,5488091373,0,570893450,False,,,living_street,5,,2.55,"LINESTRING (106.9474217 -6.1819289, 106.9474256 -6.1819515)",,,,,,
6776018655,4884984468,0,496832566,False,1,,living_street,5,1.5,17.017,"LINESTRING (106.8793184 -6.190102, 106.8791647 -6.1901104)",,,,,,
6776018655,4884984467,0,496832566,False,1,,living_street,5,1.5,11.858,"LINESTRING (106.8793184 -6.190102, 106.8794246 -6.190117)",,,,,,
6781960945,6781960946,0,128630687,False,1,Jalan Trampil III,residential,20,3,10.142,"LINESTRING (106.8825169 -6.1651836, 106.8824351 -6.1651423)",,,,,,
6781960945,1421002891,0,128630687,False,1,Jalan Trampil III,residential,20,3,11.796,"LINESTRING (106.8825169 -6.1651836, 106.8826095 -6.1652363)",,,,,,
6781960946,1421002827,0,128630687,False,1,Jalan Trampil III,residential,20,3,16.213,"LINESTRING (106.8824351 -6.1651423, 106.8823088 -6.1650682)",,,,,,
6781960946,6781960945,0,128630687,False,1,Jalan Trampil III,residential,20,3,10.142,"LINESTRING (106.8824351 -6.1651423, 106.8825169 -6.1651836)",,,,,,
6781960947,6781960948,0,128630687,False,1,Jalan Trampil III,residential,20,3,14.68,"LINESTRING (106.8822406 -6.165029, 106.8821293 -6.164957)",,,,,,
6781960947,1421002827,0,128630687,False,1,Jalan Trampil III,residential,20,3,8.709,"LINESTRING (106.8822406 -6.165029, 106.8823088 -6.1650682)",,,,,,
6781960948,1421002857,0,128630687,False,1,Jalan Trampil III,residential,20,3,21.295,"LINESTRING (106.8821293 -6.164957, 106.8819657 -6.1648559)",,,,,,
6781960948,6781960947,0,128630687,False,1,Jalan Trampil III,residential,20,3,14.68,"LINESTRING (106.8821293 -6.164957, 106.8822406 -6.165029)",,,,,,
6781960970,6781960972,0,721542191,False,1,Jalan Trampil III,residential,20,3,19.701,"LINESTRING (106.8817846 -6.1647583, 106.8816331 -6.164665)",,,,,,
6781960970,1421002857,0,721542191,False,1,Jalan Trampil III,residential,20,3,22.773,"LINESTRING (106.8817846 -6.1647583, 106.8819657 -6.1648559)",,,,,,
6781960971,1421002832,0,721542191,False,1,Jalan Trampil III,residential,20,3,22.369,"LINESTRING (106.8814641 -6.1645636, 106.8812925 -6.164457)",,,,,,
6781960971,6781960972,0,721542191,False,1,Jalan Trampil III,residential,20,3,21.822,"LINESTRING (106.8814641 -6.1645636, 106.8816331 -6.164665)",,,,,,
6781960972,6781960971,0,721542191,False,1,Jalan Trampil III,residential,20,3,21.822,"LINESTRING (106.8816331 -6.164665, 106.8814641 -6.1645636)",,,,,,
6781960972,6781960970,0,721542191,False,1,Jalan Trampil III,residential,20,3,19.701,"LINESTRING (106.8816331 -6.164665, 106.8817846 -6.1647583)",,,,,,
6781960980,6581014229,0,279444472,False,,Jalan Tabah II,residential,20,,20.631,"LINESTRING (106.8838902 -6.1627183, 106.8840444 -6.1628228)",,,,,,
6781960980,6781960981,0,279444472,False,,Jalan Tabah II,residential,20,,22.601,"LINESTRING (106.8838902 -6.1627183, 106.8837252 -6.1625983)",,,,,,
6781960981,6781960980,0,279444472,False,,Jalan Tabah II,residential,20,,22.601,"LINESTRING (106.8837252 -6.1625983, 106.8838902 -6.1627183)",,,,,,
6781960981,1421002825,0,279444472,False,,Jalan Tabah II,residential,20,,41.526,"LINESTRING (106.8837252 -6.1625983, 106.8834166 -6.1623854)",,,,,,
6782023115,5026090061,0,514464814,False,2,Gang Duta,living_street,10,2,15.962,"LINESTRING (106.8062643 -6.260744, 106.8064073 -6.260764)",,,,,,
6782023115,6782023117,0,514464814,False,2,Gang Duta,living_street,10,2,10.589,"LINESTRING (106.8062643 -6.260744, 106.8061685 -6.260744)",,,,,,
6782023116,6782023117,0,514464814,False,2,Gang Duta,living_street,10,2,11.55,"LINESTRING (106.8060645 -6.2607541, 106.8061685 -6.260744)",,,,,,
6782023116,5026090062,0,514464814,False,2,Gang Duta,living_street,10,2,12.067,"LINESTRING (106.8060645 -6.2607541, 106.8059554 -6.2607501)",,,,,,
6782023117,6782023115,0,514464814,False,2,Gang Duta,living_street,10,2,10.589,"LINESTRING (106.8061685 -6.260744, 106.8062643 -6.260744)",,,,,,
6782023117,6782023116,0,514464814,False,2,Gang Duta,living_street,10,2,11.55,"LINESTRING (106.8061685 -6.260744, 106.8060645 -6.2607541)",,,,,,
6782023268,5489995123,0,571153029,False,,,residential,10,,23.988,"LINESTRING (106.7927648 -6.2524027, 106.7928505 -6.2522045)",,private,,,,
6782023268,5489995122,0,571153029,False,,,residential,10,,21.479,"LINESTRING (106.7927648 -6.2524027, 106.7927206 -6.2525908)",,private,,,,
6784221840,6330107735,0,675924329,True,2,Gading Park View,residential,20,,1.783,"LINESTRING (106.9124423 -6.1658515, 106.9124263 -6.1658535)",,permissive,,,,
6784231566,6784231567,0,323761008,False,1,Jalan Pengadegan Utara Raya,tertiary,20,4,8.918,"LINESTRING (106.8496169 -6.2470142, 106.8495364 -6.2470195)",,,,,,
6784231566,518614034,0,323761008,False,1,Jalan Pengadegan Utara Raya,tertiary,20,4,23.281,"LINESTRING (106.8496169 -6.2470142, 106.8498275 -6.2470115)",,,,,,
6784231567,5490338979,0,323761008,False,1,Jalan Pengadegan Utara Raya,tertiary,20,4,23.701,"LINESTRING (106.8495364 -6.2470195, 106.8493232 -6.2470422)",,,,,,
6784231567,6784231566,0,323761008,False,1,Jalan Pengadegan Utara Raya,tertiary,20,4,8.918,"LINESTRING (106.8495364 -6.2470195, 106.8496169 -6.2470142)",,,,,,
6784574682,5013474640,0,512825271,False,1,,living_street,5,1,11.577,"LINESTRING (106.8597335 -6.2940819, 106.8597242 -6.2939782)",,,,,,
6784574682,5013474624,0,512825271,False,1,,living_street,5,1,9.323,"LINESTRING (106.8597335 -6.2940819, 106.8597461 -6.2941648)",,,,,,
6784574683,5013474624,0,512825271,False,1,,living_street,5,1,12.722,"LINESTRING (106.8597476 -6.2942792, 106.8597461 -6.2941648)",,,,,,
6784574683,5013474641,0,512825271,False,1,,living_street,5,1,16.266,"LINESTRING (106.8597476 -6.2942792, 106.8597525 -6.2944254)",,,,,,
6784733081,6755600536,0,523145126,False,1,,residential,20,,20.604,"LINESTRING (106.8113177 -6.311197, 106.8113177 -6.3110117)",,,,,,
6784733081,6755600538,0,523145126,False,1,,residential,20,,38.633,"LINESTRING (106.8113177 -6.311197, 106.8112935 -6.3115436)",,,,,,
6784733082,6755600543,0,523145124,False,,,residential,20,,6.784,"LINESTRING (106.8104225 -6.3130502, 106.8104406 -6.3131085)",,,,,,
6784733082,6755600542,0,523145124,False,,,residential,20,,2.528,"LINESTRING (106.8104225 -6.3130502, 106.8104124 -6.3130298)",,,,,,
6787317460,4800851643,0,487640137,False,,,residential,20,,19.131,"LINESTRING (106.8675683 -6.2933807, 106.8677361 -6.2933385)",,,,,,
6787317460,4800851639,0,487640137,False,,,residential,20,,3.717,"LINESTRING (106.8675683 -6.2933807, 106.8675356 -6.2933885)",,,,,,
6787317461,4800847933,0,487640136,False,,,residential,20,,20.429,"LINESTRING (106.8669493 -6.2929349, 106.8671141 -6.2928517)",,,,,,
6787317461,4800847932,0,487640136,False,,,residential,20,,26.443,"LINESTRING (106.8669493 -6.2929349, 106.8667339 -6.2930384)",,,,,,
6787336240,7678723997,0,458889126,False,1,Jalan Kramat Utara,residential,20,3,0.692,"LINESTRING (106.8668974 -6.2907199, 106.8668969 -6.2907137)",,,,,,
6787336240,6332424733,0,458889126,False,1,Jalan Kramat Utara,residential,20,3,4.259,"LINESTRING (106.8668974 -6.2907199, 106.8669081 -6.2907567)",,,,,,
6787336241,4548182233,0,458889126,False,1,Jalan Kramat Utara,residential,20,3,21.017,"LINESTRING (106.866771 -6.2909113, 106.8669501 -6.2908478)",,,,,,
6787336241,4910322444,0,458889126,False,1,Jalan Kramat Utara,residential,20,3,24.46,"LINESTRING (106.866771 -6.2909113, 106.8665607 -6.2909798)",,,,,,
6787336242,4910322444,0,458889126,False,1,Jalan Kramat Utara,residential,20,3,11.355,"LINESTRING (106.8664639 -6.291014, 106.8665607 -6.2909798)",,,,,,
6787336242,4807344820,0,458889126,False,1,Jalan Kramat Utara,residential,20,3,15.202,"LINESTRING (106.8664639 -6.291014, 106.8663342 -6.2910595)",,,,,,
6787336243,7678724001,0,487640139,False,1,,living_street,20,2,4.748,"LINESTRING (106.8669614 -6.2910753, 106.8669614 -6.291118)",,,,,,
6787336243,4800851648,0,487640139,False,1,,living_street,20,2,6.006,"LINESTRING (106.8669614 -6.2910753, 106.8669626 -6.2910213)",,,,,,
6787336245,4807344820,0,458889126,False,1,Jalan Kramat Utara,residential,20,3,31.029,"LINESTRING (106.8660736 -6.2911633, 106.8663342 -6.2910595)",,,,,,
6787336245,4548182234,0,458889126,False,1,Jalan Kramat Utara,residential,20,3,18.716,"LINESTRING (106.8660736 -6.2911633, 106.8659196 -6.2912333)",,,,,,
6787336272,7678702003,0,487640136,False,,,residential,20,,2.383,"LINESTRING (106.8671877 -6.2927839, 106.8671901 -6.2927626)",,,,,,
6787336272,7678702004,0,487640136,False,,,residential,20,,1.364,"LINESTRING (106.8671877 -6.2927839, 106.867184 -6.2927956)",,,,,,
6787336273,4800851506,0,487640135,False,1,,living_street,20,2,23.743,"LINESTRING (106.8668917 -6.2924937, 106.8671001 -6.2924419)",,,,,,
6787336273,4800851516,0,487640135,False,1,,living_street,20,2,14.355,"LINESTRING (106.8668917 -6.2924937, 106.8667644 -6.2925193)",,,,,,
6787336276,4800851841,0,488434268,False,1,Jalan Belibis II,residential,20,4,19.791,"LINESTRING (106.8678157 -6.2923583, 106.8679922 -6.2923283)",,,,,,
6787336276,4800851833,0,488434268,False,1,Jalan Belibis II,residential,20,4,9.838,"LINESTRING (106.8678157 -6.2923583, 106.8677289 -6.2923779)",,,,,,
6787336277,4800851645,0,487640139,False,1,,living_street,20,2,17.168,"LINESTRING (106.8678593 -6.2931408, 106.8679107 -6.2932865)",,,,,,
6787336277,4800851658,0,487640139,False,1,,living_street,20,2,15.706,"LINESTRING (106.8678593 -6.2931408, 106.8678028 -6.2930112)",,,,,,
6787336278,4800851658,0,487640139,False,1,,living_street,20,2,11.195,"LINESTRING (106.867758 -6.2929209, 106.8678028 -6.2930112)",,,,,,
6787336278,4800851646,0,487640139,False,1,,living_street,20,2,13.946,"LINESTRING (106.867758 -6.2929209, 106.8676972 -6.292811)",,,,,,
6787411272,6787411273,0,843740230,False,1,,living_street,5,2,2.696,"LINESTRING (106.8598561 -6.3482334, 106.8598329 -6.3482409)",,,,,,
6787411272,4984361464,0,843740230,False,1,,living_street,5,2,7.0,"LINESTRING (106.8598561 -6.3482334, 106.8599179 -6.3482196)",,,,,,
6787411273,6787411274,0,843740230,False,1,,living_street,5,2,2.091,"LINESTRING (106.8598329 -6.3482409, 106.8598185 -6.3482531)",,,,,,
6787411273,6787411272,0,843740230,False,1,,living_street,5,2,2.696,"LINESTRING (106.8598329 -6.3482409, 106.8598561 -6.3482334)",,,,,,
6787411274,6787411275,0,843740230,False,1,,living_street,5,2,1.611,"LINESTRING (106.8598185 -6.3482531, 106.8598113 -6.3482657)",,,,,,
6787411274,6787411273,0,843740230,False,1,,living_street,5,2,2.091,"LINESTRING (106.8598185 -6.3482531, 106.8598329 -6.3482409)",,,,,,
6787411275,6787411276,0,843740230,False,1,,living_street,5,2,2.502,"LINESTRING (106.8598113 -6.3482657, 106.8598053 -6.3482874)",,,,,,
6787411275,6787411274,0,843740230,False,1,,living_street,5,2,1.611,"LINESTRING (106.8598113 -6.3482657, 106.8598185 -6.3482531)",,,,,,
6787411276,6332295782,0,843740230,False,1,,living_street,5,2,15.881,"LINESTRING (106.8598053 -6.3482874, 106.8597795 -6.3484279)",,,,,,
6787411276,6787411275,0,843740230,False,1,,living_street,5,2,2.502,"LINESTRING (106.8598053 -6.3482874, 106.8598113 -6.3482657)",,,,,,
6787411277,4984361464,0,843740230,False,1,,living_street,5,2,3.004,"LINESTRING (106.8599438 -6.3482114, 106.8599179 -6.3482196)",,,,,,
6787411277,6787411278,0,843740230,False,1,,living_street,5,2,2.287,"LINESTRING (106.8599438 -6.3482114, 106.8599568 -6.3481954)",,,,,,
6787411278,6787411277,0,843740230,False,1,,living_street,5,2,2.287,"LINESTRING (106.8599568 -6.3481954, 106.8599438 -6.3482114)",,,,,,
6787411278,6787411279,0,843740230,False,1,,living_street,5,2,4.4,"LINESTRING (106.8599568 -6.3481954, 106.8599692 -6.3481578)",,,,,,
6787411279,6787411278,0,843740230,False,1,,living_street,5,2,4.4,"LINESTRING (106.8599692 -6.3481578, 106.8599568 -6.3481954)",,,,,,
6787411279,4984361449,0,843740230,False,1,,living_street,5,2,18.87,"LINESTRING (106.8599692 -6.3481578, 106.8600091 -6.3479928)",,,,,,
6787472014,4800851648,0,487640139,False,1,,living_street,20,2,5.406,"LINESTRING (106.8669614 -6.2909727, 106.8669626 -6.2910213)",,,,,,
6787472014,4800851647,0,487640139,False,1,,living_street,20,2,6.843,"LINESTRING (106.8669614 -6.2909727, 106.8669572 -6.2909113)",,,,,,
6787481614,6369346747,0,509162407,False,1,,living_street,5,3,22.327,"LINESTRING (106.8603953 -6.3475478, 106.8603285 -6.3477373)",,,,,,
6787481614,4984361381,0,509162407,False,1,,living_street,5,3,1.213,"LINESTRING (106.8603953 -6.3475478, 106.8603999 -6.3475379)",,,,,,
6787481615,4984361423,0,509162407,False,1,,living_street,5,3,1.782,"LINESTRING (106.8603204 -6.3477584, 106.8603114 -6.3477717)",,,,,,
6787481615,6369346747,0,509162407,False,1,,living_street,5,3,2.511,"LINESTRING (106.8603204 -6.3477584, 106.8603285 -6.3477373)",,,,,,
6787481616,6787481617,0,509162407,False,1,,living_street,5,3,1.548,"LINESTRING (106.8602986 -6.3477784, 106.8602847 -6.3477801)",,,,,,
6787481616,4984361423,0,509162407,False,1,,living_street,5,3,1.599,"LINESTRING (106.8602986 -6.3477784, 106.8603114 -6.3477717)",,,,,,
6787481617,6787481618,0,509162407,False,1,,living_street,5,3,2.587,"LINESTRING (106.8602847 -6.3477801, 106.8602613 -6.3477794)",,,,,,
6787481617,6787481616,0,509162407,False,1,,living_street,5,3,1.548,"LINESTRING (106.8602847 -6.3477801, 106.8602986 -6.3477784)",,,,,,
6787481618,6787481619,0,509162407,False,1,,living_street,5,3,5.025,"LINESTRING (106.8602613 -6.3477794, 106.8602187 -6.3477636)",,,,,,
6787481618,6787481617,0,509162407,False,1,,living_street,5,3,2.587,"LINESTRING (106.8602613 -6.3477794, 106.8602847 -6.3477801)",,,,,,
6787481619,6369346748,0,509162407,False,1,,living_street,5,3,13.135,"LINESTRING (106.8602187 -6.3477636, 106.8601082 -6.3477201)",,,,,,
6787481619,6787481618,0,509162407,False,1,,living_street,5,3,5.025,"LINESTRING (106.8602187 -6.3477636, 106.8602613 -6.3477794)",,,,,,
6787481620,6787481621,0,843740230,False,1,,living_street,5,2,1.652,"LINESTRING (106.8600864 -6.3477134, 106.8600718 -6.3477166)",,,,,,
6787481620,6369346748,0,843740230,False,1,,living_street,5,2,2.522,"LINESTRING (106.8600864 -6.3477134, 106.8601082 -6.3477201)",,,,,,
6787481621,6787481622,0,843740230,False,1,,living_street,5,2,1.447,"LINESTRING (106.8600718 -6.3477166, 106.8600638 -6.3477269)",,,,,,
6787481621,6787481620,0,843740230,False,1,,living_street,5,2,1.652,"LINESTRING (106.8600718 -6.3477166, 106.8600864 -6.3477134)",,,,,,
6787481622,4984361411,0,843740230,False,1,,living_street,5,2,2.717,"LINESTRING (106.8600638 -6.3477269, 106.8600564 -6.3477502)",,,,,,
6787481622,6787481621,0,843740230,False,1,,living_street,5,2,1.447,"LINESTRING (106.8600638 -6.3477269, 106.8600718 -6.3477166)",,,,,,
6787481889,7591072027,0,153751661,False,1,Jalan Haji Nisin,residential,10,3,4.531,"LINESTRING (106.8568535 -6.3452581, 106.8568133 -6.3452661)",,,,,,
6787481889,1684126172,0,153751661,False,1,Jalan Haji Nisin,residential,10,3,14.003,"LINESTRING (106.8568535 -6.3452581, 106.8569802 -6.3452594)",,,,,,
6787481890,1684126169,0,153751661,False,1,Jalan Haji Nisin,residential,10,3,7.108,"LINESTRING (106.8567616 -6.3452907, 106.856712 -6.3453314)",,,,,,
6787481890,7591072027,0,153751661,False,1,Jalan Haji Nisin,residential,10,3,6.335,"LINESTRING (106.8567616 -6.3452907, 106.8568133 -6.3452661)",,,,,,
6787481895,1684125880,0,153751661,False,1,Jalan Haji Nisin,residential,10,3,30.466,"LINESTRING (106.8565732 -6.3453987, 106.8562988 -6.3453724)",,,,,,
6787481895,7199228029,0,153751661,False,1,Jalan Haji Nisin,residential,10,3,4.901,"LINESTRING (106.8565732 -6.3453987, 106.8566175 -6.3453967)",,,,,,
6787721432,1682909317,0,155957596,False,1,Jalan Masjid Al Khoir,residential,10,3,10.667,"LINESTRING (106.9014198 -6.338297, 106.9015136 -6.3382744)",,,,,,
6787721432,1682909330,0,155957596,False,1,Jalan Masjid Al Khoir,residential,10,3,10.122,"LINESTRING (106.9014198 -6.338297, 106.9013299 -6.3383144)",,,,,,
6787721433,1682909334,0,155957596,False,1,Jalan Masjid Al Khoir,residential,10,3,45.074,"LINESTRING (106.9017108 -6.3383024, 106.9021064 -6.338401)",,,,,,
6787721433,7170870036,0,155957596,False,1,Jalan Masjid Al Khoir,residential,10,3,11.627,"LINESTRING (106.9017108 -6.3383024, 106.9016089 -6.3382764)",,,,,,
6787731335,95017932,0,250867277,False,1,Jalan Bulak Tengah I,residential,20,4,71.711,"LINESTRING (106.9053237 -6.2158844, 106.9059678 -6.2159613)",,,,,,
6787731335,95017931,0,250867277,False,1,Jalan Bulak Tengah I,residential,20,4,74.292,"LINESTRING (106.9053237 -6.2158844, 106.9046559 -6.2158092)",,,,,,
6787731338,1328600736,0,118050180,False,,Jalan Bulak Barat I,residential,20,3,40.561,"LINESTRING (106.9031578 -6.2156364, 106.9035219 -6.2156816)",,,,,,
6787731338,6787731339,0,118050180,False,,Jalan Bulak Barat I,residential,20,3,20.571,"LINESTRING (106.9031578 -6.2156364, 106.9029728 -6.2156164)",,,,,,
6787731339,6787731338,0,118050180,False,,Jalan Bulak Barat I,residential,20,3,20.571,"LINESTRING (106.9029728 -6.2156164, 106.9031578 -6.2156364)",,,,,,
6787731339,1328600742,0,118050180,False,,Jalan Bulak Barat I,residential,20,3,18.448,"LINESTRING (106.9029728 -6.2156164, 106.902806 -6.215611)",,,,,,
6787731342,6787731343,0,508099913,False,1,Jalan Kapuk II,residential,20,3,17.203,"LINESTRING (106.9019482 -6.2162391, 106.9017926 -6.2162417)",,,,,,
6787731342,1327617469,0,508099913,False,1,Jalan Kapuk II,residential,20,3,15.814,"LINESTRING (106.9019482 -6.2162391, 106.902091 -6.2162476)",,,,,,
6787731343,6787731344,0,508099913,False,1,Jalan Kapuk II,residential,20,3,18.388,"LINESTRING (106.9017926 -6.2162417, 106.9016263 -6.2162377)",,,,,,
6787731343,6787731342,0,508099913,False,1,Jalan Kapuk II,residential,20,3,17.203,"LINESTRING (106.9017926 -6.2162417, 106.9019482 -6.2162391)",,,,,,
6787731344,2572204258,0,508099913,False,1,Jalan Kapuk II,residential,20,3,14.162,"LINESTRING (106.9016263 -6.2162377, 106.9014983 -6.216243)",,,,,,
6787731344,6787731343,0,508099913,False,1,Jalan Kapuk II,residential,20,3,18.388,"LINESTRING (106.9016263 -6.2162377, 106.9017926 -6.2162417)",,,,,,
6787731351,1335062370,0,508099678,False,1,Jalan Kapuk III,living_street,20,3,16.324,"LINESTRING (106.900261 -6.2177883, 106.9001188 -6.2177487)",,,,,,
6787731351,6787731352,0,508099678,False,1,Jalan Kapuk III,living_street,20,3,40.307,"LINESTRING (106.900261 -6.2177883, 106.900599 -6.2179243)",,,,,,
6787731352,6787731351,0,508099678,False,1,Jalan Kapuk III,living_street,20,3,40.307,"LINESTRING (106.900599 -6.2179243, 106.900261 -6.2177883)",,,,,,
6787731352,5510141702,0,508099678,False,1,Jalan Kapuk III,living_street,20,3,26.545,"LINESTRING (106.900599 -6.2179243, 106.9008296 -6.2179909)",,,,,,
6787731353,1328600688,0,508099678,False,1,Jalan Kapuk III,living_street,20,3,22.697,"LINESTRING (106.9018227 -6.2180716, 106.9016174 -6.2180682)",,,,,,
6787731353,1328600690,0,508099678,False,1,Jalan Kapuk III,living_street,20,3,32.772,"LINESTRING (106.9018227 -6.2180716, 106.9021188 -6.2180569)",,,,,,
6787731354,1335062369,0,508099678,False,1,Jalan Kapuk III,living_street,20,3,26.322,"LINESTRING (106.9014211 -6.2180683, 106.9011839 -6.2180475)",,,,,,
6787731354,1328600688,0,508099678,False,1,Jalan Kapuk III,living_street,20,3,21.699,"LINESTRING (106.9014211 -6.2180683, 106.9016174 -6.2180682)",,,,,,
6787888674,2217942021,0,211849794,False,1,Jalan Mutiara Asgo,residential,20,4,23.47,"LINESTRING (106.87511 -6.3051719, 106.8751256 -6.3049614)",,yes,,,,
6787888674,6622050364,0,211849794,False,1,Jalan Mutiara Asgo,residential,20,4,19.188,"LINESTRING (106.87511 -6.3051719, 106.8750973 -6.305344)",,yes,,,,
6787891488,5472345289,0,155904710,False,2,Jalan Haji Jenih,residential,20,4,39.49,"LINESTRING (106.8732016 -6.2961448, 106.8728457 -6.2961134)",,,,,,
6787891488,6787891489,0,155904710,False,2,Jalan Haji Jenih,residential,20,4,8.982,"LINESTRING (106.8732016 -6.2961448, 106.8732814 -6.2961601)",,,,,,
6787891489,6787891488,0,155904710,False,2,Jalan Haji Jenih,residential,20,4,8.982,"LINESTRING (106.8732814 -6.2961601, 106.8732016 -6.2961448)",,,,,,
6787891489,1682474361,0,155904710,False,2,Jalan Haji Jenih,residential,20,4,4.412,"LINESTRING (106.8732814 -6.2961601, 106.8733186 -6.2961745)",,,,,,
6787891490,1682474361,0,155904710,False,2,Jalan Haji Jenih,residential,20,4,5.459,"LINESTRING (106.873323 -6.2962234, 106.8733186 -6.2961745)",,,,,,
6787891490,6787891491,0,155904710,False,2,Jalan Haji Jenih,residential,20,4,13.298,"LINESTRING (106.873323 -6.2962234, 106.8733377 -6.2963421)",,,,,,
6787891491,6787891490,0,155904710,False,2,Jalan Haji Jenih,residential,20,4,13.298,"LINESTRING (106.8733377 -6.2963421, 106.873323 -6.2962234)",,,,,,
6787891491,6787891492,0,155904710,False,2,Jalan Haji Jenih,residential,20,4,26.396,"LINESTRING (106.8733377 -6.2963421, 106.8733571 -6.2965787)",,,,,,
6787891492,6787891491,0,155904710,False,2,Jalan Haji Jenih,residential,20,4,26.396,"LINESTRING (106.8733571 -6.2965787, 106.8733377 -6.2963421)",,,,,,
6787891492,7678664643,0,155904710,False,2,Jalan Haji Jenih,residential,20,4,4.884,"LINESTRING (106.8733571 -6.2965787, 106.8733645 -6.296622)",,,,,,
6787891493,7678664642,0,155904710,False,2,Jalan Haji Jenih,residential,20,4,3.085,"LINESTRING (106.8734537 -6.2967407, 106.8734309 -6.2967247)",,,,,,
6787891493,1682469432,0,155904710,False,2,Jalan Haji Jenih,residential,20,4,4.81,"LINESTRING (106.8734537 -6.2967407, 106.8734935 -6.2967582)",,,,,,
6787891494,7096354598,0,155904710,False,2,Jalan Haji Jenih,residential,20,4,1.593,"LINESTRING (106.8734148 -6.296708, 106.8734041 -6.2966984)",,,,,,
6787891494,7678664642,0,155904710,False,2,Jalan Haji Jenih,residential,20,4,2.572,"LINESTRING (106.8734148 -6.296708, 106.8734309 -6.2967247)",,,,,,
6787891498,3583630321,0,492502696,False,1,Jalan Bumi Harapan Raya,residential,20,3,27.358,"LINESTRING (106.8747425 -6.2973872, 106.874567 -6.2972137)",,,,,,
6787891498,3583630326,0,492502696,False,1,Jalan Bumi Harapan Raya,residential,20,3,18.832,"LINESTRING (106.8747425 -6.2973872, 106.8748786 -6.2974891)",,,,,,
6787891499,6789678113,0,492502697,False,1,,residential,20,3,18.688,"LINESTRING (106.8748766 -6.2972045, 106.8750456 -6.2972099)",,,,,,
6787891499,7120099357,0,492502697,False,1,,residential,20,3,28.916,"LINESTRING (106.8748766 -6.2972045, 106.8746151 -6.2972125)",,,,,,
