u,v,key,osmid,oneway,name,highway,length,geometry,maxspeed,lanes,width,bridge,access,est_width,tunnel,service,ref,junction
4080363905,4080363562,0,405898220,False,Andes Road,pedestrian,229.74,"LINESTRING (-74.0182293 40.6926856, -74.01790219999999 40.6926665, -74.0175825 40.6926478, -74.0167304 40.6925981, -74.0163572 40.6925739, -74.01570769999999 40.6925135, -74.0156121 40.6925004, -74.0155208 40.6924791)",,,,,,,,,,
4080363905,4080363904,0,405898220,False,Andes Road,pedestrian,55.218999999999994,"LINESTRING (-74.0182293 40.6926856, -74.0184543 40.6926988, -74.0187439 40.6927068, -74.01888340000001 40.6927067)",,,,,,,,,,
4080363905,4080363914,0,405898227,False,Tampa Road,pedestrian,66.69200000000001,"LINESTRING (-74.0182293 40.6926856, -74.0183215 40.6921248, -74.0183255 40.6920903)",,,,,,,,,,
4080363907,4080363914,0,405898227,False,Tampa Road,pedestrian,27.655,"LINESTRING (-74.0183502 40.6918423, -74.0183486 40.6918581, -74.0183255 40.6920903)",,,,,,,,,,
4080363907,4080363909,0,736452626,False,Comfort Road,pedestrian,44.579,"LINESTRING (-74.0183502 40.6918423, -74.0186782 40.6918462, -74.0188789 40.6918452)",,,,,,,,,,
4080363907,4080383081,0,"[736452626, 405900463]",False,Comfort Road,pedestrian,423.76200000000006,"LINESTRING (-74.0183502 40.6918423, -74.0183086 40.6917945, -74.018226 40.6917183, -74.018162 40.691644, -74.0180886 40.6915228, -74.0180811 40.6915105, -74.0178176 40.6910187, -74.0178004 40.6909242, -74.01781339999999 40.690837, -74.0177982 40.6907607, -74.01726069999999 40.6897727, -74.01722119999999 40.6897047, -74.0172053 40.6896884, -74.017171 40.689653, -74.0171028 40.6895986, -74.0170741 40.6895578, -74.0165824 40.6884993, -74.0165573 40.6884231, -74.0165179 40.6883288)",,,,,,,,,,
4080363909,4080383050,0,405898226,False,Hay Road,pedestrian,225.494,"LINESTRING (-74.0188789 40.6918452, -74.0188747 40.6918139, -74.0188342 40.6915105, -74.0187846 40.6914072, -74.0187784 40.6912386, -74.018708 40.6910875, -74.0186695 40.6910049, -74.018596 40.6908582, -74.01847359999999 40.6906141, -74.01822629999999 40.6901206, -74.01810759999999 40.6899209)",,,,,,,,,,
4080363909,4080363917,0,405898226,False,Hay Road,pedestrian,28.81,"LINESTRING (-74.0188789 40.6918452, -74.0188812 40.6918822, -74.01889509999999 40.692104)",,,,,,,,,,
4080363909,4080363988,0,405898231,False,Wheeler Avenue,pedestrian,97.18400000000001,"LINESTRING (-74.0188789 40.6918452, -74.0188874 40.6918159, -74.0189039 40.6917589, -74.01895399999999 40.6915863, -74.0189774 40.6915056, -74.01900879999999 40.6914051, -74.0190551 40.6913003, -74.01908570000001 40.6912646, -74.0191681 40.6912075, -74.0193495 40.6910834)",,,,,,,,,,
4080363909,4080363907,0,736452626,False,Comfort Road,pedestrian,44.579,"LINESTRING (-74.0188789 40.6918452, -74.0186782 40.6918462, -74.0183502 40.6918423)",,,,,,,,,,
4080363914,4080363907,0,405898227,False,Tampa Road,pedestrian,27.655,"LINESTRING (-74.0183255 40.6920903, -74.0183486 40.6918581, -74.0183502 40.6918423)",,,,,,,,,,
4080363914,4080363905,0,405898227,False,Tampa Road,pedestrian,66.69200000000001,"LINESTRING (-74.0183255 40.6920903, -74.0183215 40.6921248, -74.0182293 40.6926856)",,,,,,,,,,
4080363914,4080363917,0,405898228,False,,pedestrian,48.184,"LINESTRING (-74.0183255 40.6920903, -74.0185553 40.6921107, -74.01868279999999 40.6921127, -74.01889509999999 40.692104)",,,,,,,,,,
4080363917,4080363909,0,405898226,False,Hay Road,pedestrian,28.81,"LINESTRING (-74.01889509999999 40.692104, -74.0188812 40.6918822, -74.0188789 40.6918452)",,,,,,,,,,
4080363917,4080363904,0,405898226,False,Hay Road,pedestrian,67.21199999999999,"LINESTRING (-74.01889509999999 40.692104, -74.0189032 40.6921791, -74.018905 40.6922001, -74.0189165 40.6923322, -74.01891809999999 40.6923968, -74.01891120000001 40.6924873, -74.0188873 40.6926746, -74.01888340000001 40.6927067)",,,,,,,,,,
4080363917,4080363914,0,405898228,False,,pedestrian,48.184,"LINESTRING (-74.01889509999999 40.692104, -74.01868279999999 40.6921127, -74.0185553 40.6921107, -74.0183255 40.6920903)",,,,,,,,,,
4080363968,4080363982,0,405898231,False,Wheeler Avenue,pedestrian,119.935,"LINESTRING (-74.0206767 40.6901865, -74.0196133 40.6909029)",,,,,,,,,,
4080363968,3736272544,0,405898232,False,Division Road,pedestrian,34.696,"LINESTRING (-74.0206767 40.6901865, -74.0205425 40.6900518, -74.02044619999999 40.6899286)",,,,,,,,,,
4080363968,4080363989,0,405898232,False,Division Road,pedestrian,62.024,"LINESTRING (-74.0206767 40.6901865, -74.02070329999999 40.6902131, -74.0211504 40.6906132)",,,,,,,,,,
4080363978,42435038,0,405898223,False,Carder Road,pedestrian,102.122,"LINESTRING (-74.0206305 40.6915411, -74.02138359999999 40.6908218)",,,,,,,,,,
4080363978,4080363899,0,405898223,False,Carder Road,pedestrian,266.935,"LINESTRING (-74.0206305 40.6915411, -74.0205764 40.6915928, -74.0205031 40.6916627, -74.0202159 40.6919537, -74.02019249999999 40.6919828, -74.0201641 40.692018, -74.0201453 40.6920555, -74.0200487 40.6922733, -74.0199073 40.6926202, -74.01977979999999 40.6929284, -74.019732 40.693025, -74.0197028 40.6930627, -74.0196656 40.6930996, -74.0196284 40.6931237, -74.0195461 40.693156, -74.0194425 40.6931781, -74.0193601 40.6931862, -74.019222 40.6931862, -74.018882 40.6931721, -74.01882620000001 40.6931729)",,,,,,,,,,
4080363978,4080363990,0,405898233,False,Clayton Road,pedestrian,49.577999999999996,"LINESTRING (-74.0206305 40.6915411, -74.0203242 40.6913592, -74.02018529999999 40.6912753, -74.02016879999999 40.691265)",,,,,,,,,,
4080363982,4080363968,0,405898231,False,Wheeler Avenue,pedestrian,119.935,"LINESTRING (-74.0196133 40.6909029, -74.0206767 40.6901865)",,,,,,,,,,
4080363982,4080363988,0,405898231,False,Wheeler Avenue,pedestrian,29.959,"LINESTRING (-74.0196133 40.6909029, -74.0193495 40.6910834)",,,,,,,,,,
4080363982,4080383051,0,405898233,False,Clayton Road,pedestrian,163.06099999999998,"LINESTRING (-74.0196133 40.6909029, -74.0194106 40.6907362, -74.0185898 40.6900082, -74.0183529 40.6897909)",,,,,,,,,,
4080363982,4080363984,0,405898233,False,Clayton Road,pedestrian,28.466,"LINESTRING (-74.0196133 40.6909029, -74.0197544 40.691004, -74.01986479999999 40.6910735)",,,,,,,,,,
4080363984,4080363990,0,405898233,False,Clayton Road,pedestrian,33.322,"LINESTRING (-74.01986479999999 40.6910735, -74.02016879999999 40.691265)",,,,,,,,,,
4080363984,4080363982,0,405898233,False,Clayton Road,pedestrian,28.466,"LINESTRING (-74.01986479999999 40.6910735, -74.0197544 40.691004, -74.0196133 40.6909029)",,,,,,,,,,
4080363984,4080363988,0,405898234,False,,pedestrian,43.99,"LINESTRING (-74.01986479999999 40.6910735, -74.0196791 40.691054, -74.01958019999999 40.6910504, -74.01949070000001 40.6910575, -74.01939659999999 40.6910748, -74.0193495 40.6910834)",,,,,,,,,,
4080363988,4080363982,0,405898231,False,Wheeler Avenue,pedestrian,29.959,"LINESTRING (-74.0193495 40.6910834, -74.0196133 40.6909029)",,,,,,,,,,
4080363988,4080363909,0,405898231,False,Wheeler Avenue,pedestrian,97.18400000000001,"LINESTRING (-74.0193495 40.6910834, -74.0191681 40.6912075, -74.01908570000001 40.6912646, -74.0190551 40.6913003, -74.01900879999999 40.6914051, -74.0189774 40.6915056, -74.01895399999999 40.6915863, -74.0189039 40.6917589, -74.0188874 40.6918159, -74.0188789 40.6918452)",,,,,,,,,,
4080363988,4080363984,0,405898234,False,,pedestrian,43.989999999999995,"LINESTRING (-74.0193495 40.6910834, -74.01939659999999 40.6910748, -74.01949070000001 40.6910575, -74.01958019999999 40.6910504, -74.0196791 40.691054, -74.01986479999999 40.6910735)",,,,,,,,,,
4080363989,42435038,0,405898232,False,Division Road,pedestrian,30.407,"LINESTRING (-74.0211504 40.6906132, -74.02138359999999 40.6908218)",,,,,,,,,,
4080363989,4080363990,0,405898235,False,Short Avenue,pedestrian,110.01,"LINESTRING (-74.0211504 40.6906132, -74.02016879999999 40.691265)",,,,,,,,,,
4080363989,4080363968,0,405898232,False,Division Road,pedestrian,62.024,"LINESTRING (-74.0211504 40.6906132, -74.02070329999999 40.6902131, -74.0206767 40.6901865)",,,,,,,,,,
4080363990,4080363984,0,405898233,False,Clayton Road,pedestrian,33.322,"LINESTRING (-74.02016879999999 40.691265, -74.01986479999999 40.6910735)",,,,,,,,,,
4080363990,4080363989,0,405898235,False,Short Avenue,pedestrian,110.01,"LINESTRING (-74.02016879999999 40.691265, -74.0211504 40.6906132)",,,,,,,,,,
4080363990,4080363978,0,405898233,False,Clayton Road,pedestrian,49.578,"LINESTRING (-74.02016879999999 40.691265, -74.02018529999999 40.6912753, -74.0203242 40.6913592, -74.0206305 40.6915411)",,,,,,,,,,
4080364007,4080383051,0,405898233,False,Clayton Road,pedestrian,93.876,"LINESTRING (-74.01764350000001 40.6891402, -74.0183529 40.6897909)",,,,,,,,,,
4080364007,4080383050,0,405898226,False,Hay Road,pedestrian,95.221,"LINESTRING (-74.01764350000001 40.6891402, -74.0178432 40.6894762, -74.01810759999999 40.6899209)",,,,,,,,,,
4080364007,4080383058,0,405898233,False,Clayton Road,pedestrian,75.512,"LINESTRING (-74.01764350000001 40.6891402, -74.017449 40.6889617, -74.0171505 40.6887179, -74.0170444 40.6886359)",,,,,,,,,,
4080383050,4080383051,0,405900456,False,,pedestrian,25.233,"LINESTRING (-74.01810759999999 40.6899209, -74.0183529 40.6897909)",,,,,,,,,,
4080383050,4080364007,0,405898226,False,Hay Road,pedestrian,95.221,"LINESTRING (-74.01810759999999 40.6899209, -74.0178432 40.6894762, -74.01764350000001 40.6891402)",,,,,,,,,,
4080383050,4080363909,0,405898226,False,Hay Road,pedestrian,225.49399999999994,"LINESTRING (-74.01810759999999 40.6899209, -74.01822629999999 40.6901206, -74.01847359999999 40.6906141, -74.018596 40.6908582, -74.0186695 40.6910049, -74.018708 40.6910875, -74.0187784 40.6912386, -74.0187846 40.6914072, -74.0188342 40.6915105, -74.0188747 40.6918139, -74.0188789 40.6918452)",,,,,,,,,,
4080383051,4080364007,0,405898233,False,Clayton Road,pedestrian,93.876,"LINESTRING (-74.0183529 40.6897909, -74.01764350000001 40.6891402)",,,,,,,,,,
4080383051,4080383052,0,405900456,False,,pedestrian,9.969,"LINESTRING (-74.0183529 40.6897909, -74.0184434 40.6897332)",,,,,,,,,,
4080383051,4080383050,0,405900456,False,,pedestrian,25.233,"LINESTRING (-74.0183529 40.6897909, -74.01810759999999 40.6899209)",,,,,,,,,,
4080383051,4080363982,0,405898233,False,Clayton Road,pedestrian,163.06099999999998,"LINESTRING (-74.0183529 40.6897909, -74.0185898 40.6900082, -74.0194106 40.6907362, -74.0196133 40.6909029)",,,,,,,,,,
4080383052,4080383051,0,405900456,False,,pedestrian,9.969,"LINESTRING (-74.0184434 40.6897332, -74.0183529 40.6897909)",,,,,,,,,,
4080383058,4080383081,0,"[405898233, 232197012]",False,Clayton Road,pedestrian,56.163,"LINESTRING (-74.0170444 40.6886359, -74.0169686 40.6885859, -74.0168469 40.6885058, -74.01674130000001 40.6884363, -74.0165944 40.6883631, -74.0165179 40.6883288)",,,,,,,,,,
4080383058,4080364007,0,405898233,False,Clayton Road,pedestrian,75.512,"LINESTRING (-74.0170444 40.6886359, -74.0171505 40.6887179, -74.017449 40.6889617, -74.01764350000001 40.6891402)",,,,,,,,,,
4080383058,4080383059,0,405900458,False,King Avenue,pedestrian,118.718,"LINESTRING (-74.0170444 40.6886359, -74.0176945 40.6882336, -74.01779329999999 40.6881685, -74.01812750000001 40.6879538)",,,,,,,,,,
4080383059,4080383058,0,405900458,False,King Avenue,pedestrian,118.718,"LINESTRING (-74.01812750000001 40.6879538, -74.01779329999999 40.6881685, -74.0176945 40.6882336, -74.0170444 40.6886359)",,,,,,,,,,
4080383081,4080383058,0,"[405898233, 232197012]",False,Clayton Road,pedestrian,56.163,"LINESTRING (-74.0165179 40.6883288, -74.0165944 40.6883631, -74.01674130000001 40.6884363, -74.0168469 40.6885058, -74.0169686 40.6885859, -74.0170444 40.6886359)",,,,,,,,,,
4080383081,2405698923,0,232197012,False,,pedestrian,218.58100000000002,"LINESTRING (-74.0165179 40.6883288, -74.0160281 40.6880497, -74.0159745 40.6880192, -74.0157286 40.6878818, -74.0156976 40.68786, -74.0156825 40.6878368, -74.0156922 40.6877231, -74.01568330000001 40.6876906, -74.01565189999999 40.6876745, -74.0150416 40.6876337, -74.01494150000001 40.6876282, -74.014495 40.6876037, -74.0144238 40.6876084, -74.0143573 40.6876128)",,,,,,,,,,
4080383081,4080363907,0,"[736452626, 405900463]",False,Comfort Road,pedestrian,423.76199999999994,"LINESTRING (-74.0165179 40.6883288, -74.0165573 40.6884231, -74.0165824 40.6884993, -74.0170741 40.6895578, -74.0171028 40.6895986, -74.017171 40.689653, -74.0172053 40.6896884, -74.01722119999999 40.6897047, -74.01726069999999 40.6897727, -74.0177982 40.6907607, -74.01781339999999 40.690837, -74.0178004 40.6909242, -74.0178176 40.6910187, -74.0180811 40.6915105, -74.0180886 40.6915228, -74.018162 40.691644, -74.018226 40.6917183, -74.0183086 40.6917945, -74.0183502 40.6918423)",,,,,,,,,,
4398919642,3736272551,0,"[361099448, 327705640]",False,,footway,293.145,"LINESTRING (-74.02312809999999 40.6872598, -74.0228382 40.6872818, -74.02271469999999 40.6872921, -74.02244469999999 40.6873442, -74.0222339 40.6874106, -74.0221604 40.6874337, -74.02184920000001 40.6875964, -74.02166149999999 40.6877469, -74.0215006 40.6878975, -74.0213933 40.6880439, -74.0213074 40.6882025, -74.0212645 40.6883571, -74.0212592 40.6885076, -74.0212592 40.6887313, -74.0212549 40.688796, -74.0212484 40.688894, -74.0212377 40.6890486)",,,,,,,,,,
4398919642,3656189509,0,361099448,False,,footway,79.90700000000001,"LINESTRING (-74.02312809999999 40.6872598, -74.023312 40.6872451, -74.0235266 40.6872274, -74.02368250000001 40.6872237, -74.02382059999999 40.6872322, -74.02406910000001 40.6872657)",,,,,,,,,,
4398919642,4398919644,0,509943584,False,,footway,139.08,"LINESTRING (-74.02312809999999 40.6872598, -74.023014 40.6872264, -74.022941 40.6872034, -74.02290480000001 40.6871894, -74.0228457 40.6871637, -74.0227541 40.6871061, -74.02266059999999 40.6870236, -74.0225611 40.6869084, -74.022481 40.6867871, -74.0223912 40.6866348, -74.0223074 40.6865253, -74.02222159999999 40.6864274, -74.0221166 40.6863218)",,,,,,,,,,
4398919644,3656189509,0,361099412,False,,footway,217.12599999999998,"LINESTRING (-74.0221166 40.6863218, -74.0222 40.6863183, -74.0223388 40.6863196, -74.022448 40.6863101, -74.0226084 40.6862785, -74.02272480000001 40.6862645, -74.0228302 40.6862672, -74.02293659999999 40.6862913, -74.02302299999999 40.6863301, -74.0231229 40.6863774, -74.0231917 40.6864277, -74.0232532 40.6865262, -74.0233422 40.6866667, -74.0234311 40.6867628, -74.02352980000001 40.6868559, -74.02356260000001 40.686888, -74.023613 40.6869373, -74.0237501 40.6870568, -74.0238983 40.6871666, -74.0239701 40.6872147, -74.02406910000001 40.6872657)",,,,,,,,,,
4398919644,3345117132,0,361099412,False,,footway,55.853,"LINESTRING (-74.0221166 40.6863218, -74.0220255 40.6862883, -74.0219251 40.686263, -74.0218303 40.6862399, -74.02174580000001 40.6862349, -74.0216331 40.6862451, -74.0215626 40.6862629, -74.0214908 40.6862948)",,,,,,,,,,
4398919644,4398919642,0,509943584,False,,footway,139.08,"LINESTRING (-74.0221166 40.6863218, -74.02222159999999 40.6864274, -74.0223074 40.6865253, -74.0223912 40.6866348, -74.022481 40.6867871, -74.0225611 40.6869084, -74.02266059999999 40.6870236, -74.0227541 40.6871061, -74.0228457 40.6871637, -74.02290480000001 40.6871894, -74.022941 40.6872034, -74.023014 40.6872264, -74.02312809999999 40.6872598)",,,,,,,,,,
5931606532,42440930,0,628312304,False,,pedestrian,73.328,"LINESTRING (-74.01302200000001 40.6890977, -74.0126834 40.6895244, -74.012483 40.689579)",,,,,,,,,,
6571328794,6571328795,0,699795066,False,Hudson River Greenway,path,13.41,"LINESTRING (-73.9833228 40.78841, -73.9832797 40.7882939)",,,,,,,,,,
6571328795,6571328794,0,699795066,False,Hudson River Greenway,path,13.41,"LINESTRING (-73.9832797 40.7882939, -73.9833228 40.78841)",,,,,,,,,,
6571328795,1584183273,0,"[224160406, 485755183]",False,Hudson River Greenway,"['path', 'service']",261.011,"LINESTRING (-73.9832797 40.7882939, -73.98332550000001 40.7882203, -73.9833885 40.7881019, -73.9834244 40.7880151, -73.9834424 40.7879452, -73.98345260000001 40.787855, -73.98345140000001 40.7878163, -73.9834469 40.7876702, -73.9834582 40.7874794, -73.98345930000001 40.7873976, -73.98347390000001 40.7873107, -73.9835133 40.7871983, -73.98356510000001 40.7870961, -73.9837113 40.7868849, -73.9838924 40.7866677, -73.9840679 40.786511, -73.9841321 40.7864538, -73.9842441 40.7863372, -73.9843606 40.7862459, -73.98440359999999 40.7861866)",,,,,,,,,,
6571328795,2329911562,0,699795067,False,,footway,51.853,"LINESTRING (-73.9832797 40.7882939, -73.9832535 40.7883362, -73.98315669999999 40.7884486, -73.9830802 40.7885193, -73.983042 40.7885465, -73.98298800000001 40.7885712, -73.9829273 40.7885857, -73.9828509 40.7885934)",,,,,,,,,,
6867580414,7620631149,0,"[828292968, 46226329, 46568312]",False,12th Avenue,residential,430.797,"LINESTRING (-73.9604157 40.8179509, -73.9602771 40.8181374, -73.9598117 40.8187841, -73.9593697 40.8193946, -73.95924460000001 40.819563, -73.9589033 40.8200228, -73.9582221 40.8209805, -73.9579208 40.8213327)",,,,,,,,,,
7476968854,7476968855,0,814841668,False,Pearl Street,residential,7.072,"LINESTRING (-74.0008309 40.7130113, -74.0008313 40.7130431, -74.00083170000001 40.7130749)",25 mph,,,,no,,,,,
7476968854,530286753,0,586350562,True,Park Row,residential,138.614,"LINESTRING (-74.0008309 40.7130113, -74.0007523 40.7130255, -73.9997003 40.7131893, -73.99922050000001 40.7132641)",25 mph,1,,,,,,,,
7476968855,7476968854,0,814841668,False,Pearl Street,residential,7.072,"LINESTRING (-74.00083170000001 40.7130749, -74.0008313 40.7130431, -74.0008309 40.7130113)",25 mph,,,,no,,,,,
7620631149,6867580414,0,"[46568312, 46226329, 828292968]",False,12th Avenue,residential,430.79699999999997,"LINESTRING (-73.9579208 40.8213327, -73.9582221 40.8209805, -73.9589033 40.8200228, -73.95924460000001 40.819563, -73.9593697 40.8193946, -73.9598117 40.8187841, -73.9602771 40.8181374, -73.9604157 40.8179509)",,,,,,,,,,
42428192,42428174,0,803024465,True,Broadway,residential,232.643,"LINESTRING (-73.98958399999999 40.7398521, -73.9895973 40.7398024, -73.98976570000001 40.739176, -73.9899514 40.7384888, -73.99013119999999 40.7378014)",25 mph,,,,,,,,,
42428962,587934172,0,"[46577961, 46114483, 440122910]",False,West 158th Street,secondary,410.553,"LINESTRING (-73.9445661 40.834739, -73.9454337 40.8350927, -73.9456168 40.8351701, -73.94588640000001 40.8352903, -73.9473333 40.8359026, -73.9476257 40.8360263, -73.94809410000001 40.8362245, -73.9486588 40.8364635, -73.94883179999999 40.836532)",,,,yes,,,,,,
42429876,42429900,0,"[464683320, 464683321, 597821267, 428569470]",True,East 26th Street,residential,681.1669999999999,"LINESTRING (-73.9865977 40.7427711, -73.9850299 40.7421093, -73.9849234 40.7420643, -73.98346890000001 40.7414503, -73.9833636 40.7414058, -73.9832569 40.7413608, -73.9822976 40.7409558, -73.98190649999999 40.7407907, -73.981759 40.7407284, -73.98162910000001 40.7406736, -73.9811258 40.7404611, -73.98005089999999 40.7400074, -73.9796568 40.7398521, -73.9795317 40.7397942)",25 mph,,,,,,,,,
42430713,42446363,0,46538375,True,West 52nd Street,residential,272.972,"LINESTRING (-73.99370039999999 40.7671343, -73.9919038 40.7663753, -73.9915465 40.7662243, -73.9908697 40.7659384)",25 mph,1,,,,,,,,
42430713,7280430895,0,"[420894352, 46525058, 739911954]",True,11th Avenue,secondary,752.3739999999999,"LINESTRING (-73.99370039999999 40.7671343, -73.994173 40.766505, -73.99432729999999 40.7662966, -73.9944344 40.766152, -73.9946355 40.7658858, -73.99508350000001 40.7652542, -73.9952174 40.7650732, -73.9952566 40.7650203, -73.9953716 40.764865, -73.9955449 40.7646309, -73.9960052 40.7640036, -73.9964573 40.7633783, -73.99687160000001 40.7628216, -73.9969249 40.7627499, -73.9969625 40.7626984, -73.99738379999999 40.7621219, -73.9978445 40.7615047, -73.9980461 40.7612228)",,,,,,,,,,
42430745,42430739,0,420894338,True,11th Avenue,secondary,165.38400000000001,"LINESTRING (-73.99140199999999 40.7703191, -73.9914577 40.7702414, -73.9918904 40.7696438, -73.99234439999999 40.7690142)",,4,,,,,,,,
42437316,42432218,0,196117023,False,Edgecombe Avenue,tertiary,107.814,"LINESTRING (-73.936691 40.837193, -73.93657589999999 40.8374385, -73.93638300000001 40.83785, -73.9363073 40.8380177, -73.93628150000001 40.8380515, -73.9362457 40.8381008)",,,,,,,,,,
42439181,3686061915,0,"[525727824, 551074012, 640411310, 46201655]",False,East 20th Street,"['cycleway', 'residential']",553.7170000000001,"LINESTRING (-73.9798823 40.7350189, -73.9797586 40.7349654, -73.9795355 40.7348691, -73.9781763 40.7342807, -73.97778169999999 40.73411, -73.9777036 40.7340765, -73.9776225 40.7340429, -73.9774228 40.7339604, -73.97694660000001 40.7337636, -73.97586269999999 40.7333161, -73.9754212 40.7331331, -73.9753534 40.733105, -73.97529 40.7330788, -73.97458829999999 40.7327886, -73.9744611 40.7327455, -73.9740951 40.7328069)",25 mph,,,,,,,,,
42439207,42452067,0,"[675967322, 439842831]",True,Grand Street,secondary,393.4050000000001,"LINESTRING (-73.9980848 40.7196004, -73.9972995 40.7193363, -73.9972381 40.719316, -73.99654049999999 40.7190858, -73.9964715 40.7190623, -73.99641440000001 40.7190428, -73.9956889 40.7187949, -73.9956346 40.7187752, -73.9949319 40.7185134, -73.9947975 40.718459, -73.9946803 40.7184115, -73.9939445 40.7181957, -73.99382420000001 40.7181594)",25 mph,,,,,,,,,
42440009,6958055831,0,717625447,True,West 52nd Street,residential,403.56800000000004,"LINESTRING (-73.982353 40.7623402, -73.98224039999999 40.7622926, -73.9812965 40.7618938, -73.98120110000001 40.7618535, -73.9805429 40.7615754, -73.9795173 40.7611421, -73.97938980000001 40.7610895, -73.9786869 40.7607936, -73.97853720000001 40.7607304, -73.9781673 40.7605736)",25 mph,1,,,,,,,,
42441926,42452276,0,439801897,False,Cathedral Parkway,secondary,124.034,"LINESTRING (-73.9680127 40.804723, -73.9680607 40.8047545, -73.96808830000001 40.8047734, -73.96811719999999 40.8048057, -73.9681344 40.8048303, -73.9681463 40.8048572, -73.9681554 40.8048888, -73.9681599 40.8049201, -73.9681566 40.8049949, -73.96814759999999 40.8050576, -73.96813160000001 40.8051168, -73.9680895 40.8052172, -73.9679474 40.8054681, -73.9679242 40.8055223, -73.9679154 40.8055644, -73.9679167 40.8056032, -73.96792859999999 40.8056302, -73.9679446 40.8056548, -73.96797119999999 40.8056777, -73.968047 40.8057316)",,2,,,,,,,,
42446353,596775914,0,"[496992867, 5672118]",True,East 52nd Street,residential,299.902,"LINESTRING (-73.9762886 40.7597861, -73.97617049999999 40.7597371, -73.97479370000001 40.7591568, -73.9746829 40.7591101, -73.9745765 40.7590652, -73.9731771 40.7584748)",25 mph,1,,,,,,,,
42446386,247072112,0,554927268,False,,service,12.001,"LINESTRING (-73.9959697 40.7680929, -73.9960945 40.768145)",,,,,,,,,,
42446386,42430713,0,46538375,True,West 52nd Street,residential,218.825,"LINESTRING (-73.9959697 40.7680929, -73.9957466 40.7679988, -73.995643 40.767955, -73.99370039999999 40.7671343)",25 mph,1,,,,,,,,
42446994,6175849568,0,"[743358443, 743358445]",True,East 52nd Street,residential,379.81100000000004,"LINESTRING (-73.9714524 40.7577471, -73.9713507 40.7577042, -73.9706207 40.7573962, -73.9698478 40.7570701, -73.9692232 40.7568066, -73.9676111 40.7561264, -73.967513 40.756085)",25 mph,1,,,,,,,,
42452015,42427324,0,"[584850104, 68668546, 539024459]",True,Grand Street,"['residential', 'secondary']",755.9399999999999,"LINESTRING (-74.0062154 40.7231321, -74.0060797 40.7231191, -74.0052482 40.7230395, -74.0051934 40.7230286, -74.00506230000001 40.7230023, -74.00491890000001 40.722961, -74.0048836 40.7229508, -74.004808 40.7229215, -74.00443540000001 40.7227417, -74.00376799999999 40.722384, -74.002971 40.721995, -74.002208 40.721621, -74.001447 40.721252, -74.0006449 40.7208634, -74.0005231 40.7207705, -73.9998563 40.7204467, -73.9990418 40.7200529, -73.9985112 40.7198029)",25 mph,,,,,,,,,
42452276,42441926,0,439801897,False,Cathedral Parkway,secondary,124.03399999999999,"LINESTRING (-73.968047 40.8057316, -73.96797119999999 40.8056777, -73.9679446 40.8056548, -73.96792859999999 40.8056302, -73.9679167 40.8056032, -73.9679154 40.8055644, -73.9679242 40.8055223, -73.9679474 40.8054681, -73.9680895 40.8052172, -73.96813160000001 40.8051168, -73.96814759999999 40.8050576, -73.9681566 40.8049949, -73.9681599 40.8049201, -73.9681554 40.8048888, -73.9681463 40.8048572, -73.9681344 40.8048303, -73.96811719999999 40.8048057, -73.96808830000001 40.8047734, -73.9680607 40.8047545, -73.9680127 40.804723)",,2,,,,,,,,
358447541,5545401592,0,597821266,True,West 26th Street,residential,108.612,"LINESTRING (-74.0009811 40.7488385, -74.0000873 40.7484548, -73.99997810000001 40.7484089, -73.99985820000001 40.7483585)",25 mph,1,,,,,,,,
358447541,42434821,0,5670297,True,West 27th Drive,unclassified,260.51,"LINESTRING (-74.0009811 40.7488385, -74.0007919 40.7490766, -74.0007559 40.7490984, -74.0006195 40.7491553, -74.0005548 40.7491852, -74.00049370000001 40.7492762, -74.0004797 40.7493358, -74.0004981 40.7494164, -74.0005343 40.7494731, -74.0006013 40.7495191, -74.00091260000001 40.7496465, -74.0023198 40.7502203)",5 mph,1,,,,,,,,
1272562931,5119807674,0,"[520532096, 5671593]",True,"['Park Row', 'Frankfort Street']",secondary,150.664,"LINESTRING (-74.0060393 40.7119161, -74.0059883 40.7119206, -74.00596760000001 40.7119215, -74.0059365 40.7119229, -74.00573660000001 40.7119336, -74.0056711 40.7119395, -74.0056012 40.7119496, -74.00555900000001 40.7119576, -74.0055129 40.7119664, -74.00539809999999 40.7119893, -74.00535840000001 40.7119955, -74.005319 40.7119983, -74.00528389999999 40.7119971, -74.00527649999999 40.7119968, -74.0052319 40.7119918, -74.0051897 40.711983, -74.0051582 40.7119683, -74.0051204 40.7119464, -74.00493350000001 40.7118211, -74.0044863 40.7115277)",25 mph,2,,,,,,,,
4347550054,5706568625,0,709355577,True,Central Park West,secondary,169.23399999999998,"LINESTRING (-73.9815151 40.7685778, -73.9810579 40.769225, -73.9810202 40.769279, -73.98097850000001 40.7693379, -73.98060289999999 40.7698519, -73.98055650000001 40.7699154)",,2,,,,,,,,
4347550065,1825841742,0,171574337,True,Columbus Circle,primary,28.484,"LINESTRING (-73.9814928 40.768258, -73.9815222 40.768287, -73.9815553 40.7683137, -73.9815918 40.7683377, -73.9816312 40.7683589, -73.9816732 40.768377, -73.9817173 40.7683919, -73.9817632 40.7684033)",25 mph,3,,,,,,,,roundabout
