u,v,key,osmid,oneway,lanes,name,highway,length,geometry,maxspeed,access,bridge,width,junction,service
7086673115,7086673171,0,758763544,False,,,cycleway,874.4840000000002,"LINESTRING (-70.639475 -33.4575389, -70.6395002 -33.4574721, -70.63951489999999 -33.4574332, -70.6397901 -33.4564982, -70.63980669999999 -33.4564416, -70.6398744 -33.4561357, -70.64013439999999 -33.4551273, -70.64014760000001 -33.4550759, -70.6403858 -33.4542441, -70.64049900000001 -33.453846, -70.6405166 -33.4537843, -70.640715 -33.4528901, -70.6407488 -33.4527237, -70.6407664 -33.4526369, -70.64099520000001 -33.451727, -70.6410511 -33.4514876, -70.641098 -33.4512867, -70.64118910000001 -33.4509478, -70.6412048 -33.4508926, -70.6412124 -33.4508659, -70.64135330000001 -33.4504857, -70.64154859999999 -33.4498712)",,,,,,
7086673139,7086673115,0,758763544,False,,,cycleway,1946.1440000000005,"LINESTRING (-70.63498730000001 -33.474631, -70.6350272 -33.4744505, -70.6350924 -33.4741558, -70.6353148 -33.4733068, -70.6354123 -33.4729346, -70.6355449 -33.4724643, -70.635571 -33.4723717, -70.63582479999999 -33.471362, -70.63583490000001 -33.4713218, -70.635954 -33.4708933, -70.6361641 -33.470122, -70.6362228 -33.4699095, -70.6362529 -33.4698006, -70.6365354 -33.4687488, -70.63659060000001 -33.4685215, -70.6366101 -33.4684411, -70.6367315 -33.4679093, -70.63691300000001 -33.4672738, -70.636944 -33.4671652, -70.63718919999999 -33.466275, -70.6372192 -33.4661149, -70.6372756 -33.4658134, -70.6375091 -33.4650245, -70.6376394 -33.4645966, -70.6376539 -33.4645492, -70.63789920000001 -33.4636111, -70.6379177 -33.4635402, -70.63807420000001 -33.4630181, -70.63820699999999 -33.4625104, -70.6382306 -33.4624201, -70.6384164 -33.4615752, -70.6384268 -33.4615279, -70.6386771 -33.4606581, -70.63869529999999 -33.4605948, -70.6389988 -33.4593812, -70.6390967 -33.4590861, -70.6391623 -33.4588884, -70.6394098 -33.4578871, -70.6394562 -33.4576395, -70.639475 -33.4575389)",,,,,,
7086673171,7086673115,0,758763544,False,,,cycleway,874.4840000000002,"LINESTRING (-70.64154859999999 -33.4498712, -70.64135330000001 -33.4504857, -70.6412124 -33.4508659, -70.6412048 -33.4508926, -70.64118910000001 -33.4509478, -70.641098 -33.4512867, -70.6410511 -33.4514876, -70.64099520000001 -33.451727, -70.6407664 -33.4526369, -70.6407488 -33.4527237, -70.640715 -33.4528901, -70.6405166 -33.4537843, -70.64049900000001 -33.453846, -70.6403858 -33.4542441, -70.64014760000001 -33.4550759, -70.64013439999999 -33.4551273, -70.6398744 -33.4561357, -70.63980669999999 -33.4564416, -70.6397901 -33.4564982, -70.63951489999999 -33.4574332, -70.6395002 -33.4574721, -70.639475 -33.4575389)",,,,,,
7086673171,7086673173,0,758763544,False,,,cycleway,268.048,"LINESTRING (-70.64154859999999 -33.4498712, -70.6415598 -33.4498378, -70.6417905 -33.4491463, -70.6419435 -33.4487517, -70.6419514 -33.4487311, -70.6422948 -33.4476177, -70.64231169999999 -33.447547)",,,,,,
7086673171,388715,0,"[242669435, 242669436]",True,3,Santa Isabel,secondary,606.6220000000001,"LINESTRING (-70.64154859999999 -33.4498712, -70.64034820000001 -33.4495081, -70.6390688 -33.4491924, -70.63810429999999 -33.4489547, -70.6367111 -33.4485914, -70.6353257 -33.4482017)",,,,,,
7086739478,7086739479,0,758771427,False,,,cycleway,35.216,"LINESTRING (-70.6542232 -33.4443814, -70.6542012 -33.4444778, -70.6541521 -33.4446925)",,,,,,
7086739479,7086739478,0,758771427,False,,,cycleway,35.216,"LINESTRING (-70.6541521 -33.4446925, -70.6542012 -33.4444778, -70.6542232 -33.4443814)",,,,,,
7622691303,7086672681,0,"[758764851, 758764853]",False,,,cycleway,590.736,"LINESTRING (-70.6496487 -33.4472629, -70.6496729 -33.4474378, -70.64919860000001 -33.4496673, -70.6490836 -33.4501797, -70.64905880000001 -33.4503583, -70.6489509 -33.4508943, -70.6488571 -33.4514111, -70.6487808 -33.4517701, -70.6486536 -33.45239, -70.6486486 -33.4524214, -70.648636 -33.4525004)",,,yes,,,
5262599268,1691362559,0,"[456672273, 675433822]",False,,Ciclovía Parque Forestal,"['cycleway', 'path']",732.161,"LINESTRING (-70.6355654 -33.4365506, -70.6355459 -33.4363736, -70.6355394 -33.4363015, -70.63553899999999 -33.4362231, -70.636899 -33.4359101, -70.63888350000001 -33.4354613, -70.6389947 -33.4354328, -70.64262479999999 -33.434627, -70.6427778 -33.4345971)",,,,1,,
130018932,130334653,0,447075646,True,2,Marín,tertiary,293.653,"LINESTRING (-70.6329393 -33.4454499, -70.6348496 -33.4458874, -70.6350262 -33.4459265, -70.63509120000001 -33.4459427, -70.63551769999999 -33.4460403, -70.63599139999999 -33.4461488)",50,,,,,
130019110,3686116667,0,"[518061196, 518061197]",True,3,Victoria Subercaseaux,primary,225.426,"LINESTRING (-70.64237369999999 -33.4395625, -70.64238880000001 -33.4394338, -70.6424059 -33.4393184, -70.6424415 -33.4391567, -70.64248430000001 -33.43902, -70.6425256 -33.4388988, -70.6426197 -33.438544, -70.64266430000001 -33.4384235, -70.64274589999999 -33.438287, -70.6429976 -33.4380433, -70.64316030000001 -33.4378439, -70.6432375 -33.437714)",,,,,,
130020016,4449477391,0,38956363,True,2,Santo Domingo,unclassified,15.946,"LINESTRING (-70.64338669999999 -33.4365035, -70.6435027 -33.4363977)",,,,,,
130020016,130020017,0,"[448211149, 679088063]",True,3,José Miguel de la Barra,primary,55.871,"LINESTRING (-70.64338669999999 -33.4365035, -70.6433461 -33.4364024, -70.6431788 -33.436032)",,,,,,
130020017,285738885,0,"[544401977, 444825660]",True,3,José Miguel de la Barra,primary,153.17499999999998,"LINESTRING (-70.6431788 -33.436032, -70.64312459999999 -33.4359358, -70.64280599999999 -33.4349117, -70.6427849 -33.4348001, -70.6428001 -33.4347007)",,,,,,
141061381,3301484072,0,441510939,True,2,Club Hípico,secondary,69.962,"LINESTRING (-70.66496770000001 -33.4564229, -70.66493819999999 -33.4570516)",60,,,,,
141061381,609286319,0,14421616,False,2,Domeyko,residential,43.384,"LINESTRING (-70.66496770000001 -33.4564229, -70.66542629999999 -33.4564993)",30,,,,,
253348626,253351461,0,"[156898441, 108852603, 649268044, 627916822]",True,3,Santa Isabel,secondary,523.27,"LINESTRING (-70.6542695 -33.4528587, -70.6535619 -33.4526828, -70.652844 -33.4525132, -70.6515888 -33.4521947, -70.65147210000001 -33.4521659, -70.6509391 -33.4520323, -70.6505039 -33.4519213, -70.65039760000001 -33.4518944, -70.6502763 -33.4518663, -70.64986589999999 -33.4517659, -70.6488648 -33.4515135)",,,,,,
253348626,2296016646,0,399499076,True,2,Lord Cochrane,tertiary,124.964,"LINESTRING (-70.6542695 -33.4528587, -70.6542974 -33.4525692, -70.6543417 -33.4522429, -70.6543822 -33.4519714, -70.6544178 -33.4517419)",30,,,,,
609286195,609286193,0,47545277,False,2,San Emilio,residential,67.648,"LINESTRING (-70.6650157 -33.454369, -70.66428790000001 -33.4543316)",15,,,,,
609286195,141061381,0,441510939,True,2,Club Hípico,secondary,228.432,"LINESTRING (-70.6650157 -33.454369, -70.6650003 -33.4550405, -70.6649977 -33.4551646, -70.6649938 -33.4552753, -70.664995 -33.4553347, -70.66496770000001 -33.4564229)",60,,,,,
609289244,3331853471,0,326532539,True,1,Tupper,tertiary,87.912,"LINESTRING (-70.66404559999999 -33.458516, -70.66412219999999 -33.4585214, -70.66498970000001 -33.4585844)",50,,,,,
609289244,7671726653,0,675481988,True,,,secondary,45.588,"LINESTRING (-70.66404559999999 -33.458516, -70.6640531 -33.4585373, -70.66405349999999 -33.4585595, -70.6640469 -33.458581, -70.6640362 -33.4585973, -70.6640214 -33.4586112, -70.6640033 -33.458622, -70.6639729 -33.4586311, -70.6639405 -33.4586315, -70.6639097 -33.4586232, -70.6638837 -33.458607, -70.6638686 -33.45859, -70.6638591 -33.4585703, -70.66385630000001 -33.4585436, -70.6638638 -33.4585177, -70.6638808 -33.458495, -70.6639064 -33.4584778, -70.66393909999999 -33.4584664)",20,,,,roundabout,
3331853471,3332468613,0,"[482138641, 692119690, 645052891, 441510940]",True,"['3', '2']",Club Hípico,secondary,1683.7529999999997,"LINESTRING (-70.66498970000001 -33.4585844, -70.6649872 -33.4586543, -70.6649544 -33.4609963, -70.6649529 -33.4622964, -70.6649354 -33.4635275, -70.6649251 -33.4655511, -70.66492119999999 -33.4665036, -70.6649244 -33.4673183, -70.6649137 -33.4692798, -70.6649086 -33.4696525, -70.6648994 -33.4700332, -70.6648986 -33.4705128, -70.6648768 -33.4711869, -70.66487119999999 -33.4717838, -70.66486810000001 -33.4721434, -70.66484989999999 -33.473332, -70.66484730000001 -33.4735052, -70.6648831 -33.4737239)",60,,,,,
3686116667,130020016,0,13858477,True,3,José Miguel de la Barra,primary,136.313,"LINESTRING (-70.6432375 -33.437714, -70.6432951 -33.4375879, -70.6433272 -33.4374617, -70.6433596 -33.4371979, -70.64338909999999 -33.4369222, -70.6434036 -33.4367963, -70.6434024 -33.4366297, -70.64338669999999 -33.4365035)",,,,,,
4449477391,285738744,0,"[679129704, 447787593, 679129705, 38956363, 39333619, 448213368]",True,2,"['Santo Domingo', 'Esmeralda']",unclassified,606.76,"LINESTRING (-70.6435027 -33.4363977, -70.6444443 -33.4357769, -70.644913 -33.4355071, -70.64588500000001 -33.4349526, -70.6459543 -33.4349131, -70.64607599999999 -33.4348579, -70.64616479999999 -33.4348177, -70.6475197 -33.4346317, -70.64893069999999 -33.4346183, -70.6494148 -33.434605)",,,,,,
4449477391,3686116667,0,"[663964323, 679088068, 450504413]",True,"['4', '1']","['José Miguel de la Barra', 'Merced']","['tertiary', 'primary']",164.41299999999998,"LINESTRING (-70.6435027 -33.4363977, -70.64351449999999 -33.4365059, -70.6433894 -33.4377417, -70.6432375 -33.437714)",,,,,,
5262662112,6358908269,0,146983147,True,2,Ismael Valdés Vergara,secondary,271.047,"LINESTRING (-70.6459136 -33.434843, -70.6458226 -33.4348834, -70.6448142 -33.4353314, -70.6444663 -33.435486, -70.6433425 -33.4359997)",,,,,,
5927868364,285738744,0,679129706,True,2,Diagonal Cervantes,unclassified,86.132,"LINESTRING (-70.649041 -33.433896, -70.6493747 -33.4345317, -70.6494148 -33.434605)",,,,,,
6358908269,4449477391,0,444825658,True,4,José Miguel de la Barra,primary,46.686,"LINESTRING (-70.6433425 -33.4359997, -70.6435027 -33.4363977)",,,,,,
6358908269,130020017,0,444825659,True,2,Ismael Valdés Vergara,secondary,15.609,"LINESTRING (-70.6433425 -33.4359997, -70.6431788 -33.436032)",,,,,,
7671726653,13882309,0,47911677,True,2,Beauchef,secondary,146.54600000000002,"LINESTRING (-70.66393909999999 -33.4584664, -70.6639498 -33.4576965, -70.66397430000001 -33.4571717, -70.6639764 -33.457149)",50,,,,,
7671726653,609289244,0,675481988,True,,,secondary,12.022,"LINESTRING (-70.66393909999999 -33.4584664, -70.6639701 -33.458468, -70.6640013 -33.4584766, -70.6640275 -33.4584932, -70.66404559999999 -33.458516)",20,,,,roundabout,
265665161,253348626,0,399499076,True,2,Lord Cochrane,tertiary,1934.8659999999998,"LINESTRING (-70.6521766 -33.4701705, -70.65223349999999 -33.4696111, -70.6522916 -33.4690434, -70.652349 -33.4685793, -70.65257130000001 -33.4666478, -70.65257680000001 -33.4665962, -70.6525876 -33.4665245, -70.65287549999999 -33.4642618, -70.6528843 -33.464201, -70.6530334 -33.4630106, -70.6531006 -33.4626091, -70.653184 -33.4618449, -70.6532533 -33.4613148, -70.65338079999999 -33.4601773, -70.6534089 -33.4599914, -70.6535921 -33.458683, -70.65370609999999 -33.4576332, -70.65379969999999 -33.4567685, -70.653907 -33.4559615, -70.6539748 -33.4553832, -70.653988 -33.4552627, -70.65403910000001 -33.454813, -70.6540844 -33.4544336, -70.6541206 -33.4541538, -70.6541907 -33.4535505, -70.6542695 -33.4528587)",30,,,,,
265688323,6809887235,0,23406233,True,2,Avenida Ricardo Cumming,primary,74.941,"LINESTRING (-70.66797 -33.448066, -70.6678004 -33.4479752, -70.66740969999999 -33.4478679, -70.6673739 -33.4478576, -70.6673531 -33.4478487, -70.6673409 -33.4478412, -70.6673346 -33.4478348, -70.66732949999999 -33.4478262, -70.6673253 -33.4478155, -70.66732450000001 -33.4478027, -70.6673248 -33.4477933, -70.66732570000001 -33.4477847, -70.6673273 -33.4477774, -70.6673333 -33.4477632, -70.6673418 -33.4477484)",30,,,,,
609286193,609286195,0,47545277,False,2,San Emilio,residential,67.648,"LINESTRING (-70.66428790000001 -33.4543316, -70.6650157 -33.454369)",15,,,,,
609286250,609286319,0,14421616,False,2,Domeyko,residential,33.239,"LINESTRING (-70.66577599999999 -33.4565641, -70.66557950000001 -33.4565307, -70.66542629999999 -33.4564993)",30,,,,,
609286250,15092712,0,"[14421616, 8000969]",False,2,"['Domeyko', 'Echaurren']",residential,94.601,"LINESTRING (-70.66577599999999 -33.4565641, -70.6659813 -33.4566039, -70.666014 -33.4566119, -70.66603499999999 -33.4566301, -70.666048 -33.4566532, -70.6660502 -33.4566785, -70.66600889999999 -33.4572478)",30,,,,,
609286250,609286248,0,47545275,False,2,Pasaje Nueva 1,residential,69.547,"LINESTRING (-70.66577599999999 -33.4565641, -70.66565559999999 -33.457068, -70.6656278 -33.4571772)",15,,,,,
609286319,141061381,0,14421616,False,2,Domeyko,residential,43.384,"LINESTRING (-70.66542629999999 -33.4564993, -70.66496770000001 -33.4564229)",30,,,,,
609286319,609286250,0,14421616,False,2,Domeyko,residential,33.239,"LINESTRING (-70.66542629999999 -33.4564993, -70.66557950000001 -33.4565307, -70.66577599999999 -33.4565641)",30,,,,,
609286319,609286270,0,47545274,False,2,Pasaje Nueva 2,residential,69.634,"LINESTRING (-70.66542629999999 -33.4564993, -70.6653156 -33.4570241, -70.6652911 -33.4571152)",15,,,,,
1279505078,130334912,0,367876780,True,,Mosqueto,residential,137.317,"LINESTRING (-70.64437049999999 -33.4365955, -70.644221 -33.4378241)",20,,,,,
2294204128,4389876458,0,44061474,False,4,Nueva Centenario,tertiary,945.6410000000001,"LINESTRING (-70.66472570000001 -33.4757398, -70.6636651 -33.4757378, -70.6621837 -33.4757087, -70.6618443 -33.4757093, -70.6616691 -33.4757148, -70.66153 -33.4757209, -70.6614082 -33.475728, -70.6610135 -33.475761, -70.65927979999999 -33.4759243, -70.65759850000001 -33.4760857, -70.6569494 -33.4761471, -70.6565636 -33.4761877, -70.65594520000001 -33.4762719, -70.6556902 -33.4762927, -70.6556259 -33.4762963, -70.6555465 -33.4762964, -70.6554641 -33.4762871, -70.6554052 -33.4762761, -70.6553339 -33.4762491, -70.65526920000001 -33.4762139, -70.6552167 -33.4761737, -70.65518899999999 -33.4761507, -70.65514829999999 -33.4761069, -70.6551039 -33.4760368, -70.6550484 -33.4759034, -70.6549881 -33.4757145)",30,,,,,
2426354335,2426354426,0,234379840,True,,Condominio Parque Almagro,service,152.479,"LINESTRING (-70.6507735 -33.452881, -70.6506737 -33.45358, -70.65058449999999 -33.4541254, -70.65055820000001 -33.4542402)",20,private,,,,driveway
2426354374,2426354440,0,234379841,False,,,service,121.964,"LINESTRING (-70.65156159999999 -33.4536123, -70.6510617 -33.4535402, -70.65102450000001 -33.4535452, -70.6510006 -33.4535608, -70.6509762 -33.453581, -70.6509655 -33.4536011, -70.6509593 -33.4536166, -70.65095890000001 -33.453645, -70.65096339999999 -33.4536692, -70.6509819 -33.4536929, -70.65099530000001 -33.4537063, -70.6510224 -33.4537194, -70.6515244 -33.4537918)",20,private,,,,
2426354440,2426354374,0,234379841,False,,,service,121.96399999999998,"LINESTRING (-70.6515244 -33.4537918, -70.6510224 -33.4537194, -70.65099530000001 -33.4537063, -70.6509819 -33.4536929, -70.65096339999999 -33.4536692, -70.65095890000001 -33.453645, -70.6509593 -33.4536166, -70.6509655 -33.4536011, -70.6509762 -33.453581, -70.6510006 -33.4535608, -70.65102450000001 -33.4535452, -70.6510617 -33.4535402, -70.65156159999999 -33.4536123)",20,private,,,,
2792557261,2792557264,0,274554349,True,1,,motorway_link,171.85800000000003,"LINESTRING (-70.6598742 -33.4396034, -70.66002659999999 -33.4403031, -70.6602202 -33.4408327, -70.66028489999999 -33.4410012, -70.66034550000001 -33.4410918)",30,,,,,
3901844305,3901844306,0,386824712,False,,Teresa Clark,residential,60.234,"LINESTRING (-70.66505340000001 -33.4504044, -70.66502300000001 -33.4509455)",15,,,,,
3901844306,3901844305,0,386824712,False,,Teresa Clark,residential,60.234,"LINESTRING (-70.66502300000001 -33.4509455, -70.66505340000001 -33.4504044)",15,,,,,
4389876458,2294204128,0,44061474,False,4,Nueva Centenario,tertiary,945.6410000000001,"LINESTRING (-70.6549881 -33.4757145, -70.6550484 -33.4759034, -70.6551039 -33.4760368, -70.65514829999999 -33.4761069, -70.65518899999999 -33.4761507, -70.6552167 -33.4761737, -70.65526920000001 -33.4762139, -70.6553339 -33.4762491, -70.6554052 -33.4762761, -70.6554641 -33.4762871, -70.6555465 -33.4762964, -70.6556259 -33.4762963, -70.6556902 -33.4762927, -70.65594520000001 -33.4762719, -70.6565636 -33.4761877, -70.6569494 -33.4761471, -70.65759850000001 -33.4760857, -70.65927979999999 -33.4759243, -70.6610135 -33.475761, -70.6614082 -33.475728, -70.66153 -33.4757209, -70.6616691 -33.4757148, -70.6618443 -33.4757093, -70.6621837 -33.4757087, -70.6636651 -33.4757378, -70.66472570000001 -33.4757398)",30,,,,,
4399956355,6872170744,0,733752407,False,1,Salida y entrada de vehiculos/peatones Universidad Bernardo O'Higgins,unclassified,54.992,"LINESTRING (-70.65878530000001 -33.4668574, -70.658725 -33.4669225, -70.65866029999999 -33.4669652, -70.6585956 -33.4669926, -70.65851670000001 -33.4670234, -70.6584433 -33.4670475, -70.6583761 -33.4670664, -70.65832709999999 -33.4670828, -70.6582782 -33.467089)",20,permit,,,,
5873610985,6325454295,0,158577338,False,,Cerro Santa Lucía,service,818.922,"LINESTRING (-70.64458689999999 -33.440212, -70.6444875 -33.4402932, -70.644459 -33.4403222, -70.644452 -33.4403477, -70.6444534 -33.4403709, -70.644464 -33.4403976, -70.6444778 -33.4404248, -70.6444915 -33.4404591, -70.64451579999999 -33.4405327, -70.6445363 -33.4406038, -70.6445511 -33.4406656, -70.6445633 -33.4407313, -70.64456370000001 -33.4408033, -70.6445535 -33.4408683, -70.6445358 -33.4409424, -70.6445181 -33.4410081, -70.6444884 -33.4411, -70.64442409999999 -33.4413033, -70.6443951 -33.4413768, -70.6443711 -33.4414172, -70.6443381 -33.4414535, -70.64431310000001 -33.4414745, -70.6442904 -33.4414903, -70.6442576 -33.4414987, -70.64421609999999 -33.4415028, -70.6441726 -33.4415046, -70.64412 -33.4415051, -70.6439798 -33.4415078, -70.6439096 -33.4415081, -70.64383340000001 -33.441506, -70.64377399999999 -33.4415036, -70.6437287 -33.4414988, -70.64367110000001 -33.4414877, -70.64362319999999 -33.4414723, -70.6435735 -33.4414504, -70.6435194 -33.4414227, -70.6434697 -33.4413932, -70.6434101 -33.4413536, -70.6433612 -33.4413164, -70.6433062 -33.4412712, -70.6432547 -33.4412276, -70.6432136 -33.4411885, -70.6431748 -33.4411515, -70.6431314 -33.441108, -70.643094 -33.4410673, -70.6430707 -33.4410369, -70.643049 -33.4410078, -70.6429997 -33.4409199, -70.64293929999999 -33.4407922, -70.6428844 -33.4406715, -70.64282830000001 -33.4405353, -70.64278729999999 -33.4404222, -70.6427521 -33.4403027, -70.6427302 -33.4402275, -70.6427154 -33.440151, -70.6427072 -33.44009, -70.6427047 -33.4400289, -70.64270399999999 -33.4399656, -70.6427099 -33.4399083, -70.6427159 -33.4398567, -70.64276049999999 -33.4397542, -70.64280220000001 -33.4396217, -70.6428471 -33.4395, -70.6429225 -33.4393544, -70.64305299999999 -33.4390523, -70.6431197 -33.4389063, -70.6431408 -33.4388681, -70.6431765 -33.4388313, -70.64320789999999 -33.4388109, -70.6432475 -33.4387926, -70.643281 -33.4387851, -70.64333000000001 -33.4387799, -70.6433756 -33.4387878, -70.6434101 -33.4388075, -70.6434332 -33.4388318, -70.6434435 -33.4388728, -70.6434387 -33.4389119, -70.6434136 -33.4389513, -70.6433794 -33.4389817, -70.6433535 -33.4389945, -70.643317 -33.4390016, -70.6432698 -33.4390006, -70.6432325 -33.439002, -70.6432009 -33.4390095, -70.6431826 -33.4390197, -70.64316839999999 -33.4390415, -70.6430415 -33.4395423, -70.6430282 -33.4396426, -70.64302309999999 -33.4397263, -70.64302170000001 -33.4398782, -70.64303 -33.4400087, -70.6430488 -33.4401217, -70.64305539999999 -33.4402292, -70.6430771 -33.4403051, -70.6431048 -33.4403679, -70.6431331 -33.4404335, -70.64313110000001 -33.4404788, -70.6431324 -33.4405255, -70.6432131 -33.4406985, -70.6432843 -33.440827)",30,private,,,,
6325454295,5873610985,0,158577338,False,,Cerro Santa Lucía,service,818.9220000000003,"LINESTRING (-70.6432843 -33.440827, -70.6432131 -33.4406985, -70.6431324 -33.4405255, -70.64313110000001 -33.4404788, -70.6431331 -33.4404335, -70.6431048 -33.4403679, -70.6430771 -33.4403051, -70.64305539999999 -33.4402292, -70.6430488 -33.4401217, -70.64303 -33.4400087, -70.64302170000001 -33.4398782, -70.64302309999999 -33.4397263, -70.6430282 -33.4396426, -70.6430415 -33.4395423, -70.64316839999999 -33.4390415, -70.6431826 -33.4390197, -70.6432009 -33.4390095, -70.6432325 -33.439002, -70.6432698 -33.4390006, -70.643317 -33.4390016, -70.6433535 -33.4389945, -70.6433794 -33.4389817, -70.6434136 -33.4389513, -70.6434387 -33.4389119, -70.6434435 -33.4388728, -70.6434332 -33.4388318, -70.6434101 -33.4388075, -70.6433756 -33.4387878, -70.64333000000001 -33.4387799, -70.643281 -33.4387851, -70.6432475 -33.4387926, -70.64320789999999 -33.4388109, -70.6431765 -33.4388313, -70.6431408 -33.4388681, -70.6431197 -33.4389063, -70.64305299999999 -33.4390523, -70.6429225 -33.4393544, -70.6428471 -33.4395, -70.64280220000001 -33.4396217, -70.64276049999999 -33.4397542, -70.6427159 -33.4398567, -70.6427099 -33.4399083, -70.64270399999999 -33.4399656, -70.6427047 -33.4400289, -70.6427072 -33.44009, -70.6427154 -33.440151, -70.6427302 -33.4402275, -70.6427521 -33.4403027, -70.64278729999999 -33.4404222, -70.64282830000001 -33.4405353, -70.6428844 -33.4406715, -70.64293929999999 -33.4407922, -70.6429997 -33.4409199, -70.643049 -33.4410078, -70.6430707 -33.4410369, -70.643094 -33.4410673, -70.6431314 -33.441108, -70.6431748 -33.4411515, -70.6432136 -33.4411885, -70.6432547 -33.4412276, -70.6433062 -33.4412712, -70.6433612 -33.4413164, -70.6434101 -33.4413536, -70.6434697 -33.4413932, -70.6435194 -33.4414227, -70.6435735 -33.4414504, -70.64362319999999 -33.4414723, -70.64367110000001 -33.4414877, -70.6437287 -33.4414988, -70.64377399999999 -33.4415036, -70.64383340000001 -33.441506, -70.6439096 -33.4415081, -70.6439798 -33.4415078, -70.64412 -33.4415051, -70.6441726 -33.4415046, -70.64421609999999 -33.4415028, -70.6442576 -33.4414987, -70.6442904 -33.4414903, -70.64431310000001 -33.4414745, -70.6443381 -33.4414535, -70.6443711 -33.4414172, -70.6443951 -33.4413768, -70.64442409999999 -33.4413033, -70.6444884 -33.4411, -70.6445181 -33.4410081, -70.6445358 -33.4409424, -70.6445535 -33.4408683, -70.64456370000001 -33.4408033, -70.6445633 -33.4407313, -70.6445511 -33.4406656, -70.6445363 -33.4406038, -70.64451579999999 -33.4405327, -70.6444915 -33.4404591, -70.6444778 -33.4404248, -70.644464 -33.4403976, -70.6444534 -33.4403709, -70.644452 -33.4403477, -70.644459 -33.4403222, -70.6444875 -33.4402932, -70.64458689999999 -33.440212)",30,private,,,,
6872170744,4399956355,0,733752407,False,1,Salida y entrada de vehiculos/peatones Universidad Bernardo O'Higgins,unclassified,54.992000000000004,"LINESTRING (-70.6582782 -33.467089, -70.65832709999999 -33.4670828, -70.6583761 -33.4670664, -70.6584433 -33.4670475, -70.65851670000001 -33.4670234, -70.6585956 -33.4669926, -70.65866029999999 -33.4669652, -70.658725 -33.4669225, -70.65878530000001 -33.4668574)",20,permit,,,,
