u,v,key,osmid,oneway,highway,maxspeed,service,length,geometry,lanes,access,name,width
6774211912,6774211908,0,75923998,False,pedestrian,20,,12.914,"LINESTRING (-6.8305503 34.0259206, -6.8304685 34.0258263)",,,Rue du Mellah زنقة الملاح,
6774211912,896422133,0,75923998,False,pedestrian,20,,14.611,"LINESTRING (-6.8305503 34.0259206, -6.8306786 34.0258434)",,,Rue du Mellah زنقة الملاح,
6774211913,6958844612,0,279226507,False,living_street,20,,17.897,"LINESTRING (-6.8332609 34.0272641, -6.8331338 34.0271424)",,,Rue des Consuls شارع القناصل,
6774211913,2610947146,0,279226507,False,living_street,20,,28.31,"LINESTRING (-6.8332609 34.0272641, -6.8334587 34.0274589)",,,Rue des Consuls شارع القناصل,
6774211914,2610947146,0,279226507,False,living_street,20,,27.313,"LINESTRING (-6.8336503 34.0276463, -6.8334587 34.0274589)",,,Rue des Consuls شارع القناصل,
6774211914,2610947145,0,279226507,False,living_street,20,,30.256,"LINESTRING (-6.8336503 34.0276463, -6.8338677 34.0278502)",,,Rue des Consuls شارع القناصل,
6775179269,5790236003,0,240002999,True,residential,30,,28.364,"LINESTRING (-6.8857187 33.9570038, -6.8859148 33.9568073)",1,destination,,
6775179270,5790236005,0,240002999,True,residential,30,,41.595,"LINESTRING (-6.8860198 33.9566958, -6.8862957 33.9563999)",1,destination,,
6775179271,6775179274,0,240002999,True,residential,30,,14.44,"LINESTRING (-6.8863839 33.9563137, -6.8864811 33.9562119)",1,destination,,
6775179272,6775179273,0,240002999,True,residential,30,,8.482,"LINESTRING (-6.8865522 33.9561363, -6.8866079 33.9560756)",1,destination,,
6775179273,5790236007,0,240002999,True,residential,30,,9.728,"LINESTRING (-6.8866079 33.9560756, -6.8866729 33.9560067)",1,destination,,
6775179274,6775179272,0,240002999,True,residential,30,,10.662,"LINESTRING (-6.8864811 33.9562119, -6.8865522 33.9561363)",1,destination,,
6775201989,6769436482,0,240002999,True,residential,30,,3.514,"LINESTRING (-6.8851284 33.9574884, -6.8851578 33.9574683)",1,destination,,
6775201990,6775201991,0,240002999,True,residential,30,,11.2,"LINESTRING (-6.8853526 33.957326, -6.8854414 33.9572573)",1,destination,,
6775201991,2477699045,0,240002999,True,residential,30,,20.299,"LINESTRING (-6.8854414 33.9572573, -6.885597 33.9571282)",1,destination,,
6800103856,2477699048,0,240002999,True,residential,30,,2.424,"LINESTRING (-6.8867105 33.9559616, -6.8867215 33.9559418)",1,destination,,
6800135690,405933226,0,240002999,True,residential,30,,12.945,"LINESTRING (-6.8849382 33.9575192, -6.8850785 33.957516)",1,destination,,
6840277725,6840277726,0,101917979,True,service,30,driveway,26.683,"LINESTRING (-6.8551905 34.0021822, -6.8553973 34.0020143)",,,,
6840277726,6840277727,0,101917979,True,service,30,driveway,2.872,"LINESTRING (-6.8553973 34.0020143, -6.8554151 34.0019931)",,,,
6840277727,21070193,0,101917979,True,service,30,driveway,3.311,"LINESTRING (-6.8554151 34.0019931, -6.8554094 34.0019637)",,,,
6850964650,3312042371,0,324493907,False,living_street,20,,5.531,"LINESTRING (-6.8347115 34.0263917, -6.8346937 34.0263442)",,,Derb El Fassi,8
6850964650,3312042370,0,324493907,False,living_street,20,,6.162,"LINESTRING (-6.8347115 34.0263917, -6.8347365 34.0264431)",,,Derb El Fassi,8
6850964658,6850964659,0,255400674,False,living_street,20,,2.981,"LINESTRING (-6.8352296 34.0292291, -6.8352208 34.0292033)",,,Rue des Consuls شارع القناصل,
6850964658,2610928464,0,255400674,False,living_street,20,,3.782,"LINESTRING (-6.8352296 34.0292291, -6.8352342 34.0292629)",,,Rue des Consuls شارع القناصل,
6850964659,6958844005,0,255400674,False,living_street,20,,39.712,"LINESTRING (-6.8352208 34.0292033, -6.8349885 34.0289025)",,,Rue des Consuls شارع القناصل,
6850964659,6850964658,0,255400674,False,living_street,20,,2.981,"LINESTRING (-6.8352208 34.0292033, -6.8352296 34.0292291)",,,Rue des Consuls شارع القناصل,
6850964671,6958844606,0,255405180,False,living_street,20,,7.344,"LINESTRING (-6.8349676 34.0269775, -6.8349351 34.0269172)",,,Rue Porte Maoun,
6850964671,6850964672,0,255405180,False,living_street,20,,7.426,"LINESTRING (-6.8349676 34.0269775, -6.8350092 34.0270347)",,,Rue Porte Maoun,
6850964672,6850964671,0,255405180,False,living_street,20,,7.426,"LINESTRING (-6.8350092 34.0270347, -6.8349676 34.0269775)",,,Rue Porte Maoun,
6850964672,2610951213,0,255405180,False,living_street,20,,2.135,"LINESTRING (-6.8350092 34.0270347, -6.8350302 34.0270266)",,,Rue Porte Maoun,
6850964674,2610975346,0,255405180,False,living_street,20,,5.421,"LINESTRING (-6.8351003 34.0272306, -6.8351523 34.0272078)",,,Rue Porte Maoun,
6850964674,6958844607,0,255405180,False,living_street,20,,14.544,"LINESTRING (-6.8351003 34.0272306, -6.8351631 34.0273506)",,,Rue Porte Maoun,
6925637362,2189092203,0,208636990,False,unclassified,20,,16.988,"LINESTRING (-6.8641438 33.9810041, -6.8640284 33.9811232)",1,,Accès principal,
6925637362,6769303589,0,208636990,False,unclassified,20,,13.707,"LINESTRING (-6.8641438 33.9810041, -6.8642369 33.980908)",1,,Accès principal,
6925637362,6925637363,0,739669222,False,service,20,,10.356,"LINESTRING (-6.8641438 33.9810041, -6.8640438 33.9810465)",,,Parking_etudiant,
