u,v,key,osmid,oneway,lanes,name,highway,maxspeed,length,geometry,access,bridge,junction,area,service,width,tunnel
261029371,1904310949,0,"[626742837, 91040437]",False,2,Carrera 73A,tertiary,30,722.39,"LINESTRING (-74.1129818 4.6692216, -74.1129304 4.669275, -74.1124744 4.6697486, -74.1115937 4.6706201, -74.1107157 4.6714853, -74.1103117 4.6718977, -74.10950130000001 4.67272, -74.10896169999999 4.6732643, -74.1084724 4.673758, -74.1083945 4.6738367)",,,,,,,
261029401,261029428,0,24061670,True,1,,primary_link,30,405.88500000000005,"LINESTRING (-74.1134753 4.6687335, -74.11324689999999 4.6683156, -74.1130216 4.6679501, -74.11297620000001 4.6678658, -74.1129447 4.6677784, -74.11292299999999 4.6676378, -74.1129246 4.6675803, -74.11292640000001 4.6675149, -74.1129519 4.6673407, -74.1129742 4.6671942, -74.1129852 4.6670735, -74.11297690000001 4.6669656, -74.11296230000001 4.6668791, -74.11292690000001 4.666754, -74.1128685 4.6665629, -74.1127991 4.6663356, -74.1127528 4.6661647, -74.1127297 4.6660154, -74.1127235 4.6658903, -74.11272719999999 4.6658193, -74.1127297 4.6657713, -74.1127589 4.6656519, -74.1128085 4.6654831, -74.11284209999999 4.6653949, -74.11289189999999 4.6652886)",,,,,,,
261029401,261029497,0,827168974,True,2,Avenida Calle 26,primary,30,228.165,"LINESTRING (-74.1134753 4.6687335, -74.1133566 4.6685676, -74.11330340000001 4.668505, -74.1132379 4.668435, -74.1130625 4.6682415, -74.1130038 4.6681749, -74.1129437 4.6681004, -74.11290820000001 4.668048, -74.1127326 4.6677946, -74.1123817 4.6672551, -74.1123237 4.6671584, -74.1122706 4.6670752)",,,,,,,
261029428,534405934,0,541116574,True,2,Avenida Carrera 72,primary,30,894.7020000000001,"LINESTRING (-74.11289189999999 4.6652886, -74.1130491 4.6651002, -74.1135714 4.664465, -74.1138752 4.6641148, -74.11428739999999 4.663648, -74.1147137 4.6631681, -74.1149855 4.662863, -74.11521740000001 4.6625978, -74.11542710000001 4.6623645, -74.11582319999999 4.6618684, -74.11586699999999 4.6618208, -74.1160734 4.6615836, -74.11613939999999 4.6615085, -74.11633310000001 4.6613053, -74.1165036 4.6611092, -74.1167569 4.6608068, -74.1174218 4.6600148, -74.1175676 4.6598504, -74.1177218 4.6596764, -74.1181509 4.6591859)",,,,,,,
261029489,310388401,0,28262562,False,2,Carrera 74,residential,30,138.67100000000002,"LINESTRING (-74.1139081 4.6693846, -74.11395659999999 4.6693522, -74.1148314 4.6687683, -74.11488989999999 4.668729, -74.11494190000001 4.6686831)",,,,,,,
261029489,261029401,0,827168974,True,2,Avenida Calle 26,primary,30,86.85,"LINESTRING (-74.1139081 4.6693846, -74.1137506 4.6691412, -74.1134753 4.6687335)",,,,,,,
261029889,326080041,0,77330382,True,2,Carrera 82,tertiary,30,60.399,"LINESTRING (-74.12272830000001 4.6692388, -74.123122 4.6688632)",,,,,,,
261029889,330071393,0,656242036,True,2,Avenida Calle 24,secondary,30,475.625,"LINESTRING (-74.12272830000001 4.6692388, -74.12198410000001 4.6684031, -74.1218327 4.6682331, -74.1213272 4.6676654, -74.1208785 4.6671615, -74.12072980000001 4.6669965, -74.12060750000001 4.6668607, -74.119873 4.6660455)",,,,,,,
261029977,310388397,0,"[529186350, 392536678, 529186351]",True,2,Avenida Calle 24,secondary,30,396.907,"LINESTRING (-74.1163578 4.6622114, -74.1163997 4.6622585, -74.1167456 4.6626479, -74.1172081 4.663186, -74.1172969 4.663291, -74.11754620000001 4.6635791, -74.1179769 4.6640547, -74.1181642 4.664266, -74.1183444 4.6644602, -74.1187204 4.6648936)",,yes,,,,,
261029999,261030006,0,24061714,True,2,Carrera 71,primary_link,30,136.18099999999998,"LINESTRING (-74.11461610000001 4.6602427, -74.11466160000001 4.6603531, -74.1146775 4.66041, -74.1146847 4.6604602, -74.1146853 4.6605106, -74.11467740000001 4.6605559, -74.11465939999999 4.6605975, -74.1146378 4.6606318, -74.1145954 4.660683, -74.114223 4.661133, -74.1141923 4.6611787, -74.11416730000001 4.6612298, -74.11415479999999 4.6612801)",,,,,,,
261030130,4224415891,0,"[24152218, 814637999]",True,3,Avenida Calle 17,primary,30,553.841,"LINESTRING (-74.1273698 4.6501684, -74.12741 4.6502179, -74.1280041 4.6509421, -74.1282813 4.6512686, -74.1286356 4.6516445, -74.1289567 4.6519851, -74.12932790000001 4.6523803, -74.129524 4.6525605, -74.1298977 4.6529849, -74.13033969999999 4.6534573, -74.1307219 4.6538582)",,,,,,,
261040748,1043983994,0,90073596,False,2,Carrera 69B,residential,30,269.79999999999995,"LINESTRING (-74.12891190000001 4.6293548, -74.12892170000001 4.6292459, -74.12892429999999 4.6292166, -74.1289263 4.6291941, -74.12896809999999 4.6287272, -74.1290219 4.6281274, -74.12907319999999 4.6275539, -74.1290777 4.627509, -74.1291342 4.6269386)",,,,,,,
261040804,5893673463,0,675991800,True,1,Calle 6,tertiary,30,924.2609999999999,"LINESTRING (-74.12819469999999 4.6297416, -74.12837740000001 4.6298949, -74.1284824 4.629982, -74.12854419999999 4.6300281, -74.1285647 4.6300426, -74.1285906 4.6300557, -74.12874600000001 4.6300781, -74.1289415 4.6301004, -74.1293333 4.6301451, -74.1303374 4.6302368, -74.1305893 4.6302596, -74.13078419999999 4.6302791, -74.1318101 4.6303859, -74.1326289 4.630459, -74.1328323 4.6304795, -74.1330085 4.6304971, -74.13326480000001 4.6305228, -74.13339929999999 4.6305363, -74.1342703 4.6306205, -74.1353515 4.6307263, -74.13558639999999 4.630751, -74.1357675 4.63077, -74.13628679999999 4.6308246, -74.1363248 4.6308393, -74.1363425 4.6308559, -74.1363595 4.6308833)",,,,,,,
261041037,310334143,0,90067369,True,3,Avenida Calle 26 Sur,primary,30,355.40500000000003,"LINESTRING (-74.1389241 4.6181046, -74.13832360000001 4.617377, -74.1380121 4.6170125, -74.13746260000001 4.6163573, -74.1371998 4.6160425, -74.1371705 4.6160074, -74.1368829 4.6156399)",,,,,,,
261041116,261028762,0,42274302,True,3,Transversal 60,primary,30,61.338,"LINESTRING (-74.1452496 4.5938263, -74.1452444 4.5943779)",,,,,,,
261041256,318004358,0,763952212,False,2,Calle 57 Sur,residential,30,143.22,"LINESTRING (-74.1368607 4.5674225, -74.13680410000001 4.5673789, -74.13583869999999 4.5666344)",,,,,,,
261041300,308858099,0,41925668,False,2,Calle 48C Sur,tertiary,30,103.984,"LINESTRING (-74.1289766 4.5708036, -74.12905379999999 4.57109, -74.1290754 4.57117, -74.1291982 4.5716253, -74.1292201 4.5717067)",,,,,,,
261137444,310769852,0,90048107,False,2,Calle 32 Sur,residential,30,155.284,"LINESTRING (-74.1306124 4.6063724, -74.1305744 4.6063469, -74.1294494 4.6055937)",,,,,,,
261137444,310967769,0,90048234,True,2,Avenida Carrera 68,primary,30,50.597,"LINESTRING (-74.1306124 4.6063724, -74.1304651 4.6065801, -74.13034949999999 4.6067444)",,,,,,,
261137446,308858711,0,90047918,False,2,Calle 33 Sur,tertiary,30,151.159,"LINESTRING (-74.1308324 4.6059794, -74.1307955 4.6059548, -74.1296988 4.6052236)",,,,,,,
261137446,261137444,0,90048234,True,2,Avenida Carrera 68,primary,30,50.081999999999994,"LINESTRING (-74.1308324 4.6059794, -74.1307764 4.6060913, -74.1307284 4.6061788, -74.1306644 4.6062927, -74.1306124 4.6063724)",,,,,,,
261137608,266893864,0,90691209,True,2,Avenida Carrera 68,primary,30,972.325,"LINESTRING (-74.0909091 4.6695026, -74.0907591 4.6696502, -74.0905372 4.6699221, -74.0904561 4.6700257, -74.0900322 4.6705668, -74.08992499999999 4.6707037, -74.0895766 4.6711611, -74.0894005 4.6714269, -74.0892048 4.6717144, -74.0891512 4.6717933, -74.0890407 4.6719673, -74.0888657 4.6722541, -74.08872169999999 4.672487, -74.0884951 4.6728875, -74.0882045 4.6733754, -74.08791530000001 4.6738694, -74.08766489999999 4.6743262, -74.0875515 4.6745294, -74.0871513 4.6752124, -74.08678519999999 4.6758589, -74.0863703 4.6765725, -74.0862451 4.6767923, -74.08620519999999 4.67686)",,,,,,,
261137809,311257612,0,89979116,False,2,Carrera 47A,residential,30,61.115,"LINESTRING (-74.05978690000001 4.6873432, -74.0597957 4.6872981, -74.05989169999999 4.6868036)",,,,,,,
261138202,1008249707,0,758142146,True,4,Calle 19,tertiary,30,8.583,"LINESTRING (-74.113066 4.6426702, -74.1130021 4.6426266)",,,,,,,
261138202,261138223,0,375276941,True,2,Avenida Carrera 68,primary,30,431.53999999999996,"LINESTRING (-74.113066 4.6426702, -74.1130972 4.6426384, -74.11329840000001 4.6424338, -74.11389749999999 4.6418443, -74.1142366 4.6415303, -74.1145473 4.6412345, -74.1147388 4.6410371, -74.11504979999999 4.6407306, -74.1158131 4.6399213)",,,,,,,
261138223,312766919,0,90647466,True,2,Avenida Carrera 68,primary,30,11.179,"LINESTRING (-74.1158131 4.6399213, -74.1158806 4.6398466)",,,,,,,
261138223,1857423683,0,"[90635017, 90634445]",True,3,Avenida Calle 17,tertiary,30,1236.1819999999998,"LINESTRING (-74.1158131 4.6399213, -74.1158559 4.6399557, -74.1158832 4.6399776, -74.1163844 4.640367, -74.1173211 4.6411041, -74.1176148 4.6413456, -74.11828680000001 4.6418652, -74.11963950000001 4.6429353, -74.11979030000001 4.6430465, -74.1211945 4.6441971, -74.1227016 4.6454438, -74.1244784 4.6469194)",,,,,,,
261138271,6916078305,0,28412169,False,4,Avenida Carrera 10,secondary,30,547.298,"LINESTRING (-74.1034719 4.5660333, -74.10365849999999 4.5658109, -74.10376410000001 4.565685, -74.1040144 4.5653868, -74.104071 4.5653193, -74.1041359 4.5652535, -74.1042123 4.5651924, -74.1043153 4.565133, -74.10442380000001 4.5650904, -74.1045235 4.5650672, -74.10457599999999 4.5650601, -74.1046559 4.5650499, -74.10472710000001 4.5650544, -74.104793 4.5650659, -74.1048789 4.5650871, -74.10494199999999 4.56511, -74.1055605 4.5654123, -74.10602710000001 4.5656404, -74.10606490000001 4.5656563, -74.1061187 4.5656758, -74.1061818 4.5656905, -74.1062733 4.5656998, -74.1065998 4.5657259, -74.10666790000001 4.5657238, -74.10673989999999 4.5657123, -74.10681580000001 4.5656937, -74.10692210000001 4.5656581, -74.10731319999999 4.5654974, -74.1075769 4.5653967, -74.10778089999999 4.5653146)",,,,,,,
261138567,6878974417,0,734521938,False,2,Calle 18 Sur,residential,30,540.308,"LINESTRING (-74.0934821 4.5774417, -74.0935211 4.5774766, -74.0939231 4.5778369, -74.09399550000001 4.5779019, -74.0942969 4.5781729, -74.0949212 4.5787314, -74.0950165 4.5788165, -74.0950844 4.5788773, -74.09549199999999 4.5792417, -74.0958916 4.5795988, -74.0962397 4.5799099, -74.0962961 4.5799599, -74.0967058 4.5803256, -74.0971105 4.5806866)",,,,,,,
261138601,309811175,0,118110490,False,2,Calle 34 Sur,secondary,30,104.934,"LINESTRING (-74.1023424 4.5673084, -74.10224169999999 4.5671371, -74.1021913 4.5670514, -74.1020978 4.5668923, -74.1018278 4.5665175)",,,,,,,
261138604,309811175,0,"[738573120, 540803586, 89628292, 784339103]",True,2,"['Carrera 9', 'Diagonal 35 Sur', 'Calle 35 Sur']",tertiary,30,174.98,"LINESTRING (-74.10318359999999 4.5664357, -74.10301339999999 4.5663536, -74.1029618 4.566329, -74.10268569999999 4.5661973, -74.1025166 4.5661141, -74.10247219999999 4.5660913, -74.1023868 4.5660987, -74.10230230000001 4.5661362, -74.10199249999999 4.5663798, -74.1018278 4.5665175)",,,,,,,
261138604,1927493673,0,"[790046313, 529301227, 548026063]",False,2,Diagonal 35 Sur,"['tertiary', 'residential']",30,276.524,"LINESTRING (-74.10318359999999 4.5664357, -74.1032472 4.5664659, -74.10367429999999 4.5666688, -74.1038537 4.5667543, -74.1039195 4.5667857, -74.10402089999999 4.5668301, -74.10407549999999 4.5668528, -74.1041276 4.5668745, -74.1041633 4.5668854, -74.1042029 4.5668975, -74.1043023 4.566911, -74.1043976 4.5669137, -74.1044796 4.5669137, -74.10453560000001 4.5669137, -74.10490129999999 4.5669065, -74.1052244 4.5669085, -74.1055071 4.5669156, -74.105576 4.566914)",,,,,,,
261139344,290384878,0,89455686,False,2,Calle 106,secondary,30,267.199,"LINESTRING (-74.0557238 4.6936162, -74.0556259 4.6935998, -74.054984 4.6934922, -74.0542645 4.6933717, -74.0535635 4.6932534, -74.0533463 4.6932167)",,,,,,,
261139346,1037474804,0,89456543,False,4,Calle 104,tertiary,30,267.59,"LINESTRING (-74.05612309999999 4.6912254, -74.05602330000001 4.6912078, -74.0553127 4.6910824, -74.0540544 4.6908746, -74.0537422 4.6908251)",,,,,,,
261187536,261187564,0,"[90698841, 815043086]",True,2,"['Carrera 68D', 'Calle 87']",unclassified,30,419.68300000000005,"LINESTRING (-74.0798879 4.685189, -74.0799682 4.6854105, -74.0799726 4.6854969, -74.079954 4.6855574, -74.0799146 4.6856183, -74.0798631 4.6856643, -74.0797993 4.6857121, -74.0791577 4.6861947, -74.0789954 4.6863441, -74.078908 4.6863859, -74.0788154 4.6863942, -74.07872399999999 4.6863759, -74.07862160000001 4.6863093, -74.0779474 4.6854566, -74.0778949 4.6853413, -74.0778949 4.6852555, -74.07792070000001 4.685159, -74.07797770000001 4.6850563, -74.078112 4.6848725)",,,,,,,
261187771,261187533,0,"[815043085, 24084269]",True,2,"['Carrera 68D', 'Calle 87']",unclassified,30,394.35800000000006,"LINESTRING (-74.07755349999999 4.6853575, -74.07765670000001 4.6853413, -74.0777087 4.6853452, -74.0777902 4.6853785, -74.07786919999999 4.6854694, -74.0779847 4.6856211, -74.0780267 4.6856742, -74.0785717 4.6863634, -74.0786722 4.6864243, -74.0787912 4.6864659, -74.0788898 4.6864643, -74.0789975 4.6864201, -74.0792096 4.6862559, -74.0793032 4.6861841, -74.0798568 4.6857595, -74.07991250000001 4.6857243, -74.0799717 4.6856996, -74.0800794 4.6856843, -74.0801101 4.6856928, -74.08018920000001 4.6857147, -74.0803332 4.6857765)",,,,,,,
261188406,262419963,0,24265786,False,2,Carrera 45,tertiary,30,479.57900000000006,"LINESTRING (-74.0922769 4.6369101, -74.0922331 4.6369523, -74.0921173 4.6370797, -74.091646 4.6375768, -74.0915899 4.6376341, -74.09150990000001 4.637716, -74.0914051 4.6378232, -74.0911582 4.6381005, -74.090653 4.6386358, -74.0903385 4.6389505, -74.0902347 4.6390363, -74.0896753 4.6394082, -74.0894964 4.6395252, -74.0890789 4.6397735)",,,,,,,
261188610,261188643,0,90717741,True,3,Avenida Calle 26,primary,30,185.198,"LINESTRING (-74.10210530000001 4.6522685, -74.1030069 4.6536708)",,,,,,,
261188610,261188643,1,"[24084398, 24237119]",True,2,Carrera 67A,residential,30,612.7819999999999,"LINESTRING (-74.10210530000001 4.6522685, -74.1021295 4.652423, -74.10213229999999 4.6525713, -74.10211529999999 4.6526604, -74.1020779 4.6527813, -74.1020276 4.6528892, -74.1018588 4.65313, -74.1012429 4.653979, -74.1009526 4.6543832, -74.1009368 4.6544885, -74.1010489 4.6544476, -74.1013434 4.654054, -74.10179340000001 4.6534359, -74.10191450000001 4.6532767, -74.1020128 4.6531947, -74.1020915 4.653156, -74.1021772 4.6531331, -74.1022952 4.6531274, -74.1023723 4.6531337, -74.102441 4.6531489, -74.1025125 4.6531747, -74.1025928 4.6532142, -74.10266970000001 4.6532702, -74.1030069 4.6536708)",,,,,,,
261188643,267288430,0,90717741,True,3,Avenida Calle 26,primary,30,356.252,"LINESTRING (-74.1030069 4.6536708, -74.1030768 4.6537811, -74.10336340000001 4.654219, -74.1035114 4.654459, -74.1045395 4.6560454, -74.1046197 4.6561688, -74.104747 4.6563645)",,,,,,,
261629720,316162256,0,28756046,True,2,Transversal 21A,tertiary,30,301.074,"LINESTRING (-74.1050853 4.5845031, -74.1050132 4.5845046, -74.104122 4.5845235, -74.1037776 4.5845308, -74.1034576 4.5845375, -74.1034222 4.5845383, -74.10273100000001 4.5845527, -74.1023696 4.5845606)",,,,,,,
261629720,6552012149,0,28851622,False,2,Avenida Carrera 24,secondary,30,492.0319999999999,"LINESTRING (-74.1050853 4.5845031, -74.10528480000001 4.5844939, -74.10535280000001 4.5844908, -74.1056543 4.5844769, -74.1056707 4.5844761, -74.1060299 4.5844596, -74.1064858 4.5844452, -74.1071366 4.5844247, -74.1073171 4.584419, -74.1076322 4.5844091, -74.1079223 4.5843995, -74.1086071 4.584377, -74.1087002 4.5843739, -74.1089456 4.5843659, -74.1092136 4.584357, -74.10952159999999 4.5843469)",,,,,,,
261629721,317206837,0,89619495,True,2,Carrera 24D,residential,30,310.147,"LINESTRING (-74.106216 4.5859182, -74.106177 4.5859551, -74.1055101 4.5865875, -74.104861 4.5872029, -74.10418850000001 4.5878405)",,,,,,,
261629725,261630253,0,89619628,True,3,Avenida Calle 22 Sur,primary,30,271.61600000000004,"LINESTRING (-74.11116 4.5923962, -74.1111791 4.5924239, -74.1112711 4.5925573, -74.11163790000001 4.5931419, -74.11179180000001 4.5934025, -74.1120289 4.5938126, -74.1122381 4.594181, -74.11230279999999 4.594295, -74.11237269999999 4.5944065, -74.1124238 4.5944881)",,,,,,,
261629820,266529309,0,89481272,True,2,Avenida Calle 22 Sur,secondary,30,252.25900000000001,"LINESTRING (-74.09309279999999 4.5742297, -74.09282779999999 4.5739328, -74.09223249999999 4.5732661, -74.0915609 4.5725522)",,,,,,,
261629820,5098993497,0,"[523853424, 89481588]",True,2,"['Carrera 8', 'Avenida Carrera 8']","['tertiary', 'secondary']",30,545.9789999999999,"LINESTRING (-74.09309279999999 4.5742297, -74.0936294 4.5736553, -74.0938795 4.5733875, -74.09445669999999 4.5727859, -74.0949354 4.572291, -74.09539959999999 4.5718111, -74.0958741 4.5713175, -74.0963544 4.5708187, -74.096484 4.570669)",,,,,,,
261629822,261629820,0,89481272,True,2,Avenida Calle 22 Sur,secondary,30,225.726,"LINESTRING (-74.0945564 4.5756412, -74.0945109 4.5755969, -74.0944705 4.5755575, -74.0942203 4.5753133, -74.09309279999999 4.5742297)",,,,,,,
261629831,1224303080,0,201696950,True,3,,primary,30,14.714,"LINESTRING (-74.12182319999999 4.6025627, -74.12180840000001 4.6024312)",,,roundabout,,,,
261629888,1881926791,0,90048103,False,2,Carrera 52A,tertiary,30,18.276,"LINESTRING (-74.126229 4.606609, -74.1263446 4.6064918)",,,,,,,
261629888,2405392230,0,"[24152180, 90033068, 541415327]",True,"['3', '2']",Avenida Calle 26 Sur,primary,30,758.7420000000001,"LINESTRING (-74.126229 4.606609, -74.126812 4.6071986, -74.1271674 4.6075737, -74.12723819999999 4.6076485, -74.1275086 4.6078757, -74.12807530000001 4.6084555, -74.128321 4.6087127, -74.12857649999999 4.6089717, -74.128778 4.6091584, -74.1289329 4.6092938, -74.1290937 4.6094253, -74.12922380000001 4.6095274, -74.1294322 4.6096802, -74.1296267 4.6098015, -74.1298407 4.6099267, -74.13041560000001 4.6102552, -74.1307122 4.6104306, -74.13093069999999 4.6105655, -74.1311465 4.6107072, -74.1314735 4.6109261)",,yes,,,,,
261629923,339528679,0,90065112,False,2,Carrera 69,residential,30,127.295,"LINESTRING (-74.1342236 4.6125369, -74.1342727 4.61251, -74.1347224 4.6122639, -74.1352325 4.6119899)",,,,,,,
261629923,6483155972,0,90067402,True,3,Avenida Calle 26 Sur,primary,30,116.68299999999999,"LINESTRING (-74.1342236 4.6125369, -74.1340675 4.6123846, -74.1339339 4.6122701, -74.1337724 4.6121468, -74.13357569999999 4.6120064, -74.133416 4.6119043, -74.1333966 4.6118919)",,,,,,,
261629927,339511194,0,90065516,False,2,Carrera 68H Bis,residential,30,65.353,"LINESTRING (-74.1329599 4.6116194, -74.13298949999999 4.6115783, -74.1333041 4.6111422)",,,,,,,
261629927,5235461646,0,"[90067402, 541415325]",True,"['3', '2']",Avenida Calle 26 Sur,primary,30,231.911,"LINESTRING (-74.1329599 4.6116194, -74.1324261 4.6113062, -74.1321901 4.6111677, -74.13145369999999 4.6107329, -74.1311484 4.6105766)",,,,,,,
261629981,6042995731,0,90033019,True,1,Transversal 53,tertiary,30,475.924,"LINESTRING (-74.1283387 4.6092907, -74.1282796 4.6093794, -74.12823109999999 4.6094369, -74.1281874 4.6094745, -74.1281328 4.6095069, -74.12801899999999 4.609552, -74.12772409999999 4.6096647, -74.1274914 4.6097512, -74.1270318 4.6099402, -74.1269289 4.6099778, -74.12681619999999 4.610019, -74.1263793 4.6101761, -74.126131 4.6102659, -74.12540180000001 4.6105415, -74.12485 4.610772, -74.1244118 4.6109422)",,,,,,,
261629981,261630116,0,90048234,True,2,Avenida Carrera 68,primary,30,113.074,"LINESTRING (-74.1283387 4.6092907, -74.1283303 4.609445, -74.12833790000001 4.6095272, -74.12834719999999 4.6095863, -74.12836129999999 4.609635, -74.1283877 4.6096849, -74.12842980000001 4.609762, -74.1284806 4.6098381, -74.1285233 4.6099154, -74.1285681 4.6100073, -74.1285829 4.6100692, -74.1285889 4.6101337, -74.12857839999999 4.6102481)",,,,,,,
