u,v,key,osmid,oneway,name,highway,length,geometry,bridge,tunnel,service
4896261296,4896261295,0,498140285,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,16.556,"LINESTRING (101.5786844 3.0826888, 101.5788186 3.0827537)",,,
4896261297,4896261296,0,498140285,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,22.136,"LINESTRING (101.5784974 3.0826198, 101.5786844 3.0826888)",,,
4896261298,4896261297,0,498140285,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,27.086,"LINESTRING (101.5782576 3.0825751, 101.5784974 3.0826198)",,,
4896261299,7051029163,0,498140285,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,31.127,"LINESTRING (101.577729 3.0825183, 101.5780073 3.082552)",,,
4896261300,5359376997,0,498140285,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,68.272,"LINESTRING (101.5763549 3.0824371, 101.5769687 3.0824734)",,,
4896261301,4896261300,0,498140285,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,67.35,"LINESTRING (101.5757492 3.0824046, 101.5763549 3.0824371)",,,
4896261302,4896261301,0,498140285,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,77.835,"LINESTRING (101.5750499 3.0823559, 101.5757492 3.0824046)",,,
4896261303,4896261302,0,498140285,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,111.866,"LINESTRING (101.5740457 3.0822747, 101.5750499 3.0823559)",,,
4896261304,4896261303,0,498140284,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,59.719,"LINESTRING (101.5735091 3.0822382, 101.5740457 3.0822747)",,,
4896261305,4896261304,0,498140283,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,57.868,"LINESTRING (101.5729887 3.0822098, 101.5735091 3.0822382)",,,
4896261306,4896261305,0,498140283,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,35.221,"LINESTRING (101.5726716 3.0822016, 101.5729887 3.0822098)",,,
4896261307,4896261306,0,498140283,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,34.357,"LINESTRING (101.5723626 3.0821854, 101.5726716 3.0822016)",,,
4896261308,4896261307,0,498140283,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,37.852,"LINESTRING (101.5720252 3.0821367, 101.5723626 3.0821854)",,,
4896261309,4896261308,0,498140283,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,41.077,"LINESTRING (101.5716634 3.0820596, 101.5720252 3.0821367)",,,
4896261310,4896261309,0,498140283,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,26.614,"LINESTRING (101.5714316 3.0819987, 101.5716634 3.0820596)",,,
4896261311,4896261310,0,498140283,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,33.555,"LINESTRING (101.571147 3.0818972, 101.5714316 3.0819987)",,,
4896261312,4896261311,0,498140283,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,42.44,"LINESTRING (101.5707974 3.0817429, 101.571147 3.0818972)",,,
4896261313,4896261312,0,498140283,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,32.6,"LINESTRING (101.5705275 3.0816275, 101.5707974 3.0817429)",,,
4896261314,4896261313,0,498140283,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,36.179,"LINESTRING (101.5702276 3.0815003, 101.5705275 3.0816275)",,,
4896261315,4896261314,0,498140283,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,30.172,"LINESTRING (101.569964 3.0814344, 101.5702276 3.0815003)",,,
4896261316,4896261315,0,498140283,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,27.097,"LINESTRING (101.5697241 3.0813897, 101.569964 3.0814344)",,,
4896261317,4896261316,0,498140283,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,21.738,"LINESTRING (101.569529 3.0813735, 101.5697241 3.0813897)",,,
4896261318,4896261317,0,498140283,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,19.864,"LINESTRING (101.5693501 3.0813735, 101.569529 3.0813735)",,,
4896261319,4896261318,0,498140283,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,16.7,"LINESTRING (101.5691997 3.0813735, 101.5693501 3.0813735)",,,
4896261320,4896261319,0,498140283,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,12.399,"LINESTRING (101.5690899 3.0813532, 101.5691997 3.0813735)",,,
4896261321,4896261320,0,498140283,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,12.919,"LINESTRING (101.5689825 3.0813085, 101.5690899 3.0813532)",,,
4896261322,4896261321,0,498140283,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,11.758,"LINESTRING (101.5688989 3.0812436, 101.5689825 3.0813085)",,,
4896261323,4896261322,0,498140283,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,12.148,"LINESTRING (101.5688257 3.0811624, 101.5688989 3.0812436)",,,
4896261324,4896261323,0,498140283,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,11.121,"LINESTRING (101.5687619 3.0810853, 101.5688257 3.0811624)",,,
4896261325,4896261324,0,498140283,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,12.352,"LINESTRING (101.5687086 3.0809878, 101.5687619 3.0810853)",,,
4896261326,4896261325,0,498140283,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,12.056,"LINESTRING (101.5686609 3.0808904, 101.5687086 3.0809878)",,,
4896261327,5359377244,0,498140283,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,7.854,"LINESTRING (101.5685486 3.080766, 101.5686079 3.0808045)",,,
4896261328,4896261327,0,498140283,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,62.163,"LINESTRING (101.5680476 3.0805165, 101.5685486 3.080766)",,,
4896261329,5267950180,0,498140283,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,16.112,"LINESTRING (101.5677899 3.0802472, 101.5678685 3.080369)",,,
4896261330,4896261329,0,498140283,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,15.704,"LINESTRING (101.567706 3.0801335, 101.5677899 3.0802472)",,,
4896261331,5267950177,0,498140283,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,35.753,"LINESTRING (101.5669267 3.079659, 101.5671751 3.0798636)",,,
4896261332,5267950176,0,498140283,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,53.241,"LINESTRING (101.5662882 3.0792801, 101.5667067 3.0795138)",,,
4896261333,4896261332,0,498140283,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,67.226,"LINESTRING (101.5657742 3.0789606, 101.5662882 3.0792801)",,,
4896261334,5267950175,0,498140283,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,14.588,"LINESTRING (101.5655626 3.0788478, 101.5656801 3.0789065)",,,
4896261335,5267950174,0,498140283,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,91.387,"LINESTRING (101.5641871 3.0783524, 101.5649612 3.0786316)",,,
4896261336,5267950168,0,498140283,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,23.845,"LINESTRING (101.5624472 3.0775316, 101.5626505 3.0776007)",,,
4896261337,4896261336,0,498140283,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,46.17,"LINESTRING (101.5620518 3.0774031, 101.5624472 3.0775316)",,,
4896261350,4896261257,0,498140291,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,14.984,"LINESTRING (101.5885922 3.0853959, 101.5887271 3.0853995)",,,
4896261350,4896261351,0,498140299,True,,cycleway,22.691,"LINESTRING (101.5885922 3.0853959, 101.5887649 3.0852868)",,,
4896261352,4896261353,0,498140300,True,,cycleway,33.908,"LINESTRING (101.585608 3.0853328, 101.5858861 3.0854588)",,,
4896261353,4896261354,0,498140300,True,,cycleway,13.692,"LINESTRING (101.5858861 3.0854588, 101.5860012 3.085503)",,,
4896261354,4896261355,0,498140300,True,,cycleway,21.534,"LINESTRING (101.5860012 3.085503, 101.5861887 3.0855525)",,,
4896261355,4896261356,0,498140300,True,,cycleway,13.979,"LINESTRING (101.5861887 3.0855525, 101.5863144 3.0855595)",,,
4896261356,5359377058,0,498140300,True,,cycleway,8.244,"LINESTRING (101.5863144 3.0855595, 101.5863885 3.0855642)",,,
4896261357,4896261261,0,498140291,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,10.995,"LINESTRING (101.5864966 3.0855239, 101.5865955 3.0855189)",,,
4896261358,4896261274,0,498140287,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,25.752,"LINESTRING (101.5829918 3.0837766, 101.583189 3.0838985)",,,
4896261358,4896261359,0,498140301,True,,cycleway,7.742,"LINESTRING (101.5829918 3.0837766, 101.5830143 3.0838425)",,,
4896261359,4896261360,0,498140301,True,,cycleway,6.436,"LINESTRING (101.5830143 3.0838425, 101.5830516 3.0838868)",,,
4896261360,4081079217,0,498140301,True,,cycleway,40.962,"LINESTRING (101.5830516 3.0838868, 101.5833747 3.0840646)",,,
4896261362,4896261363,0,498140302,True,,cycleway,22.202,"LINESTRING (101.5572862 3.0757901, 101.5574243 3.0759345)",,,
4896261363,1722810063,0,160219261,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,29.637,"LINESTRING (101.5574243 3.0759345, 101.5576895 3.0759647)",,,
4897545153,5267950192,0,27277796,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,28.272,"LINESTRING (101.5586703 3.0757851, 101.558438 3.075681)",,,
4897545153,4897545151,0,498304356,True,,cycleway,76.791,"LINESTRING (101.5586703 3.0757851, 101.5579847 3.0756944)",,,
4897545155,299422017,0,27277796,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,12.129,"LINESTRING (101.5561144 3.0743879, 101.5560133 3.0743466)",,,
4897545157,4562907171,0,162530603,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,40.652,"LINESTRING (101.5514533 3.0738783, 101.5511086 3.0737551)",,,
4897545158,4562907170,0,162530603,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,20.958,"LINESTRING (101.5518675 3.0739939, 101.5516826 3.073956)",,,
4897545159,4562907192,0,460662720,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,12.718,"LINESTRING (101.5412939 3.0698819, 101.5411925 3.0698287)",,,
4897545159,4897545160,0,498304357,True,,cycleway,23.076,"LINESTRING (101.5412939 3.0698819, 101.5410866 3.0698671)",,,
4897545164,4897545166,0,460662727,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,6.597,"LINESTRING (101.5331726 3.0673497, 101.5331198 3.0673225)",,,
4897545165,4562907221,0,460662727,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,51.387,"LINESTRING (101.5330855 3.06726, 101.5330466 3.0667995)",,,
4897545166,4897545167,0,460662727,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,4.23,"LINESTRING (101.5331198 3.0673225, 101.533098 3.0672913)",,,
4897545167,4897545165,0,460662727,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,3.747,"LINESTRING (101.533098 3.0672913, 101.5330855 3.06726)",,,
4897545168,4562907222,0,460662727,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,6.115,"LINESTRING (101.5330186 3.0667705, 101.5329661 3.0667539)",,,
4897863474,4562907230,0,460662727,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,6.945,"LINESTRING (101.5317277 3.0672546, 101.5316652 3.0672521)",,,
4897863476,4562907242,0,460662727,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,124.982,"LINESTRING (101.5228873 3.0652918, 101.5219208 3.0647157)",,,
4897863476,4897863477,0,498339306,True,,cycleway,16.17,"LINESTRING (101.5228873 3.0652918, 101.522742 3.0653016)",,,
4897863478,4562907259,0,460662730,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,64.275,"LINESTRING (101.5183847 3.0643199, 101.5178143 3.0644184)",,,
4897863479,4897863480,0,498339308,False,,cycleway,4.068,"LINESTRING (101.5185057 3.0642617, 101.5185122 3.0642977)",,,
4897863479,249398997,0,498339308,False,,cycleway,5.248,"LINESTRING (101.5185057 3.0642617, 101.5184749 3.0642259)",,,
4897863480,4562907257,0,460662730,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,1.773,"LINESTRING (101.5185122 3.0642977, 101.5184965 3.0643006)",,,
4897863480,4897863479,0,498339308,False,,cycleway,4.068,"LINESTRING (101.5185122 3.0642977, 101.5185057 3.0642617)",,,
4897863481,4562927805,0,460662730,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,100.995,"LINESTRING (101.513788 3.0641495, 101.5128992 3.0639565)",,,
4897863482,4897863485,0,460662730,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,86.389,"LINESTRING (101.5095942 3.0629953, 101.5088424 3.0627953)",,,
4897863485,4897863486,0,460662730,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,17.097,"LINESTRING (101.5088424 3.0627953, 101.5086976 3.062743)",,,
4897863486,4897863487,0,460662730,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,27.237,"LINESTRING (101.5086976 3.062743, 101.5084573 3.0626938)",,,
4897863487,4897863488,0,460662730,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,28.738,"LINESTRING (101.5084573 3.0626938, 101.5081985 3.0626907)",,,
4897863488,4897863489,0,460662730,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,21.576,"LINESTRING (101.5081985 3.0626907, 101.5080044 3.0626815)",,,
4897863489,4897863490,0,460662730,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,71.806,"LINESTRING (101.5080044 3.0626815, 101.5073635 3.0625953)",,,
4897863490,4897863491,0,460662730,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,166.485,"LINESTRING (101.5073635 3.0625953, 101.5058784 3.0623892)",,,
4897863491,4897863492,0,460662730,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,103.74,"LINESTRING (101.5058784 3.0623892, 101.5049511 3.0622753)",,,
4897863492,4897863493,0,460662730,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,47.086,"LINESTRING (101.5049511 3.0622753, 101.504532 3.0622107)",,,
4897863493,4897863494,0,460662730,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,63.184,"LINESTRING (101.504532 3.0622107, 101.5039682 3.0621338)",,,
4897863494,4897863495,0,460662730,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,30.4,"LINESTRING (101.5039682 3.0621338, 101.5037001 3.0620784)",,,
4897863495,4897863496,0,460662730,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,25.959,"LINESTRING (101.5037001 3.0620784, 101.5034783 3.0620046)",,,
4897863496,4897863502,0,460662730,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,9.936,"LINESTRING (101.5034783 3.0620046, 101.5033998 3.0619617)",,,
4897863497,4897863498,0,460662730,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,67.555,"LINESTRING (101.503315 3.0619154, 101.5027851 3.0616169)",,,
4897863498,4897863499,0,460662730,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,10.709,"LINESTRING (101.5027851 3.0616169, 101.5026988 3.0615739)",,,
4897863499,4897863500,0,460662730,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,13.115,"LINESTRING (101.5026988 3.0615739, 101.5025817 3.0615585)",,,
4897863500,4897863501,0,460662730,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,12.314,"LINESTRING (101.5025817 3.0615585, 101.5024708 3.0615585)",,,
4897863501,4897863504,0,498339310,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,45.383,"LINESTRING (101.5024708 3.0615585, 101.5020734 3.0616539)",,,
4897863502,4897863497,0,460662730,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,10.731,"LINESTRING (101.5033998 3.0619617, 101.503315 3.0619154)",,,
4897863502,4897863503,0,498339309,True,,cycleway,62.062,"LINESTRING (101.5033998 3.0619617, 101.5028442 3.0619008)",,,
4897863504,4897863507,0,498339310,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,22.075,"LINESTRING (101.5020734 3.0616539, 101.5018809 3.0617035)",,,
4897863505,4897863506,0,498339310,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,25.421,"LINESTRING (101.5017991 3.0617246, 101.5015835 3.0618015)",,,
4897863506,4897863510,0,498339310,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,27.143,"LINESTRING (101.5015835 3.0618015, 101.5013801 3.0619369)",,,
4897863507,4897863505,0,498339310,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,9.381,"LINESTRING (101.5018809 3.0617035, 101.5017991 3.0617246)",,,
4897863508,4897863507,0,498339311,True,,cycleway,16.263,"LINESTRING (101.5020271 3.0617123, 101.5018809 3.0617035)",,,
4897863509,4897863508,0,498339311,True,,cycleway,15.473,"LINESTRING (101.5021596 3.0617554, 101.5020271 3.0617123)",,,
4897863510,4897863511,0,498339310,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,33.81,"LINESTRING (101.5013801 3.0619369, 101.5011336 3.0621154)",,,
4897863511,4897863512,0,498339310,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,16.846,"LINESTRING (101.5011336 3.0621154, 101.5010011 3.0621892)",,,
4897863512,4897863513,0,498339310,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,12.328,"LINESTRING (101.5010011 3.0621892, 101.5008964 3.0622261)",,,
4897863513,4897863514,0,498339310,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,19.13,"LINESTRING (101.5008964 3.0622261, 101.5007269 3.0622569)",,,
4897863514,4897863515,0,498339310,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,105.456,"LINESTRING (101.5007269 3.0622569, 101.499778 3.0622969)",,,
4897863515,4897863516,0,498339310,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,47.148,"LINESTRING (101.499778 3.0622969, 101.4993559 3.062343)",,,
4897863516,4897863517,0,498339310,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,38.276,"LINESTRING (101.4993559 3.062343, 101.4990139 3.0623861)",,,
4897863517,4897863518,0,498339310,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,85.63,"LINESTRING (101.4990139 3.0623861, 101.4982436 3.062423)",,,
4897863518,4897863519,0,498339310,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,128.8,"LINESTRING (101.4982436 3.062423, 101.4970851 3.0624815)",,,
4897863519,4897863520,0,498339310,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,106.922,"LINESTRING (101.4970851 3.0624815, 101.4961269 3.0625769)",,,
4897863520,4897863621,0,498339310,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,98.393,"LINESTRING (101.4961269 3.0625769, 101.4952427 3.0626353)",,,
4897863621,4897863622,0,498339310,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,139.96,"LINESTRING (101.4952427 3.0626353, 101.4939856 3.0627276)",,,
4897863622,4897863643,0,498339310,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,6.079,"LINESTRING (101.4939856 3.0627276, 101.4939309 3.0627299)",,,
4897863623,4897863624,0,498339310,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,37.637,"LINESTRING (101.4931075 3.0627645, 101.4927686 3.0627707)",,,
4897863624,4897863625,0,498339310,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,14.385,"LINESTRING (101.4927686 3.0627707, 101.4926392 3.0627645)",,,
4897863625,4897863626,0,498339310,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,18.927,"LINESTRING (101.4926392 3.0627645, 101.4924728 3.0627276)",,,
4897863626,4897863627,0,498339310,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,24.022,"LINESTRING (101.4924728 3.0627276, 101.4922602 3.0626876)",,,
4897863627,4897863628,0,498339310,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,25.319,"LINESTRING (101.4922602 3.0626876, 101.4920322 3.0626845)",,,
4897863628,4897863629,0,498339310,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,28.15,"LINESTRING (101.4920322 3.0626845, 101.4917796 3.0627061)",,,
4897863629,5431217061,0,498339315,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,48.735,"LINESTRING (101.4917796 3.0627061, 101.4913481 3.0627863)",yes,,
4897863631,4897863632,0,498339315,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,19.272,"LINESTRING (101.4903888 3.0629951, 101.4902175 3.063023)",yes,,
4897863632,4897863633,0,498339314,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,39.013,"LINESTRING (101.4902175 3.063023, 101.4898662 3.0630291)",,,
4897863633,4897863634,0,498339314,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,53.13,"LINESTRING (101.4898662 3.0630291, 101.4893887 3.0629984)",,,
4897863634,4897863635,0,498339314,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,21.726,"LINESTRING (101.4893887 3.0629984, 101.4891946 3.0629737)",,,
4897863635,4897863636,0,498339314,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,32.699,"LINESTRING (101.4891946 3.0629737, 101.488908 3.0629061)",,,
4897863636,4897863637,0,498339314,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,76.413,"LINESTRING (101.488908 3.0629061, 101.4882487 3.0627091)",,,
4897863637,4897863638,0,498339314,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,44.979,"LINESTRING (101.4882487 3.0627091, 101.4878543 3.0626168)",,,
4897863638,4897863639,0,498339314,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,50.114,"LINESTRING (101.4878543 3.0626168, 101.4874168 3.0625061)",,,
4897863639,4897863640,0,498339314,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,28.789,"LINESTRING (101.4874168 3.0625061, 101.4871734 3.0624169)",,,
4897863640,4897863641,0,498339312,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,30.476,"LINESTRING (101.4871734 3.0624169, 101.4869046 3.0624723)",,,alley
4897863640,5267845045,0,498339317,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,3.965,"LINESTRING (101.4871734 3.0624169, 101.487143 3.0623982)",,,
4897863643,4897863623,0,498339310,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,91.508,"LINESTRING (101.4939309 3.0627299, 101.4931075 3.0627645)",,,
4897863643,4897863644,0,498339316,True,,cycleway,18.165,"LINESTRING (101.4939309 3.0627299, 101.493784 3.0628018)",,,
4897863651,4897863652,0,498339319,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,25.729,"LINESTRING (101.4817742 3.0610873, 101.4819896 3.0611726)",,,
4897863652,4897863653,0,498339319,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,66.436,"LINESTRING (101.4819896 3.0611726, 101.4825181 3.0614527)",,,
4897863653,4897863654,0,498339319,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,39.945,"LINESTRING (101.4825181 3.0614527, 101.4828149 3.0616557)",,,
4897863654,4897863655,0,498339319,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,28.682,"LINESTRING (101.4828149 3.0616557, 101.4830426 3.0617775)",,,
4897863655,4897863656,0,498339319,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,23.427,"LINESTRING (101.4830426 3.0617775, 101.4832337 3.0618668)",,,
4897863656,4897863657,0,498339319,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,72.009,"LINESTRING (101.4832337 3.0618668, 101.4838394 3.0620982)",,,
4897863657,4897863658,0,498339319,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,13.02,"LINESTRING (101.4838394 3.0620982, 101.483937 3.0621631)",,,
4897863658,4897863659,0,498339319,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,19.533,"LINESTRING (101.483937 3.0621631, 101.4840711 3.0622768)",,,
4897863659,4897863660,0,498339319,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,48.939,"LINESTRING (101.4840711 3.0622768, 101.4843395 3.0626259)",,,
4897863660,4897863661,0,498339319,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,18.963,"LINESTRING (101.4843395 3.0626259, 101.4844736 3.0627315)",,,
4897863661,4897863662,0,498339319,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,13.943,"LINESTRING (101.4844736 3.0627315, 101.4845875 3.0627843)",,,
4897863662,4897863663,0,498339319,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,12.044,"LINESTRING (101.4845875 3.0627843, 101.4846932 3.0628086)",,,
4897863663,4897863664,0,498339319,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,12.189,"LINESTRING (101.4846932 3.0628086, 101.4848029 3.0628127)",,,
4897863664,4897863665,0,498339319,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,23.311,"LINESTRING (101.4848029 3.0628127, 101.4850103 3.0627802)",,,
4897863665,4897863666,0,498339319,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,60.124,"LINESTRING (101.4850103 3.0627802, 101.4855388 3.0626625)",,,
4897863666,4897863667,0,498339319,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,34.551,"LINESTRING (101.4855388 3.0626625, 101.4858478 3.0626259)",,,
4897863667,4897863668,0,498339319,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,32.529,"LINESTRING (101.4858478 3.0626259, 101.4861405 3.0626381)",,,
4897863668,7027502935,0,498339319,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,44.628,"LINESTRING (101.4861405 3.0626381, 101.4865386 3.0626933)",,,
4897863669,5267845048,0,498339319,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,38.974,"LINESTRING (101.4868966 3.0627477, 101.4872328 3.0628484)",,,
4897863670,4897863673,0,498339319,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,174.703,"LINESTRING (101.4873438 3.0628817, 101.4888338 3.0633864)",,,
4897863673,4897863793,0,498339319,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,27.346,"LINESTRING (101.4888338 3.0633864, 101.4890663 3.0634675)",,,
4897863674,4897863675,0,498339319,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,44.834,"LINESTRING (101.4896368 3.0636936, 101.4900027 3.0638641)",,,
4897863675,4897863676,0,498339319,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,45.017,"LINESTRING (101.4900027 3.0638641, 101.4903645 3.0640468)",,,
4897863676,4897863677,0,498339319,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,17.965,"LINESTRING (101.4903645 3.0640468, 101.4905108 3.0641158)",,,
4897863677,4897863678,0,498339319,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,19.495,"LINESTRING (101.4905108 3.0641158, 101.4906816 3.0641564)",,,
4897863678,4897863679,0,498339319,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,11.952,"LINESTRING (101.4906816 3.0641564, 101.4907873 3.0641767)",,,
4897863679,4897863680,0,498339334,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,13.546,"LINESTRING (101.4907873 3.0641767, 101.4909093 3.0641767)",yes,,
4897863680,4897863681,0,498339334,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,89.134,"LINESTRING (101.4909093 3.0641767, 101.4917061 3.0640793)",yes,,
4897863681,4897863682,0,498339335,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,22.226,"LINESTRING (101.4917061 3.0640793, 101.4919012 3.0640346)",,,
4897863682,4897863683,0,498339335,True,Lorong Motosikal Lebuhraya Persekutuan,cycleway,28.586,"LINESTRING (101.4919012 3.0640346, 101.4921492 3.0639656)",,,
