u,v,key,osmid,oneway,name,highway,maxspeed,length,geometry,lanes,service,bridge,access,ref,tunnel
6652480857,6652480859,0,707983777,False,,service,30,34.873,"LINESTRING (69.3569461 41.2974292, 69.3569505 41.2977428)",2,,,,,
6652480857,6652480858,0,707983783,False,,service,20,91.796,"LINESTRING (69.3569461 41.2974292, 69.35584729999999 41.2974351)",2,,,,,
6652480858,6652480852,0,707983780,False,,service,20,50.005,"LINESTRING (69.35584729999999 41.2974351, 69.3558455 41.2969854)",2,,,,,
6652480858,6652480854,0,707983780,False,,service,20,24.754,"LINESTRING (69.35584729999999 41.2974351, 69.3558513 41.2976577)",2,,,,,
6652480858,6652480857,0,707983783,False,,service,20,91.796,"LINESTRING (69.35584729999999 41.2974351, 69.3569461 41.2974292)",2,,,,,
6652480859,6652480857,0,707983777,False,,service,30,34.873,"LINESTRING (69.3569505 41.2977428, 69.3569461 41.2974292)",2,,,,,
6652480859,6652480850,0,707983777,False,,service,30,52.632,"LINESTRING (69.3569505 41.2977428, 69.3569572 41.2982161)",2,,,,,
6652480859,6652480860,0,707983784,False,,service,20,91.726,"LINESTRING (69.3569505 41.2977428, 69.35585260000001 41.2977324)",2,,,,,
6652480860,6652480854,0,707983780,False,,service,20,8.307,"LINESTRING (69.35585260000001 41.2977324, 69.3558513 41.2976577)",2,,,,,
6652480860,6652480851,0,707983780,False,,service,20,51.655,"LINESTRING (69.35585260000001 41.2977324, 69.355861 41.2981969)",2,,,,,
6652480860,6652480859,0,707983784,False,,service,20,91.726,"LINESTRING (69.35585260000001 41.2977324, 69.3569505 41.2977428)",2,,,,,
6652482302,6652467139,0,707977083,True,,service,20,27.595,"LINESTRING (69.2206554 41.2188976, 69.22050609999999 41.2191189)",2,,,,,
6652482302,6652482303,0,707977139,True,,service,20,92.365,"LINESTRING (69.2206554 41.2188976, 69.2196872 41.2184981)",2,,,,,
6652482303,6652482304,0,707977139,True,,service,20,15.919,"LINESTRING (69.2196872 41.2184981, 69.2195208 41.2185676)",2,,,,,
6652482304,6652467153,0,707977139,True,,service,20,88.171,"LINESTRING (69.2195208 41.2185676, 69.2185858 41.2182014)",2,,,,,
6652482305,6652467153,0,707977086,True,,service,20,40.076,"LINESTRING (69.2187732 41.2178697, 69.2185858 41.2182014)",2,,,,,
6652489623,6652489627,0,707983012,False,,residential,20,70.682,"LINESTRING (69.3768905 41.2525544, 69.3775241 41.2529753)",3,,,,,
6652489627,6652489623,0,707983012,False,,residential,20,70.682,"LINESTRING (69.3775241 41.2529753, 69.3768905 41.2525544)",3,,,,,
6652489627,4988074703,0,707983012,False,,residential,20,68.215,"LINESTRING (69.3775241 41.2529753, 69.37813559999999 41.2533815)",3,,,,,
6652489627,6652489628,0,707983014,False,,residential,20,37.482,"LINESTRING (69.3775241 41.2529753, 69.3777687 41.2526928)",2,,,,,
6652489628,6652489627,0,707983014,False,,residential,20,37.482,"LINESTRING (69.3777687 41.2526928, 69.3775241 41.2529753)",2,,,,,
6652489629,6652489630,0,707983015,False,,residential,20,40.826,"LINESTRING (69.378727 41.2529692, 69.3786611 41.2526054)",2,,,,,
6652489630,6652489631,0,707983015,False,,residential,20,36.428,"LINESTRING (69.3786611 41.2526054, 69.3783529 41.2523738)",2,,,,,
6652489630,6652489629,0,707983015,False,,residential,20,40.826,"LINESTRING (69.3786611 41.2526054, 69.378727 41.2529692)",2,,,,,
6652489630,6652489633,0,707983015,False,,residential,20,56.554,"LINESTRING (69.3786611 41.2526054, 69.3791109 41.2522255)",2,,,,,
6652489631,6652489632,0,707983015,False,,residential,20,52.377,"LINESTRING (69.3783529 41.2523738, 69.3787473 41.2520078)",2,,,,,
6652489631,6652489630,0,707983015,False,,residential,20,36.428,"LINESTRING (69.3783529 41.2523738, 69.3786611 41.2526054)",2,,,,,
6652489632,6652489633,0,707983015,False,,residential,20,38.858,"LINESTRING (69.3787473 41.2520078, 69.3791109 41.2522255)",2,,,,,
6652489632,6652489631,0,707983015,False,,residential,20,52.377,"LINESTRING (69.3787473 41.2520078, 69.3783529 41.2523738)",2,,,,,
6652489633,6652489630,0,707983015,False,,residential,20,56.554,"LINESTRING (69.3791109 41.2522255, 69.3786611 41.2526054)",2,,,,,
6652489633,6652489632,0,707983015,False,,residential,20,38.858,"LINESTRING (69.3791109 41.2522255, 69.3787473 41.2520078)",2,,,,,
6652489633,6652489634,0,707983016,False,,residential,20,11.857,"LINESTRING (69.3791109 41.2522255, 69.37919100000001 41.2521375)",2,,,,,
6652489634,6652489635,0,707983016,False,,residential,20,36.825,"LINESTRING (69.37919100000001 41.2521375, 69.37955409999999 41.252325)",2,,,,,
6652489634,6652489633,0,707983016,False,,residential,20,11.857,"LINESTRING (69.37919100000001 41.2521375, 69.3791109 41.2522255)",2,,,,,
6652489635,6652489634,0,707983016,False,,residential,20,36.825,"LINESTRING (69.37955409999999 41.252325, 69.37919100000001 41.2521375)",2,,,,,
6652521318,6652521331,0,707981645,False,,residential,30,61.265,"LINESTRING (69.37210229999999 41.2497134, 69.3726273 41.2500978)",2,,,,,
6652521319,6652521330,0,707981645,False,,residential,30,177.066,"LINESTRING (69.37507100000001 41.2518801, 69.373549 41.2507727)",2,,,,,
6652521321,6652521337,0,707981641,False,,residential,20,26.328,"LINESTRING (69.3727658 41.2522649, 69.3725407 41.2520993)",2,,,,,
6652521321,6652521348,0,707981641,False,,residential,20,14.73,"LINESTRING (69.3727658 41.2522649, 69.37263799999999 41.2523561)",2,,,,,
6652521322,6652521323,0,707981641,False,,residential,20,31.176,"LINESTRING (69.37175190000001 41.2515188, 69.3715105 41.2517325)",2,,,,,
6652521322,6652521337,0,707981641,False,,residential,20,92.277,"LINESTRING (69.37175190000001 41.2515188, 69.3725407 41.2520993)",2,,,,,
6652521322,6652521328,0,707981643,False,,residential,20,7.945,"LINESTRING (69.37175190000001 41.2515188, 69.3718059 41.25146)",2,,,,,
6652521323,6652521324,0,707981641,False,,residential,20,62.82,"LINESTRING (69.3715105 41.2517325, 69.3720577 41.2521197)",2,,,,,
6652521323,6652521322,0,707981641,False,,residential,20,31.176,"LINESTRING (69.3715105 41.2517325, 69.37175190000001 41.2515188)",2,,,,,
6652521323,7418665365,0,707981642,False,,residential,20,35.92,"LINESTRING (69.3715105 41.2517325, 69.3711831 41.2519417)",2,,,,,
6652521324,6652521346,0,707981641,False,,residential,20,47.399,"LINESTRING (69.3720577 41.2521197, 69.3724622 41.2524184)",2,,,,,
6652521324,6652521323,0,707981641,False,,residential,20,62.82,"LINESTRING (69.3720577 41.2521197, 69.3715105 41.2517325)",2,,,,,
6652521326,6652521332,0,707981643,False,,residential,20,48.425,"LINESTRING (69.3721328 41.2511034, 69.3716897 41.2508229)",2,,,,,
6652521326,6652521340,0,707981643,False,,residential,20,19.65,"LINESTRING (69.3721328 41.2511034, 69.37199940000001 41.2512489)",2,,,,,
6652521326,6652521342,0,707981650,False,,residential,20,13.434,"LINESTRING (69.3721328 41.2511034, 69.3722719 41.2510429)",2,,,,,
6652521327,6652521332,0,707981643,False,,residential,20,59.749,"LINESTRING (69.371143 41.2504768, 69.3716897 41.2508229)",2,,,,,
6652521328,6652521340,0,707981643,False,,residential,20,28.507,"LINESTRING (69.3718059 41.25146, 69.37199940000001 41.2512489)",2,,,,,
6652521328,6652521322,0,707981643,False,,residential,20,7.945,"LINESTRING (69.3718059 41.25146, 69.37175190000001 41.2515188)",2,,,,,
6652521328,6652521329,0,707981644,False,,residential,20,22.996,"LINESTRING (69.3718059 41.25146, 69.3716178 41.2513091)",2,,,,,
6652521329,6652521328,0,707981644,False,,residential,20,22.996,"LINESTRING (69.3716178 41.2513091, 69.3718059 41.25146)",2,,,,,
6652521330,6652521331,0,707981645,False,,residential,30,107.56,"LINESTRING (69.373549 41.2507727, 69.3726273 41.2500978)",2,,,,,
6652521330,6652521319,0,707981645,False,,residential,30,177.066,"LINESTRING (69.373549 41.2507727, 69.37507100000001 41.2518801)",2,,,,,
6652521331,6652521318,0,707981645,False,,residential,30,61.265,"LINESTRING (69.3726273 41.2500978, 69.37210229999999 41.2497134)",2,,,,,
6652521331,6652521330,0,707981645,False,,residential,30,107.56,"LINESTRING (69.3726273 41.2500978, 69.373549 41.2507727)",2,,,,,
6652521331,6652521336,0,707981646,False,,residential,20,23.353,"LINESTRING (69.3726273 41.2500978, 69.3724326 41.2502484)",1,,,,,
6652521332,6652521327,0,707981643,False,,residential,20,59.749,"LINESTRING (69.3716897 41.2508229, 69.371143 41.2504768)",2,,,,,
6652521332,6652521326,0,707981643,False,,residential,20,48.425,"LINESTRING (69.3716897 41.2508229, 69.3721328 41.2511034)",2,,,,,
6652521332,6652521336,0,707981646,False,,residential,20,89.096,"LINESTRING (69.3716897 41.2508229, 69.3724326 41.2502484)",1,,,,,
6652521333,6652521338,0,707981647,False,,residential,30,41.297,"LINESTRING (69.37391340000001 41.2514422, 69.37353229999999 41.2512059)",2,,,,,
6652521333,1163022453,0,707981647,False,,residential,30,106.031,"LINESTRING (69.37391340000001 41.2514422, 69.3748451 41.2520892)",2,,,,,
6652521334,6652521335,0,707981647,False,,residential,30,21.532,"LINESTRING (69.3733019 41.2510631, 69.37330729999999 41.2508695)",2,,,,,
6652521334,6652521338,0,707981647,False,,residential,30,24.963,"LINESTRING (69.3733019 41.2510631, 69.37353229999999 41.2512059)",2,,,,,
6652521335,6652521336,0,707981647,False,,residential,30,100.583,"LINESTRING (69.37330729999999 41.2508695, 69.3724326 41.2502484)",2,,,,,
6652521335,6652521334,0,707981647,False,,residential,30,21.532,"LINESTRING (69.37330729999999 41.2508695, 69.3733019 41.2510631)",2,,,,,
6652521336,6652521332,0,707981646,False,,residential,20,89.096,"LINESTRING (69.3724326 41.2502484, 69.3716897 41.2508229)",1,,,,,
6652521336,6652521331,0,707981646,False,,residential,20,23.353,"LINESTRING (69.3724326 41.2502484, 69.3726273 41.2500978)",1,,,,,
6652521336,6652521335,0,707981647,False,,residential,30,100.583,"LINESTRING (69.3724326 41.2502484, 69.37330729999999 41.2508695)",2,,,,,
6652521337,6652521322,0,707981641,False,,residential,20,92.277,"LINESTRING (69.3725407 41.2520993, 69.37175190000001 41.2515188)",2,,,,,
6652521337,6652521321,0,707981641,False,,residential,20,26.328,"LINESTRING (69.3725407 41.2520993, 69.3727658 41.2522649)",2,,,,,
6652521337,6652521339,0,707981648,False,,residential,20,40.599,"LINESTRING (69.3725407 41.2520993, 69.3728519 41.251819)",2,,,,,
6652521338,6652521334,0,707981647,False,,residential,30,24.963,"LINESTRING (69.37353229999999 41.2512059, 69.3733019 41.2510631)",2,,,,,
6652521338,6652521333,0,707981647,False,,residential,30,41.297,"LINESTRING (69.37353229999999 41.2512059, 69.37391340000001 41.2514422)",2,,,,,
6652521338,6652521341,0,707981648,False,,residential,20,54.391,"LINESTRING (69.37353229999999 41.2512059, 69.3731155 41.2515815)",2,,,,,
6652521339,6652521341,0,707981648,False,,residential,20,34.395,"LINESTRING (69.3728519 41.251819, 69.3731155 41.2515815)",2,,,,,
6652521339,6652521337,0,707981648,False,,residential,20,40.599,"LINESTRING (69.3728519 41.251819, 69.3725407 41.2520993)",2,,,,,
6652521339,6652521340,0,707981649,False,,residential,20,95.382,"LINESTRING (69.3728519 41.251819, 69.37199940000001 41.2512489)",2,,,,,
6652521340,6652521326,0,707981643,False,,residential,20,19.65,"LINESTRING (69.37199940000001 41.2512489, 69.3721328 41.2511034)",2,,,,,
6652521340,6652521328,0,707981643,False,,residential,20,28.507,"LINESTRING (69.37199940000001 41.2512489, 69.3718059 41.25146)",2,,,,,
6652521340,6652521339,0,707981649,False,,residential,20,95.382,"LINESTRING (69.37199940000001 41.2512489, 69.3728519 41.251819)",2,,,,,
6652521341,6652521338,0,707981648,False,,residential,20,54.391,"LINESTRING (69.3731155 41.2515815, 69.37353229999999 41.2512059)",2,,,,,
6652521341,6652521339,0,707981648,False,,residential,20,34.395,"LINESTRING (69.3731155 41.2515815, 69.3728519 41.251819)",2,,,,,
6652521341,6652521342,0,707981650,False,,residential,20,92.523,"LINESTRING (69.3731155 41.2515815, 69.3722719 41.2510429)",2,,,,,
6652521342,6652521326,0,707981650,False,,residential,20,13.434,"LINESTRING (69.3722719 41.2510429, 69.3721328 41.2511034)",2,,,,,
6652521342,6652521341,0,707981650,False,,residential,20,92.523,"LINESTRING (69.3722719 41.2510429, 69.3731155 41.2515815)",2,,,,,
6652521345,7397589619,0,707981652,False,,residential,20,122.087,"LINESTRING (69.373559 41.2532326, 69.37251310000001 41.2524663)",2,,,,,
6652521346,7397589619,0,707981641,False,,residential,20,6.817,"LINESTRING (69.3724622 41.2524184, 69.37251310000001 41.2524663)",2,,,,,
6652521346,6652521324,0,707981641,False,,residential,20,47.399,"LINESTRING (69.3724622 41.2524184, 69.3720577 41.2521197)",2,,,,,
6652521347,6652521348,0,707981653,False,,residential,20,124.418,"LINESTRING (69.3736966 41.2531426, 69.37263799999999 41.2523561)",2,,,,,
6652521348,6652521321,0,707981641,False,,residential,20,14.73,"LINESTRING (69.37263799999999 41.2523561, 69.3727658 41.2522649)",2,,,,,
6652521348,7397589620,0,707981641,False,,residential,20,6.959,"LINESTRING (69.37263799999999 41.2523561, 69.37258490000001 41.2524043)",2,,,,,
6652521348,6652521347,0,707981653,False,,residential,20,124.418,"LINESTRING (69.37263799999999 41.2523561, 69.3736966 41.2531426)",2,,,,,
6652537657,6652537661,0,707985844,False,,residential,20,37.15,"LINESTRING (69.3635149 41.3571837, 69.36307360000001 41.3572273)",2,,,,,
6652537658,6652537660,0,707985844,False,,residential,20,106.857,"LINESTRING (69.362145 41.3573189, 69.3631321 41.3579309)",2,,,,,
6652537658,6652537661,0,707985844,False,,residential,20,78.171,"LINESTRING (69.362145 41.3573189, 69.36307360000001 41.3572273)",2,,,,,
6652537660,6652537661,0,707985844,False,,residential,20,78.389,"LINESTRING (69.3631321 41.3579309, 69.36307360000001 41.3572273)",2,,,,,
6652537660,6652537658,0,707985844,False,,residential,20,106.857,"LINESTRING (69.3631321 41.3579309, 69.362145 41.3573189)",2,,,,,
6652537661,6652537658,0,707985844,False,,residential,20,78.171,"LINESTRING (69.36307360000001 41.3572273, 69.362145 41.3573189)",2,,,,,
6652537661,6652537657,0,707985844,False,,residential,20,37.15,"LINESTRING (69.36307360000001 41.3572273, 69.3635149 41.3571837)",2,,,,,
6652537661,6652537660,0,707985844,False,,residential,20,78.389,"LINESTRING (69.36307360000001 41.3572273, 69.3631321 41.3579309)",2,,,,,
6652537662,6652537663,0,707985845,False,,residential,20,54.382,"LINESTRING (69.3626063 41.3581242, 69.36241320000001 41.3585913)",2,,,,,
6652537662,6652537667,0,707985845,False,,residential,20,22.115,"LINESTRING (69.3626063 41.3581242, 69.3627029 41.357939)",2,,,,,
6652537663,6652537664,0,707985845,False,,residential,20,97.711,"LINESTRING (69.36241320000001 41.3585913, 69.36358269999999 41.3586316)",2,,,,,
6652537663,6652537662,0,707985845,False,,residential,20,54.382,"LINESTRING (69.36241320000001 41.3585913, 69.3626063 41.3581242)",2,,,,,
6652537663,6652537678,0,707985847,False,,residential,20,100.244,"LINESTRING (69.36241320000001 41.3585913, 69.36163879999999 41.3579022)",2,,,,,
6652537663,6652537675,0,707985848,False,,residential,20,72.629,"LINESTRING (69.36241320000001 41.3585913, 69.36235689999999 41.3592431)",2,,,,,
6652537664,6652537663,0,707985845,False,,residential,20,97.711,"LINESTRING (69.36358269999999 41.3586316, 69.36241320000001 41.3585913)",2,,,,,
6652537665,6652537666,0,707985846,False,,residential,20,102.188,"LINESTRING (69.36253240000001 41.3582372, 69.36171589999999 41.3575524)",2,,,,,
6652537666,6652537665,0,707985846,False,,residential,20,102.188,"LINESTRING (69.36171589999999 41.3575524, 69.36253240000001 41.3582372)",2,,,,,
6652537667,6652537662,0,707985845,False,,residential,20,22.115,"LINESTRING (69.3627029 41.357939, 69.3626063 41.3581242)",2,,,,,
6652537670,6652537671,0,707985847,False,,residential,20,71.694,"LINESTRING (69.36123670000001 41.3575444, 69.3616336 41.3569726)",2,,,,,
6652537670,6652537678,0,707985847,False,,residential,20,52.05,"LINESTRING (69.36123670000001 41.3575444, 69.36163879999999 41.3579022)",2,,,,,
6652537670,6652568992,0,707985856,False,,residential,20,99.625,"LINESTRING (69.36123670000001 41.3575444, 69.3604634 41.3568619)",2,,,,,
6652537671,6652537672,0,707985847,False,,residential,20,150.27,"LINESTRING (69.3616336 41.3569726, 69.36341659999999 41.3567851)",2,,,,,
6652537671,6652537670,0,707985847,False,,residential,20,71.694,"LINESTRING (69.3616336 41.3569726, 69.36123670000001 41.3575444)",2,,,,,
6652537671,6652568997,0,707985858,False,,residential,20,20.505,"LINESTRING (69.3616336 41.3569726, 69.361418 41.3568842)",2,,,,,
6652537672,6652537671,0,707985847,False,,residential,20,150.27,"LINESTRING (69.36341659999999 41.3567851, 69.3616336 41.3569726)",2,,,,,
6652537673,6652537674,0,707985848,False,,residential,20,46.737,"LINESTRING (69.3610314 41.3589263, 69.36144760000001 41.3586451)",2,,,,,
6652537674,6652537675,0,707985848,False,,residential,20,100.901,"LINESTRING (69.36144760000001 41.3586451, 69.36235689999999 41.3592431)",2,,,,,
6652537674,6652537673,0,707985848,False,,residential,20,46.737,"LINESTRING (69.36144760000001 41.3586451, 69.3610314 41.3589263)",2,,,,,
6652537675,6652537663,0,707985848,False,,residential,20,72.629,"LINESTRING (69.36235689999999 41.3592431, 69.36241320000001 41.3585913)",2,,,,,
6652537675,6652537674,0,707985848,False,,residential,20,100.901,"LINESTRING (69.36235689999999 41.3592431, 69.36144760000001 41.3586451)",2,,,,,
6652537675,6652537682,0,707985851,False,,residential,20,23.004,"LINESTRING (69.36235689999999 41.3592431, 69.3625285 41.359405)",2,,,,,
6652537677,6652537678,0,707985849,False,,residential,20,57.261,"LINESTRING (69.3610999 41.3582209, 69.36163879999999 41.3579022)",2,,,,,
6652537677,6652537679,0,707985850,False,,residential,20,52.804,"LINESTRING (69.3610999 41.3582209, 69.3606333 41.3585416)",2,,,,,
6652537678,6652537670,0,707985847,False,,residential,20,52.05,"LINESTRING (69.36163879999999 41.3579022, 69.36123670000001 41.3575444)",2,,,,,
6652537678,6652537663,0,707985847,False,,residential,20,100.244,"LINESTRING (69.36163879999999 41.3579022, 69.36241320000001 41.3585913)",2,,,,,
6652537678,6652537677,0,707985849,False,,residential,20,57.261,"LINESTRING (69.36163879999999 41.3579022, 69.3610999 41.3582209)",2,,,,,
6652537679,6652537677,0,707985850,False,,residential,20,52.804,"LINESTRING (69.3606333 41.3585416, 69.3610999 41.3582209)",2,,,,,
6652537680,6652537681,0,707985851,False,,residential,20,35.225,"LINESTRING (69.3621259 41.3599841, 69.3625017 41.3598399)",2,,,,,
6652537681,6652537682,0,707985851,False,,residential,20,48.41,"LINESTRING (69.3625017 41.3598399, 69.3625285 41.359405)",2,,,,,
6652537681,6652537680,0,707985851,False,,residential,20,35.225,"LINESTRING (69.3625017 41.3598399, 69.3621259 41.3599841)",2,,,,,
6652537681,6652568986,0,707985852,False,,residential,20,100.812,"LINESTRING (69.3625017 41.3598399, 69.3636805 41.3596421)",2,,,,,
6652537682,6652537675,0,707985851,False,,residential,20,23.004,"LINESTRING (69.3625285 41.359405, 69.36235689999999 41.3592431)",2,,,,,
6652537682,6652537681,0,707985851,False,,residential,20,48.41,"LINESTRING (69.3625285 41.359405, 69.3625017 41.3598399)",2,,,,,
6652537683,6652537684,0,707985852,False,,residential,20,67.354,"LINESTRING (69.3645611 41.3594943, 69.3653461 41.3593538)",2,,,,,
6652537683,6652568986,0,707985852,False,,residential,20,75.31,"LINESTRING (69.3645611 41.3594943, 69.3636805 41.3596421)",2,,,,,
6652537684,6652537683,0,707985852,False,,residential,20,67.354,"LINESTRING (69.3653461 41.3593538, 69.3645611 41.3594943)",2,,,,,
6652568985,6652568988,0,707985853,False,,residential,20,135.335,"LINESTRING (69.3648165 41.3610743, 69.36398699999999 41.3600285)",2,,,,,
6652568986,6652537683,0,707985852,False,,residential,20,75.31,"LINESTRING (69.3636805 41.3596421, 69.3645611 41.3594943)",2,,,,,
6652568986,6652537681,0,707985852,False,,residential,20,100.812,"LINESTRING (69.3636805 41.3596421, 69.3625017 41.3598399)",2,,,,,
6652568986,6652568988,0,707985853,False,,residential,20,50.004,"LINESTRING (69.3636805 41.3596421, 69.36398699999999 41.3600285)",2,,,,,
6652568987,6652568990,0,707985854,True,,residential,20,62.076,"LINESTRING (69.3628787 41.3607116, 69.36345350000001 41.3603573)",2,,,,,
6652568988,6652568986,0,707985853,False,,residential,20,50.004,"LINESTRING (69.36398699999999 41.3600285, 69.3636805 41.3596421)",2,,,,,
6652568988,6652568985,0,707985853,False,,residential,20,135.335,"LINESTRING (69.36398699999999 41.3600285, 69.3648165 41.3610743)",2,,,,,
6652568989,6652568990,0,707985855,False,,residential,20,131.966,"LINESTRING (69.3643964 41.36131, 69.36345350000001 41.3603573)",2,,,,,
6652568990,6652568988,0,707985854,True,,residential,20,57.613,"LINESTRING (69.36345350000001 41.3603573, 69.36398699999999 41.3600285)",2,,,,,
6652568990,6652568989,0,707985855,False,,residential,20,131.966,"LINESTRING (69.36345350000001 41.3603573, 69.3643964 41.36131)",2,,,,,
6652568991,6652568992,0,707985856,False,,residential,20,125.533,"LINESTRING (69.3589618 41.3569261, 69.3604634 41.3568619)",2,,,,,
6652568992,6652537670,0,707985856,False,,residential,20,99.625,"LINESTRING (69.3604634 41.3568619, 69.36123670000001 41.3575444)",2,,,,,
6652568992,6652568991,0,707985856,False,,residential,20,125.533,"LINESTRING (69.3604634 41.3568619, 69.3589618 41.3569261)",2,,,,,
6652568992,6652568993,0,707985857,False,,residential,20,105.405,"LINESTRING (69.3604634 41.3568619, 69.35963700000001 41.3575787)",2,,,,,
6652568992,6652568994,0,707985858,False,,residential,20,36.429,"LINESTRING (69.3604634 41.3568619, 69.3607286 41.3566017)",2,,,,,
6652568993,6652568992,0,707985857,False,,residential,20,105.405,"LINESTRING (69.35963700000001 41.3575787, 69.3604634 41.3568619)",2,,,,,
6652568994,6652568999,0,707985858,False,,residential,20,21.794,"LINESTRING (69.3607286 41.3566017, 69.36095779999999 41.3566956)",2,,,,,
6652568994,6652568992,0,707985858,False,,residential,20,36.429,"LINESTRING (69.3607286 41.3566017, 69.3604634 41.3568619)",2,,,,,
6652568995,6652568996,0,707985860,False,,residential,20,51.012,"LINESTRING (69.3614927 41.355524, 69.3614362 41.3550672)",2,,,,,
6652568995,6652569000,0,707985860,False,,residential,20,40.943,"LINESTRING (69.3614927 41.355524, 69.36122779999999 41.3558339)",2,,,,,
6652568996,6652568995,0,707985860,False,,residential,20,51.012,"LINESTRING (69.3614362 41.3550672, 69.3614927 41.355524)",2,,,,,
6652568997,6652537671,0,707985858,False,,residential,20,20.505,"LINESTRING (69.361418 41.3568842, 69.3616336 41.3569726)",2,,,,,
6652568997,6652568999,0,707985858,False,,residential,20,43.762,"LINESTRING (69.361418 41.3568842, 69.36095779999999 41.3566956)",2,,,,,
6652568997,6652568998,0,707985859,True,,residential,20,102.037,"LINESTRING (69.361418 41.3568842, 69.3616406 41.3559819)",2,,,,,
6652568998,6652569004,0,707985859,True,,residential,20,31.602,"LINESTRING (69.3616406 41.3559819, 69.3615514 41.3557057)",2,,,,,
6652568999,6652568997,0,707985858,False,,residential,20,43.762,"LINESTRING (69.36095779999999 41.3566956, 69.361418 41.3568842)",2,,,,,
6652568999,6652568994,0,707985858,False,,residential,20,21.794,"LINESTRING (69.36095779999999 41.3566956, 69.3607286 41.3566017)",2,,,,,
6652568999,6652569000,0,707985860,False,,residential,20,98.431,"LINESTRING (69.36095779999999 41.3566956, 69.36122779999999 41.3558339)",2,,,,,
6652569000,6652568995,0,707985860,False,,residential,20,40.943,"LINESTRING (69.36122779999999 41.3558339, 69.3614927 41.355524)",2,,,,,
6652569000,6652568999,0,707985860,False,,residential,20,98.431,"LINESTRING (69.36122779999999 41.3558339, 69.36095779999999 41.3566956)",2,,,,,
6652569001,6652569002,0,707985861,False,,residential,20,59.006,"LINESTRING (69.3614434 41.3555009, 69.360741 41.355561)",2,,,,,
6652569002,6652569001,0,707985861,False,,residential,20,59.006,"LINESTRING (69.360741 41.355561, 69.3614434 41.3555009)",2,,,,,
6652569003,6652569004,0,707985862,False,,residential,20,116.188,"LINESTRING (69.362936 41.3555978, 69.3615514 41.3557057)",2,,,,,
6652569004,6652568995,0,707985859,True,,residential,20,20.79,"LINESTRING (69.3615514 41.3557057, 69.3614927 41.355524)",2,,,,,
6652569004,6652569003,0,707985862,False,,residential,20,116.188,"LINESTRING (69.3615514 41.3557057, 69.362936 41.3555978)",2,,,,,
6652589124,6652589125,0,707987534,False,,residential,20,216.053,"LINESTRING (69.200766 41.2824516, 69.1981804 41.2824608)",2,,,,,
6652589124,5127575424,0,707987534,False,,residential,20,16.124,"LINESTRING (69.200766 41.2824516, 69.2008407 41.2823179)",2,,,,,
6652589124,7177767824,0,707987537,False,,residential,20,39.169,"LINESTRING (69.200766 41.2824516, 69.2010492 41.2827323)",,,,no,,
6652589125,6652589131,0,707987534,False,,residential,20,17.064,"LINESTRING (69.1981804 41.2824608, 69.1980933 41.282322)",2,,,,,
6652589125,6652589124,0,707987534,False,,residential,20,216.053,"LINESTRING (69.1981804 41.2824608, 69.200766 41.2824516)",2,,,,,
6652589126,6652589127,0,707987534,False,,residential,20,48.317,"LINESTRING (69.1980638 41.2822749, 69.1977887 41.2818927)",2,,,,,
6652589126,6652589131,0,707987534,False,,residential,20,5.788,"LINESTRING (69.1980638 41.2822749, 69.1980933 41.282322)",2,,,,,
6652589127,7379169365,0,707987534,False,,residential,20,21.661,"LINESTRING (69.1977887 41.2818927, 69.1977873 41.2816979)",2,,,,,
6652589127,6652589126,0,707987534,False,,residential,20,48.317,"LINESTRING (69.1977887 41.2818927, 69.1980638 41.2822749)",2,,,,,
6652589128,6652589129,0,707987534,False,,residential,20,18.221,"LINESTRING (69.19770750000001 41.2816012, 69.1975487 41.2814889)",2,,,,,
6652589128,7379169365,0,707987534,False,,residential,20,12.652,"LINESTRING (69.19770750000001 41.2816012, 69.1977873 41.2816979)",2,,,,,
6652589129,1524589835,0,707987534,False,,residential,20,17.487,"LINESTRING (69.1975487 41.2814889, 69.1974783 41.2813408)",2,,,,,
6652589129,6652589128,0,707987534,False,,residential,20,18.221,"LINESTRING (69.1975487 41.2814889, 69.19770750000001 41.2816012)",2,,,,,
6652589130,6652589131,0,707987535,False,,residential,20,22.529,"LINESTRING (69.1983271 41.2822211, 69.1980933 41.282322)",2,,,,,
6652589130,5127575432,0,707987535,False,,residential,20,64.448,"LINESTRING (69.1983271 41.2822211, 69.19908390000001 41.2821093)",2,,,,,
6652589131,6652589126,0,707987534,False,,residential,20,5.788,"LINESTRING (69.1980933 41.282322, 69.1980638 41.2822749)",2,,,,,
6652589131,6652589125,0,707987534,False,,residential,20,17.064,"LINESTRING (69.1980933 41.282322, 69.1981804 41.2824608)",2,,,,,
6652589131,6652589130,0,707987535,False,,residential,20,22.529,"LINESTRING (69.1980933 41.282322, 69.1983271 41.2822211)",2,,,,,
6652589133,7261617373,0,707987537,False,,residential,20,74.417,"LINESTRING (69.2018223 41.2835309, 69.2012984 41.2829897)",,,,no,,
6652589133,6652589137,0,780257959,False,,service,20,43.546,"LINESTRING (69.2018223 41.2835309, 69.2013965 41.2837567)",2,,,no,,
6652589134,6652589135,0,780257959,False,,service,20,27.358,"LINESTRING (69.20131309999999 41.2838074, 69.2014381 41.2840348)",2,,,no,,
6652589134,6652589137,0,780257959,False,,service,20,8.964,"LINESTRING (69.20131309999999 41.2838074, 69.2013965 41.2837567)",2,,,no,,
