u,v,key,osmid,oneway,name,highway,length,geometry,maxspeed,bridge,lanes,ref,service,access,width,junction,tunnel
617747293,617747268,0,43074615,True,,residential,20.385,"LINESTRING (34.796888 32.0890908, 34.7969262 32.0890736, 34.7969689 32.0890675, 34.7970117 32.0890733, 34.79705 32.0890903, 34.79708 32.0891167)",30,,,,,,,roundabout,
641134209,1312216029,0,32019736,True,אבן גבירול,secondary,107.872,"LINESTRING (34.7818332 32.0742975, 34.7817445 32.0752647)",,,,,,,,,
641134209,1312216141,0,50432215,True,דניאל פריש,residential,5.459,"LINESTRING (34.7818332 32.0742975, 34.781891 32.0743009)",,,,,,,,,
641134353,1639846256,0,50432216,False,דניאל פריש,residential,70.761,"LINESTRING (34.7826917 32.0743476, 34.7834405 32.0743963)",,,,,,,,,
647033250,647033251,0,50753811,False,אחימעץ,residential,71.214,"LINESTRING (34.794829 32.0483739, 34.7955838 32.0483446)",30,,,,,,,,
647033250,684521373,0,50753818,True,בועז,residential,31.259,"LINESTRING (34.794829 32.0483739, 34.7948195 32.0480929)",30,,,,,,,,
647033251,647033250,0,50753811,False,אחימעץ,residential,71.214,"LINESTRING (34.7955838 32.0483446, 34.794829 32.0483739)",30,,,,,,,,
647033251,647033255,0,50753812,False,,residential,41.597,"LINESTRING (34.7955838 32.0483446, 34.7956013 32.0487184)",30,,,,,,,,
647033251,647033254,0,50753811,False,אחימעץ,residential,264.601,"LINESTRING (34.7955838 32.0483446, 34.7961478 32.0483298, 34.7983465 32.047953)",30,,,,,,,,
647033254,647033260,0,50753817,False,הרטוב,residential,57.221,"LINESTRING (34.7983465 32.047953, 34.7984456 32.0484607)",30,,,,,,,,
647033254,647033251,0,50753811,False,אחימעץ,residential,264.601,"LINESTRING (34.7983465 32.047953, 34.7961478 32.0483298, 34.7955838 32.0483446)",30,,,,,,,,
647033254,647033266,0,"[50753817, 50753819]",False,"['נטעים', 'הרטוב']",residential,381.069,"LINESTRING (34.7983465 32.047953, 34.7982402 32.0474958, 34.7964886 32.0477881, 34.7957591 32.0479214, 34.7948037 32.0480162)",30,,,,,,,,
647033255,647033251,0,50753812,False,,residential,41.597,"LINESTRING (34.7956013 32.0487184, 34.7955838 32.0483446)",30,,,,,,,,
647033255,647033257,0,50753813,False,איתיאל,residential,70.409,"LINESTRING (34.7956013 32.0487184, 34.7948572 32.0487747)",30,,,,,,,,
647033255,647041424,0,50753813,False,איתיאל,residential,150.012,"LINESTRING (34.7956013 32.0487184, 34.7961053 32.0486721, 34.7961377 32.048898, 34.7969358 32.048753)",30,,,,,,,,
647033257,647033255,0,50753813,False,איתיאל,residential,70.409,"LINESTRING (34.7948572 32.0487747, 34.7956013 32.0487184)",30,,,,,,,,
647033257,684521378,0,50753818,True,בועז,residential,32.693,"LINESTRING (34.7948572 32.0487747, 34.7948367 32.0484812)",30,,,,,,,,
647033260,647041424,0,50753813,False,איתיאל,residential,145.962,"LINESTRING (34.7984456 32.0484607, 34.7969358 32.048753)",30,,,,,,,,
647033260,647033265,0,50753817,False,הרטוב,residential,179.559,"LINESTRING (34.7984456 32.0484607, 34.7987868 32.0500494)",30,,,,,,,,
647033260,647033254,0,50753817,False,הרטוב,residential,57.221,"LINESTRING (34.7984456 32.0484607, 34.7983465 32.047953)",30,,,,,,,,
647033261,647041456,0,50753815,False,"פ""ד",residential,40.052,"LINESTRING (34.7961576 32.0491324, 34.7957331 32.0491492)",30,,,,,,,,
647033262,647041456,0,50753815,False,"פ""ד",residential,77.987,"LINESTRING (34.7949064 32.0491793, 34.7957331 32.0491492)",30,,,,,,,,
647033262,684521396,0,50753818,True,בועז,residential,36.971,"LINESTRING (34.7949064 32.0491793, 34.7948557 32.0488496)",30,,,,,,,,
647033265,647089029,0,44376955,False,קרייתי,residential,10.374,"LINESTRING (34.7987868 32.0500494, 34.7986787 32.050067)",30,,,,,,,,
647033265,1919997708,0,44376955,False,קרייתי,residential,68.529,"LINESTRING (34.7987868 32.0500494, 34.7995006 32.049932)",30,,,,,,,,
647033265,647033260,0,50753817,False,הרטוב,residential,179.559,"LINESTRING (34.7987868 32.0500494, 34.7984456 32.0484607)",30,,,,,,,,
647033266,1228349,0,50753818,True,בועז,residential,44.891,"LINESTRING (34.7948037 32.0480162, 34.7947684 32.0476136)",30,,,,,,,,
647033266,647033254,0,"[50753817, 50753819]",False,"['נטעים', 'הרטוב']",residential,381.06899999999996,"LINESTRING (34.7948037 32.0480162, 34.7957591 32.0479214, 34.7964886 32.0477881, 34.7982402 32.0474958, 34.7983465 32.047953)",30,,,,,,,,
647033267,684521405,0,45669495,True,מושיע,residential,46.406,"LINESTRING (34.7950679 32.050845, 34.794588 32.0509384)",30,,,,,,,,
647033267,684521415,0,50753818,True,בועז,residential,31.512,"LINESTRING (34.7950679 32.050845, 34.7950186 32.0505647)",30,,,,,,,,
647041424,647033260,0,50753813,False,איתיאל,residential,145.962,"LINESTRING (34.7969358 32.048753, 34.7984456 32.0484607)",30,,,,,,,,
647041424,647041483,0,50753908,False,,living_street,62.336,"LINESTRING (34.7969358 32.048753, 34.7970747 32.0493011)",30,,,,,,,,
647041424,647033255,0,50753813,False,איתיאל,residential,150.012,"LINESTRING (34.7969358 32.048753, 34.7961377 32.048898, 34.7961053 32.0486721, 34.7956013 32.0487184)",30,,,,,,,,
647041456,647041481,0,45669595,False,מצובה,residential,45.224,"LINESTRING (34.7957331 32.0491492, 34.7958146 32.04955)",30,,,,,,,,
647041456,647033262,0,50753815,False,"פ""ד",residential,77.987,"LINESTRING (34.7957331 32.0491492, 34.7949064 32.0491793)",30,,,,,,,,
647041456,647033261,0,50753815,False,"פ""ד",residential,40.052,"LINESTRING (34.7957331 32.0491492, 34.7961576 32.0491324)",30,,,,,,,,
647041470,684521400,0,50753818,True,בועז,residential,40.912,"LINESTRING (34.7949316 32.049674, 34.7949083 32.0493066)",30,,,,,,,,
647041470,684521403,0,50753906,False,רזי,residential,45.839,"LINESTRING (34.7949316 32.049674, 34.7944457 32.049692)",30,,,,,,,,
647041470,647041474,0,50753906,False,רזי,residential,88.908,"LINESTRING (34.7949316 32.049674, 34.7954204 32.0496363, 34.7958543 32.0497452)",30,,,,,,,,
647041474,647041481,0,45669595,False,מצובה,residential,22.025,"LINESTRING (34.7958543 32.0497452, 34.7958146 32.04955)",30,,,,,,,,
647041474,647089007,0,45669595,False,מצובה,residential,35.318,"LINESTRING (34.7958543 32.0497452, 34.795918 32.0500582)",30,,,,,,,,
647041474,647041470,0,50753906,False,רזי,residential,88.908,"LINESTRING (34.7958543 32.0497452, 34.7954204 32.0496363, 34.7949316 32.049674)",30,,,,,,,,
647041481,647041456,0,45669595,False,מצובה,residential,45.224,"LINESTRING (34.7958146 32.04955, 34.7957331 32.0491492)",30,,,,,,,,
647041481,647041474,0,45669595,False,מצובה,residential,22.025,"LINESTRING (34.7958146 32.04955, 34.7958543 32.0497452)",30,,,,,,,,
647041481,647041483,0,50753907,False,פלוגות,residential,121.944,"LINESTRING (34.7958146 32.04955, 34.7970747 32.0493011)",30,,,,,,,,
647041483,647041481,0,50753907,False,פלוגות,residential,121.944,"LINESTRING (34.7970747 32.0493011, 34.7958146 32.04955)",30,,,,,,,,
647041483,647041424,0,50753908,False,,living_street,62.336,"LINESTRING (34.7970747 32.0493011, 34.7969358 32.048753)",30,,,,,,,,
647041483,647088999,0,50753907,False,פלוגות,residential,120.664,"LINESTRING (34.7970747 32.0493011, 34.7977937 32.0492173, 34.7979135 32.0496762)",30,,,,,,,,
647041489,581986010,0,44376955,False,קרייתי,residential,195.946,"LINESTRING (34.7980506 32.050202, 34.7960353 32.0506351)",30,,,,,,,,
647041489,647089029,0,44376955,False,קרייתי,residential,61.07,"LINESTRING (34.7980506 32.050202, 34.7986787 32.050067)",30,,,,,,,,
647041489,647088999,0,50753907,False,פלוגות,residential,59.877,"LINESTRING (34.7980506 32.050202, 34.7979135 32.0496762)",30,,,,,,,,
647041489,684521427,0,54277852,False,סמטת איתן,living_street,229.75799999999998,"LINESTRING (34.7980506 32.050202, 34.7981197 32.0505506, 34.7981796 32.0508529, 34.7982311 32.0511131, 34.7982906 32.051413, 34.798342 32.0516726, 34.7983579 32.0517435, 34.798412 32.0519839, 34.798469 32.0522375)",30,,,,,,,,
647088999,647041489,0,50753907,False,פלוגות,residential,59.877,"LINESTRING (34.7979135 32.0496762, 34.7980506 32.050202)",30,,,,,,,,
647088999,647089007,0,50759323,False,רשפים,residential,192.808,"LINESTRING (34.7979135 32.0496762, 34.795918 32.0500582)",30,,,,,,,,
647088999,647041483,0,50753907,False,פלוגות,residential,120.664,"LINESTRING (34.7979135 32.0496762, 34.7977937 32.0492173, 34.7970747 32.0493011)",30,,,,,,,,
647089007,647041474,0,45669595,False,מצובה,residential,35.318,"LINESTRING (34.795918 32.0500582, 34.7958543 32.0497452)",30,,,,,,,,
647089007,581986010,0,45669595,False,מצובה,residential,65.094,"LINESTRING (34.795918 32.0500582, 34.7960353 32.0506351)",30,,,,,,,,
647089007,647088999,0,50759323,False,רשפים,residential,192.808,"LINESTRING (34.795918 32.0500582, 34.7979135 32.0496762)",30,,,,,,,,
647089015,581986372,0,45669578,False,גבעתי,residential,138.99699999999999,"LINESTRING (34.7962254 32.0523504, 34.796287 32.0531104, 34.7963264 32.0535975)",30,,,,,,,,
647089015,581986010,0,45669578,False,גבעתי,residential,191.57299999999998,"LINESTRING (34.7962254 32.0523504, 34.7961849 32.0519849, 34.7961624 32.0517814, 34.7961161 32.051364, 34.7960353 32.0506351)",30,,,,,,,,
647089015,684521423,0,50759324,False,אלוף,residential,124.456,"LINESTRING (34.7962254 32.0523504, 34.7968942 32.0522838, 34.79754 32.0522483)",30,,,,,,,,
647089018,684521427,0,50759324,False,אלוף,residential,56.178,"LINESTRING (34.7990623 32.0522145, 34.7986158 32.0522504, 34.798469 32.0522375)",30,,,,,,,,
647089029,647041489,0,44376955,False,קרייתי,residential,61.07,"LINESTRING (34.7986787 32.050067, 34.7980506 32.050202)",30,,,,,,,,
647089029,647033265,0,44376955,False,קרייתי,residential,10.374,"LINESTRING (34.7986787 32.050067, 34.7987868 32.0500494)",30,,,,,,,,
647089029,647089018,0,50759327,True,אריאל,residential,242.97500000000002,"LINESTRING (34.7986787 32.050067, 34.7987609 32.0504813, 34.7988184 32.0507708, 34.7988728 32.0510445, 34.7989306 32.0513357, 34.7989881 32.0516252, 34.7990408 32.051891, 34.7990959 32.0521683, 34.7990623 32.0522145)",30,,,,,,,,
649085133,1290054493,0,45669578,False,גבעתי,residential,76.681,"LINESTRING (34.7963985 32.0543554, 34.7963364 32.0536678)",30,,,,,,,,
649085133,3554501037,0,50901596,False,נגבה,residential,16.659,"LINESTRING (34.7963985 32.0543554, 34.7962223 32.0543674)",30,,,,,,,,
649085133,649089576,0,50901596,False,נגבה,residential,44.725,"LINESTRING (34.7963985 32.0543554, 34.7968716 32.0543238)",30,,,,,,,,
649085167,563933121,0,44372520,True,"שדרות החי""ל",residential,71.286,"LINESTRING (34.7986044 32.0563355, 34.7993197 32.0563206, 34.7993605 32.0563181)",30,,,,,,,,
649085201,649085225,0,50901601,False,דוידקה,residential,61.024,"LINESTRING (34.7927307 32.054605, 34.792589 32.0540695)",30,,,,,,,,
649085201,649085207,0,50902905,False,דוידקה,residential,72.177,"LINESTRING (34.7927307 32.054605, 34.7928809 32.0552415)",30,,,,,,,,
649085201,649096728,0,50901596,False,נגבה,residential,74.483,"LINESTRING (34.7927307 32.054605, 34.7934411 32.0545567, 34.7935185 32.0545514)",30,,,,,,,,
649085207,649085201,0,50902905,False,דוידקה,residential,72.177,"LINESTRING (34.7928809 32.0552415, 34.7927307 32.054605)",30,,,,,,,,
649085225,649085201,0,50901601,False,דוידקה,residential,61.024,"LINESTRING (34.792589 32.0540695, 34.7927307 32.054605)",30,,,,,,,,
649085266,563933121,0,189127437,False,הגיבור האלמוני,residential,64.696,"LINESTRING (34.7993344 32.0557367, 34.7993605 32.0563181)",30,,,,,,,,
649085266,649085167,0,50901604,True,דימונה,residential,135.651,"LINESTRING (34.7993344 32.0557367, 34.7985745 32.0557606, 34.7986044 32.0563355)",30,,,,,,,,
649085266,649089569,0,"[50901596, 189127437]",False,"['נגבה', 'הגיבור האלמוני']",residential,319.52,"LINESTRING (34.7993344 32.0557367, 34.7993078 32.055145, 34.7992811 32.0545521, 34.7992702 32.0543084, 34.7992637 32.054164, 34.797735 32.0542661)",30,,,,,,,,
649089541,3554501045,0,44372520,True,"שדרות החי""ל",residential,58.083,"LINESTRING (34.7960244 32.0563947, 34.7966405 32.0563805)",30,,,,,,,,
649089541,649089587,0,50901923,False,סר ווינסטון צ'רצ'יל,living_street,239.01000000000002,"LINESTRING (34.7960244 32.0563947, 34.7959922 32.0554552, 34.7959708 32.0547459, 34.7961371 32.0547323, 34.7961251 32.054374)",30,,,,,,,,
649089547,649089553,0,44372520,True,"שדרות החי""ל",residential,65.477,"LINESTRING (34.7971565 32.0563687, 34.7977307 32.0563547, 34.797851 32.0563518)",30,,,,,,,,
649089547,649089576,0,50901917,False,אריה אלטמן,living_street,231.922,"LINESTRING (34.7971565 32.0563687, 34.7970866 32.055437, 34.797049 32.0551097, 34.7969471 32.0550187, 34.7968716 32.0543238)",30,,,,,,,,
649089553,649085167,0,44372520,True,"שדרות החי""ל",residential,71.024,"LINESTRING (34.797851 32.0563518, 34.7986044 32.0563355)",30,,,,,,,,
649089569,649089576,0,50901596,False,נגבה,residential,81.622,"LINESTRING (34.797735 32.0542661, 34.7968716 32.0543238)",30,,,,,,,,
649089569,649085266,0,"[50901596, 189127437]",False,"['נגבה', 'הגיבור האלמוני']",residential,319.52,"LINESTRING (34.797735 32.0542661, 34.7992637 32.054164, 34.7992702 32.0543084, 34.7992811 32.0545521, 34.7993078 32.055145, 34.7993344 32.0557367)",30,,,,,,,,
649089569,649089553,0,50901910,True,פרזון,residential,232.177,"LINESTRING (34.797735 32.0542661, 34.7977546 32.0546184, 34.7977875 32.0552109, 34.7978484 32.0563043, 34.797851 32.0563518)",30,,,,,,,,
649089576,649085133,0,50901596,False,נגבה,residential,44.725,"LINESTRING (34.7968716 32.0543238, 34.7963985 32.0543554)",30,,,,,,,,
649089576,649089569,0,50901596,False,נגבה,residential,81.622,"LINESTRING (34.7968716 32.0543238, 34.797735 32.0542661)",30,,,,,,,,
649089576,649089547,0,50901917,False,אריה אלטמן,living_street,231.92200000000003,"LINESTRING (34.7968716 32.0543238, 34.7969471 32.0550187, 34.797049 32.0551097, 34.7970866 32.055437, 34.7971565 32.0563687)",30,,,,,,,,
649089587,649096682,0,50901596,False,נגבה,residential,85.139,"LINESTRING (34.7961251 32.054374, 34.7952246 32.0544353)",30,,,,,,,,
649089587,3554501037,0,50901596,False,נגבה,residential,9.19,"LINESTRING (34.7961251 32.054374, 34.7962223 32.0543674)",30,,,,,,,,
649089587,649089541,0,50901923,False,סר ווינסטון צ'רצ'יל,living_street,239.01,"LINESTRING (34.7961251 32.054374, 34.7961371 32.0547323, 34.7959708 32.0547459, 34.7959922 32.0554552, 34.7960244 32.0563947)",30,,,,,,,,
649096682,649096706,0,50901596,False,נגבה,residential,75.788,"LINESTRING (34.7952246 32.0544353, 34.794423 32.0544898)",30,,,,,,,,
649096682,649089587,0,50901596,False,נגבה,residential,85.139,"LINESTRING (34.7952246 32.0544353, 34.7961251 32.054374)",30,,,,,,,,
649096690,649089541,0,44372520,True,"שדרות החי""ל",residential,68.774,"LINESTRING (34.7952949 32.0564115, 34.7960244 32.0563947)",30,,,,,,,,
649096690,649096682,0,50902425,True,טור מלכא,residential,219.844,"LINESTRING (34.7952949 32.0564115, 34.7952246 32.0544353)",30,,,,,,,,
649096706,649096682,0,50901596,False,נגבה,residential,75.788,"LINESTRING (34.794423 32.0544898, 34.7952246 32.0544353)",30,,,,,,,,
649096706,649096714,0,50902428,False,לוחמי גליפולי,residential,124.101,"LINESTRING (34.794423 32.0544898, 34.7944777 32.0556049)",30,,,,,,,,
649096706,649096768,0,50901596,False,נגבה,residential,44.418,"LINESTRING (34.794423 32.0544898, 34.7941438 32.0545088, 34.7939532 32.0545218)",30,,,,,,,,
649096714,649096706,0,50902428,False,לוחמי גליפולי,residential,124.101,"LINESTRING (34.7944777 32.0556049, 34.794423 32.0544898)",30,,,,,,,,
649096714,649096751,0,50902433,True,1024,living_street,45.49,"LINESTRING (34.7944777 32.0556049, 34.7939957 32.0556268)",30,,,,,,,,
649096714,563932482,0,50902428,False,לוחמי גליפולי,residential,89.37700000000001,"LINESTRING (34.7944777 32.0556049, 34.7945141 32.0563521, 34.7945169 32.056408)",30,,,,,,,,
649096728,649096768,0,50901596,False,נגבה,residential,41.099,"LINESTRING (34.7935185 32.0545514, 34.7939532 32.0545218)",30,,,,,,,,
649096728,649096733,0,50902431,True,סר ג'ון מונש,residential,121.815,"LINESTRING (34.7935185 32.0545514, 34.7935712 32.055646)",30,,,,,,,,
649096728,649085201,0,50901596,False,נגבה,residential,74.483,"LINESTRING (34.7935185 32.0545514, 34.7934411 32.0545567, 34.7927307 32.054605)",30,,,,,,,,
649096733,649096738,0,50902431,True,סר ג'ון מונש,residential,90.978,"LINESTRING (34.7935712 32.055646, 34.7936106 32.0564635)",30,,,,,,,,
649096738,649096776,0,44372274,True,"שדרות החי""ל",residential,40.954,"LINESTRING (34.7936106 32.0564635, 34.7940449 32.0564505)",30,,,,,,,,
649096751,649096733,0,50902433,True,1024,living_street,40.062,"LINESTRING (34.7939957 32.0556268, 34.7935712 32.055646)",30,,,,,,,,
649096751,649096776,0,50902436,True,בנימין ברגי,living_street,91.709,"LINESTRING (34.7939957 32.0556268, 34.7940449 32.0564505)",30,,,,,,,,
649096768,649096728,0,50901596,False,נגבה,residential,41.099,"LINESTRING (34.7939532 32.0545218, 34.7935185 32.0545514)",30,,,,,,,,
649096768,649096751,0,50902436,True,בנימין ברגי,living_street,122.936,"LINESTRING (34.7939532 32.0545218, 34.7939957 32.0556268)",30,,,,,,,,
649096768,649096706,0,50901596,False,נגבה,residential,44.418,"LINESTRING (34.7939532 32.0545218, 34.7941438 32.0545088, 34.794423 32.0544898)",30,,,,,,,,
649096776,563927922,0,44372274,True,"שדרות החי""ל",residential,37.042,"LINESTRING (34.7940449 32.0564505, 34.7943699 32.0564373, 34.7944375 32.0564344)",30,,,,,,,,
649102843,446138537,0,37986023,True,"שדרות החי""ל",residential,87.957,"LINESTRING (34.7927997 32.0566404, 34.7918668 32.0566642)",30,,,,,,,,
649102843,2006016807,0,50902893,True,קיש,residential,110.756,"LINESTRING (34.7927997 32.0566404, 34.7928271 32.0571719, 34.792851 32.0576355)",30,,,,,,,,
649102865,649102942,0,31184258,True,מרגולין,residential,76.296,"LINESTRING (34.7928967 32.0585214, 34.7937056 32.0584928)",30,,,,,,,,
649102921,649102843,0,37986023,True,"שדרות החי""ל",residential,75.372,"LINESTRING (34.793599 32.0566169, 34.7930084 32.0566351, 34.7927997 32.0566404)",30,,,,,,,,
649102942,651270831,0,31184258,True,מרגולין,residential,83.511,"LINESTRING (34.7937056 32.0584928, 34.794591 32.0584615)",30,,,,,,,,
649102942,2006016715,0,50902899,True,סר ג'ון מונש,residential,98.4,"LINESTRING (34.7937056 32.0584928, 34.7936552 32.0576089)",30,,,,,,,,
649537530,649085207,0,50938359,True,,residential,46.315,"LINESTRING (34.7924007 32.0553301, 34.7928809 32.0552415)",30,,,,,,,,
649537530,563942150,0,44373467,True,עיינות,residential,166.197,"LINESTRING (34.7924007 32.0553301, 34.7921717 32.0543685, 34.7921485 32.0543332, 34.7921347 32.0543135, 34.7921075 32.0542961, 34.7920638 32.0542857, 34.7919654 32.0542984, 34.7918451 32.0543332, 34.7916537 32.0544338)",30,,,,,,,,
649537543,563927884,0,37757974,False,יגאל אלון,tertiary,105.84,"LINESTRING (34.7917802 32.0555765, 34.7918537 32.0565263)",,,,,,,,,
649537543,563942150,0,37757974,False,יגאל אלון,tertiary,127.621,"LINESTRING (34.7917802 32.0555765, 34.7916537 32.0544338)",,,,,,,,,
649537543,649537530,0,44373467,True,עיינות,residential,73.095,"LINESTRING (34.7917802 32.0555765, 34.792005 32.0555551, 34.7922763 32.0555019, 34.7923375 32.055483, 34.7923774 32.0554628, 34.7923936 32.0554195, 34.7924007 32.0553301)",30,,,,,,,,
651270831,1688194303,0,156587605,False,לוחמי גליפולי,residential,82.212,"LINESTRING (34.794591 32.0584615, 34.7946397 32.0591997)",30,,,,,,,,
651270831,672653573,0,156587605,False,לוחמי גליפולי,residential,8.645,"LINESTRING (34.794591 32.0584615, 34.7945878 32.0583838)",30,,,,,,,,
655131669,563990273,0,44376025,False,4897,residential,69.835,"LINESTRING (34.8002412 32.0440408, 34.8003164 32.0446656)",30,,,,,,,,
655131669,5853896370,0,44376025,False,4897,residential,39.504,"LINESTRING (34.8002412 32.0440408, 34.8001939 32.0436878)",30,,,,,,,,
672188143,672188145,0,53095351,False,שטיינשניידר,residential,75.474,"LINESTRING (34.8026335 32.061213, 34.8018343 32.0611687)",30,,,,,,,,
672188143,672188180,0,53095355,False,באכר,residential,154.075,"LINESTRING (34.8026335 32.061213, 34.8026365 32.0611147, 34.8026389 32.0610359, 34.8026544 32.0605172, 34.8025472 32.0598336)",30,,,,,,,,
672188143,672188165,0,53099850,True,באכר,residential,188.745,"LINESTRING (34.8026335 32.061213, 34.802572 32.0615838, 34.8024773 32.0619765, 34.8021562 32.0628576)",30,,,,,,,,
672188145,672188146,0,53095351,False,שטיינשניידר,residential,66.723,"LINESTRING (34.8018343 32.0611687, 34.8011313 32.0610972)",30,,,,,,,,
672188145,672188143,0,53095351,False,שטיינשניידר,residential,75.474,"LINESTRING (34.8018343 32.0611687, 34.8026335 32.061213)",30,,,,,,,,
672188145,672188181,0,53095354,False,שלמה בובר,residential,152.022,"LINESTRING (34.8018343 32.0611687, 34.8019631 32.0598059)",30,,,,,,,,
672188145,672188163,0,53095354,False,שלמה בובר,residential,198.664,"LINESTRING (34.8018343 32.0611687, 34.8017585 32.061722, 34.801362 32.0629048)",30,,,,,,,,
672188146,672188145,0,53095351,False,שטיינשניידר,residential,66.723,"LINESTRING (34.8011313 32.0610972, 34.8018343 32.0611687)",30,,,,,,,,
672188146,1920014951,0,53095351,False,שטיינשניידר,residential,73.866,"LINESTRING (34.8011313 32.0610972, 34.8006159 32.061084, 34.8003492 32.0610599)",30,,,,,,,,
672188146,672188181,0,"[53095352, 53095353]",False,"['הרכבי', 'פוזננסקי']",residential,206.369,"LINESTRING (34.8011313 32.0610972, 34.8012972 32.0602262, 34.8013479 32.0597768, 34.8019631 32.0598059)",30,,,,,,,,
672188146,672188150,0,53095352,False,הרכבי,residential,212.125,"LINESTRING (34.8011313 32.0610972, 34.8010075 32.061681, 34.8008251 32.0621357, 34.8004818 32.0629176)",30,,,,,,,,
672188147,681273909,0,53095351,False,שטיינשניידר,residential,19.855,"LINESTRING (34.8003106 32.061056, 34.8001006 32.0610415)",30,,,,,,,,
672188147,1920014951,0,53095351,False,שטיינשניידר,residential,3.663,"LINESTRING (34.8003106 32.061056, 34.8003492 32.0610599)",30,,,,,,,,
672188147,3738160515,0,240434309,True,משה דיין,tertiary,328.033,"LINESTRING (34.8003106 32.061056, 34.8000169 32.0618906, 34.7993317 32.063887)",,,,,,,,,
672188150,672188146,0,53095352,False,הרכבי,residential,212.125,"LINESTRING (34.8004818 32.0629176, 34.8008251 32.0621357, 34.8010075 32.061681, 34.8011313 32.0610972)",30,,,,,,,,
672188150,672226418,0,53095352,False,הרכבי,residential,50.007000000000005,"LINESTRING (34.8004818 32.0629176, 34.8003825 32.0631085, 34.8002806 32.0633336)",30,,,,,,,,
672188163,672188145,0,53095354,False,שלמה בובר,residential,198.664,"LINESTRING (34.801362 32.0629048, 34.8017585 32.061722, 34.8018343 32.0611687)",30,,,,,,,,
672188163,672188150,0,53146620,True,יעקב ריפמן,residential,83.076,"LINESTRING (34.801362 32.0629048, 34.8009163 32.0629312, 34.8004818 32.0629176)",30,,,,,,,,
672188165,672188163,0,53146620,True,יעקב ריפמן,residential,75.024,"LINESTRING (34.8021562 32.0628576, 34.801362 32.0629048)",30,,,,,,,,
672188180,672188181,0,53095353,False,פוזננסקי,residential,55.13,"LINESTRING (34.8025472 32.0598336, 34.8019631 32.0598059)",30,,,,,,,,
672188180,672188143,0,53095355,False,באכר,residential,154.07500000000002,"LINESTRING (34.8025472 32.0598336, 34.8026544 32.0605172, 34.8026389 32.0610359, 34.8026365 32.0611147, 34.8026335 32.061213)",30,,,,,,,,
672188180,672188165,0,"[53146620, 53146613]",True,"['יעקב ריפמן', 'שמעון ברנפלד']",residential,489.13999999999993,"LINESTRING (34.8025472 32.0598336, 34.8027341 32.0598427, 34.8031001 32.0598559, 34.803282 32.0605263, 34.8033564 32.0606682, 34.8034758 32.060896, 34.803518 32.0609764, 34.8037433 32.0612037, 34.8038077 32.0613764, 34.8037594 32.0615537, 34.803561 32.0618402, 34.8029065 32.062813, 34.8021562 32.0628576)",30,,,,,,,,
672188181,672188180,0,53095353,False,פוזננסקי,residential,55.13,"LINESTRING (34.8019631 32.0598059, 34.8025472 32.0598336)",30,,,,,,,,
672188181,672188145,0,53095354,False,שלמה בובר,residential,152.022,"LINESTRING (34.8019631 32.0598059, 34.8018343 32.0611687)",30,,,,,,,,
672188181,672188146,0,"[53095352, 53095353]",False,"['הרכבי', 'פוזננסקי']",residential,206.369,"LINESTRING (34.8019631 32.0598059, 34.8013479 32.0597768, 34.8012972 32.0602262, 34.8011313 32.0610972)",30,,,,,,,,
672226418,672188150,0,53095352,False,הרכבי,residential,50.007000000000005,"LINESTRING (34.8002806 32.0633336, 34.8003825 32.0631085, 34.8004818 32.0629176)",30,,,,,,,,
672653542,672653573,0,156587605,False,לוחמי גליפולי,residential,55.564,"LINESTRING (34.7945675 32.0578844, 34.7945878 32.0583838)",30,,,,,,,,
672653542,672653547,0,156587605,False,לוחמי גליפולי,residential,50.836,"LINESTRING (34.7945675 32.0578844, 34.7945488 32.0574275)",30,,,,,,,,
672653543,672653542,0,53151299,True,עין גב,residential,189.566,"LINESTRING (34.7965754 32.0577819, 34.7945675 32.0578844)",30,,,,,,,,
672653543,3554501025,0,53151305,False,יגור,residential,70.399,"LINESTRING (34.7965754 32.0577819, 34.7965703 32.0571488)",30,,,,,,,,
672653543,672653568,0,53151305,False,יגור,residential,53.086,"LINESTRING (34.7965754 32.0577819, 34.7965792 32.0582593)",30,,,,,,,,
672653547,672653548,0,53151300,True,"מצודת בית""ר",residential,36.702,"LINESTRING (34.7945488 32.0574275, 34.7949378 32.0574116)",30,,,,,,,,
672653547,672653542,0,156587605,False,לוחמי גליפולי,residential,50.836,"LINESTRING (34.7945488 32.0574275, 34.7945675 32.0578844)",30,,,,,,,,
672653547,563932497,0,156587605,False,לוחמי גליפולי,residential,88.217,"LINESTRING (34.7945488 32.0574275, 34.7945181 32.0566749, 34.7945173 32.0566346)",30,,,,,,,,
672653548,672653549,0,53151300,True,"מצודת בית""ר",residential,37.948,"LINESTRING (34.7949378 32.0574116, 34.79534 32.0573951)",30,,,,,,,,
672653548,672653557,0,53151303,True,הרודיון,living_street,90.106,"LINESTRING (34.7949378 32.0574116, 34.7948997 32.0566019)",30,,,,,,,,
672653549,672653551,0,53151300,True,"מצודת בית""ר",residential,36.985,"LINESTRING (34.79534 32.0573951, 34.795732 32.0573791)",30,,,,,,,,
672653549,672653556,0,53151302,False,טור מלכא,residential,89.431,"LINESTRING (34.79534 32.0573951, 34.7953154 32.0565911)",30,,,,,,,,
672653551,672653554,0,53151301,True,1019,living_street,88.787,"LINESTRING (34.795732 32.0573791, 34.7957072 32.0565809)",30,,,,,,,,
