u,v,key,osmid,name,highway,oneway,length,geometry,maxspeed,lanes,ref,tunnel,bridge,junction,access,width,service
1574582458,3699173896,0,333538421,הרכבת,tertiary,True,18.53,"LINESTRING (34.7780312 32.063729, 34.777842 32.0637744)",,,,,,,,,
1574582458,1234762937,0,246425700,,tertiary_link,True,33.318,"LINESTRING (34.7780312 32.063729, 34.7779929 32.0637081, 34.7779548 32.0636768, 34.7779145 32.0636267, 34.7778192 32.0634939)",,,,,,,,,
1574582460,939855204,0,143896036,סלומון,tertiary,True,63.65,"LINESTRING (34.7794895 32.0608117, 34.7798627 32.0612888)",,,,,,,,,
1574582479,1574582408,0,143896041,1239,residential,False,52.691,"LINESTRING (34.7817931 32.0567748, 34.7816831 32.0563102)",,,,,,,,,
1574582479,983958278,0,655012947,ראשון לציון,residential,False,43.206,"LINESTRING (34.7817931 32.0567748, 34.7813537 32.0568857)",,,,,,,,,
1574582479,6137358688,0,655012947,ראשון לציון,residential,False,74.343,"LINESTRING (34.7817931 32.0567748, 34.7820621 32.0567212, 34.7823376 32.0566889, 34.7825712 32.0566724)",,,,,,,,,
1574582502,1574582410,0,719605216,מנחם בגין,secondary,True,215.64800000000002,"LINESTRING (34.7780154 32.0624936, 34.777246 32.0611704, 34.7771643 32.0610683, 34.777067 32.0609783, 34.7769419 32.0608886, 34.7768634 32.0608443)",,,,,,,,,
1574582513,1272411978,0,204206623,הרכבת,secondary,True,85.361,"LINESTRING (34.7807022 32.0618239, 34.781319 32.0612617)",,,,,,,,,
1574582517,1574582418,0,143896036,סלומון,tertiary,True,31.225,"LINESTRING (34.7802656 32.0618216, 34.7804562 32.0620513)",,,,,,,,,
1574582517,1574582513,0,143896040,,secondary_link,True,42.962,"LINESTRING (34.7802656 32.0618216, 34.7803823 32.061865, 34.7804325 32.0618735, 34.7804745 32.0618739, 34.7805294 32.0618635, 34.7807022 32.0618239)",,,,,,,,,
1574582521,1574692888,0,719605213,מקוה ישראל,tertiary,True,20.242,"LINESTRING (34.7782153 32.0626827, 34.7784295 32.062669)",,,,,,,,,
1574582521,1574582502,0,246428098,מנחם בגין,secondary,True,28.369,"LINESTRING (34.7782153 32.0626827, 34.7781773 32.0626565, 34.7780939 32.0625853, 34.7780154 32.0624936)",,,,,,,,,
1574582531,4050214078,0,104049450,מנחם בגין,tertiary,True,9.897,"LINESTRING (34.7759215 32.0605923, 34.7758165 32.0605943)",,,,,,,,,
1574582542,1574582406,0,143896049,,residential,False,39.481,"LINESTRING (34.7836737 32.0578895, 34.7832549 32.0578989)",,,,,,,,,
1574582562,984158857,0,84736732,אייגר,residential,True,68.466,"LINESTRING (34.7818857 32.0580316, 34.7818212 32.0574183)",,,,,,,,,
1574582562,1574582446,0,143896046,אייגר,residential,True,49.791,"LINESTRING (34.7818857 32.0580316, 34.7817538 32.0584652)",,,,,,,,,
1574582578,1571763865,0,143905194,,secondary_link,True,53.617,"LINESTRING (34.776481 32.0605772, 34.7765402 32.0605785, 34.7766028 32.0605758, 34.7766568 32.0605716, 34.7767077 32.0605681, 34.7767539 32.0605632, 34.7768004 32.0605589, 34.7768464 32.060554, 34.7768942 32.0605453, 34.7769473 32.0605343, 34.7769912 32.0605229, 34.7770402 32.0605067)",,,,,,,,,
1574582578,338660371,0,227905979,,tertiary,True,42.148,"LINESTRING (34.776481 32.0605772, 34.7766249 32.0606128, 34.7769057 32.0606957)",,,,,,,,,
1574582596,1574582646,0,203973129,מנחם בגין,secondary,True,17.544,"LINESTRING (34.7792725 32.0632302, 34.779111 32.0631517)",,,,,,,,,
1574582596,3678367011,0,333538421,הרכבת,tertiary,True,32.345,"LINESTRING (34.7792725 32.0632302, 34.7791953 32.063286, 34.7789923 32.0633973)",,,,,,,,,
1574582615,983958272,0,143896036,סלומון,tertiary,True,94.884,"LINESTRING (34.778212 32.0595203, 34.7783357 32.0595848, 34.7784476 32.0596594, 34.7786421 32.0598143, 34.7787444 32.0599162, 34.7789352 32.0601063)",,,,,,,,,
1574582615,939855205,0,"[195998892, 26185925]","['השומרון', 'שדרות הר ציון']",secondary,True,114.816,"LINESTRING (34.778212 32.0595203, 34.7782715 32.0596163, 34.77835 32.0597362, 34.7783638 32.0597952, 34.7783645 32.0598467, 34.7783465 32.059906, 34.7783062 32.0599563, 34.7782356 32.0599987, 34.7777441 32.0602372)",50,,,,,,,,
1574582624,1574582521,0,203973128,מנחם בגין,secondary,True,63.766000000000005,"LINESTRING (34.7787804 32.0629981, 34.7784982 32.062844, 34.7782153 32.0626827)",,,,,,,,,
1574582628,3699173886,0,204206623,הרכבת,secondary,True,18.406,"LINESTRING (34.7794938 32.0628037, 34.7796374 32.0626915)",,,,,,,,,
1574582628,939855195,0,80563529,השרון,residential,True,84.653,"LINESTRING (34.7794938 32.0628037, 34.7790477 32.0624202, 34.7788699 32.0622561)",,,,,,,,,
1574582646,1574582624,0,203973128,מנחם בגין,secondary,True,35.545,"LINESTRING (34.779111 32.0631517, 34.7789908 32.0631013, 34.7787804 32.0629981)",,,,,,,,,
1574582646,1234762966,0,222954664,הרכבת,secondary,True,11.879999999999999,"LINESTRING (34.779111 32.0631517, 34.7791521 32.0631068, 34.7791883 32.0630673)",,,,,,,,,
1574692546,1574692739,0,143905200,מאור הגולה,residential,False,36.443,"LINESTRING (34.7732876 32.050552, 34.7736604 32.050465)",,,,,,,,,
1574692546,1574692797,0,"[43139381, 411847438]","['העמל', 'התנופה']",residential,True,210.811,"LINESTRING (34.7732876 32.050552, 34.7734055 32.0509271, 34.773596 32.0515331, 34.7737501 32.0520228, 34.7737129 32.052086, 34.7736612 32.0521349, 34.7735658 32.0521933, 34.773409 32.0522293)",,,,,,,,,
1574692554,1449561809,0,184820050,קיבוץ גלויות,secondary,True,17.577,"LINESTRING (34.7731945 32.0495827, 34.7733495 32.0494948)",,3,,,,,,,
1574692554,1574692755,0,143905188,,secondary_link,True,38.278,"LINESTRING (34.7731945 32.0495827, 34.7732385 32.0494767, 34.7732651 32.049395, 34.7732625 32.0492479)",,,,,,,,,
1574692580,1574692916,0,228126498,צ'לנוב,tertiary,True,45.084,"LINESTRING (34.7741778 32.055728, 34.7743427 32.0561086)",,,,,,,,,
1574692585,1574692546,0,411847438,התנופה,residential,True,8.539,"LINESTRING (34.7732676 32.0504771, 34.7732876 32.050552)",,,,,,,,,
1574692600,1574692853,0,143905199,סמטת הר ציון,residential,False,113.64200000000001,"LINESTRING (34.773297 32.0527614, 34.7735096 32.0525789, 34.7736315 32.0524829, 34.773754 32.0524025, 34.7739716 32.0522994, 34.7742878 32.052212)",,,,,,,,,
1574692600,1574692653,0,238249773,,residential,False,35.073,"LINESTRING (34.773297 32.0527614, 34.7734234 32.0528954, 34.773502 32.0530229)",,,,,,,,,
1574692600,1617025423,0,368703358,,residential,True,106.375,"LINESTRING (34.773297 32.0527614, 34.7729744 32.0524559, 34.772822 32.0524835, 34.7726838 32.052499, 34.7726268 32.0525024, 34.7723348 32.0525183)",,,,,,,,,
1574692602,3725505595,0,368703359,העמל,residential,False,35.976,"LINESTRING (34.7727295 32.0523508, 34.7723491 32.0523778)",,,,,,,,,
1574692602,4134443819,0,143905211,3789,residential,True,137.514,"LINESTRING (34.7727295 32.0523508, 34.772563 32.0517667, 34.7724781 32.0514687, 34.7723552 32.0511564)",,,,,,,,,
1574692602,1574692603,0,368703359,העמל,residential,False,33.233,"LINESTRING (34.7727295 32.0523508, 34.7728339 32.0523388, 34.7730746 32.0522908)",,,,,,,,,
1574692603,1574692797,0,368703359,העמל,residential,False,32.249,"LINESTRING (34.7730746 32.0522908, 34.773409 32.0522293)",,,,,,,,,
1574692603,1574692602,0,368703359,העמל,residential,False,33.233,"LINESTRING (34.7730746 32.0522908, 34.7728339 32.0523388, 34.7727295 32.0523508)",,,,,,,,,
1574692632,1574692643,0,143905181,ראשית חכמה,residential,True,10.765,"LINESTRING (34.773292 32.0543141, 34.77333 32.0544054)",,,,,,,,,
1574692643,1574692751,0,143905181,ראשית חכמה,residential,True,46.056,"LINESTRING (34.77333 32.0544054, 34.7734041 32.0548148)",,,,,,,,,
1574692653,1574692732,0,143905176,שמעון בר יוחאי,residential,True,54.355,"LINESTRING (34.773502 32.0530229, 34.7729398 32.053132)",,,,,,,,,
1574692653,1574692600,0,238249773,,residential,False,35.073,"LINESTRING (34.773502 32.0530229, 34.7734234 32.0528954, 34.773297 32.0527614)",,,,,,,,,
1574692654,286643424,0,143905176,שמעון בר יוחאי,residential,True,11.162,"LINESTRING (34.772283 32.0532788, 34.7721688 32.0533054)",,,,,,,,,
1574692654,1574692726,0,229815725,שוקן זלמן,tertiary,True,89.671,"LINESTRING (34.772283 32.0532788, 34.7722426 32.0540845)",,,,,,,,,
1574692656,2133458880,0,143905181,ראשית חכמה,residential,True,10.568,"LINESTRING (34.7731821 32.0538759, 34.773212 32.0539675)",,,,,,,,,
1574692656,1574692929,0,143905175,שערי תשובה,residential,False,83.951,"LINESTRING (34.7731821 32.0538759, 34.7725292 32.0538822, 34.7725219 32.0540837)",,,,,,,,,
1574692660,939855185,0,222954667,מנחם בגין,secondary,True,53.876999999999995,"LINESTRING (34.777299 32.0609848, 34.7773516 32.0610631, 34.77741 32.0611546, 34.7775631 32.0614144)",,,,,,,,,
1574692678,549270589,0,228126498,צ'לנוב,tertiary,True,60.068,"LINESTRING (34.7744105 32.0562653, 34.7746302 32.0567724)",,,,,,,,,
1574692678,2469958097,0,43138643,הרב יצחק ידידיה פרנקל,residential,True,148.95299999999997,"LINESTRING (34.7744105 32.0562653, 34.7743865 32.0562752, 34.7729889 32.0568508)",,,,,,,,,
1574692681,2365353786,0,227905979,,tertiary,True,21.445999999999998,"LINESTRING (34.7760042 32.0603913, 34.77604 32.060453, 34.7761024 32.0604914, 34.7761659 32.060515)",,,,,,,,,
1574692681,1574692718,0,227905985,שביל עכו,residential,True,228.22400000000005,"LINESTRING (34.7760042 32.0603913, 34.7760493 32.0603714, 34.7761157 32.0603084, 34.7762089 32.0601669, 34.7763484 32.0600748, 34.77653 32.0599568, 34.7767632 32.0598149, 34.7769827 32.0597408, 34.7772998 32.0596874, 34.7781048 32.0595241)",,,,,,,,,
1574692681,2365353763,0,334262985,צ'לנוב,tertiary,True,13.248999999999999,"LINESTRING (34.7760042 32.0603913, 34.776001 32.0604567, 34.7759943 32.0605101)",,,,,,,,,
1574692685,3725505595,0,229815725,שוקן זלמן,tertiary,True,186.976,"LINESTRING (34.7717041 32.0508309, 34.7718917 32.0510765, 34.7720401 32.0512707, 34.7720816 32.0513316, 34.7721877 32.0515197, 34.7722607 32.0516906, 34.7723126 32.0518271, 34.7723295 32.051892, 34.7723461 32.0519742, 34.772352 32.052086, 34.7723491 32.0523778)",,,,,,,,,
1574692706,1683208868,0,195998887,לוינסקי,tertiary,True,13.986,"LINESTRING (34.7773513 32.0578358, 34.7772208 32.0578957)",50,,,,,,,,
1574692706,1574692790,0,143905207,,secondary_link,True,21.634,"LINESTRING (34.7773513 32.0578358, 34.7773369 32.0578512, 34.7772956 32.0578954, 34.7772874 32.0579168, 34.7772771 32.0579434, 34.7772821 32.0580113)",,,,,,,,,
1574692708,4134443793,0,131744746,קיבוץ גלויות,secondary,True,114.212,"LINESTRING (34.7731696 32.0497225, 34.7721685 32.0503013)",,3,,,,,,,
1574692716,1574692724,0,229815725,שוקן זלמן,tertiary,True,10.707,"LINESTRING (34.7714659 32.0506671, 34.7715757 32.0506918)",,,,,,,,,
1574692716,1953544982,0,244256907,,secondary_link,True,54.67,"LINESTRING (34.7714659 32.0506671, 34.7714886 32.0506343, 34.7715184 32.0506016, 34.7716616 32.0505041, 34.7718823 32.0503284)",,2,,,,,,,
1574692718,681577141,0,30621332,שדרות הר ציון,secondary,True,58.664,"LINESTRING (34.7781048 32.0595241, 34.7777881 32.0590699)",,,,,,,,,
1574692724,268217769,0,131744746,קיבוץ גלויות,secondary,True,11.2,"LINESTRING (34.7715757 32.0506918, 34.7714806 32.0507522)",,3,,,,,,,
1574692724,1574692685,0,229815725,שוקן זלמן,tertiary,True,19.639,"LINESTRING (34.7715757 32.0506918, 34.7717041 32.0508309)",,,,,,,,,
1574692726,1574692929,0,143905175,שערי תשובה,residential,False,26.322,"LINESTRING (34.7722426 32.0540845, 34.7725219 32.0540837)",,,,,,,,,
1574692726,2469958094,0,229815725,שוקן זלמן,tertiary,True,76.217,"LINESTRING (34.7722426 32.0540845, 34.7722051 32.0547692)",,,,,,,,,
1574692729,1571764151,0,96813754,לוינסקי,tertiary,False,173.059,"LINESTRING (34.7753735 32.058608, 34.7770114 32.0579042)",50,,,,,,,,
1574692729,2469958101,0,96813754,לוינסקי,tertiary,False,185.022,"LINESTRING (34.7753735 32.058608, 34.7753477 32.0586192, 34.7736271 32.0593683)",50,,,,,,,,
1574692729,681517402,0,228126498,צ'לנוב,tertiary,True,81.83000000000001,"LINESTRING (34.7753735 32.058608, 34.7753918 32.0586612, 34.775634 32.05931)",,,,,,,,,
1574692732,1574692654,0,143905176,שמעון בר יוחאי,residential,True,64.016,"LINESTRING (34.7729398 32.053132, 34.772283 32.0532788)",,,,,,,,,
1574692732,1574692656,0,143905181,ראשית חכמה,residential,True,85.812,"LINESTRING (34.7729398 32.053132, 34.7731821 32.0538759)",,,,,,,,,
1574692739,1574692546,0,143905200,מאור הגולה,residential,False,36.443,"LINESTRING (34.7736604 32.050465, 34.7732876 32.050552)",,,,,,,,,
1574692739,1574692777,0,212765579,שדרות הר ציון,secondary,True,78.115,"LINESTRING (34.7736604 32.050465, 34.7734523 32.049785)",,,,,,,,,
1574692741,4134443836,0,143905178,מסילת עולם,residential,True,9.444,"LINESTRING (34.7727705 32.0562919, 34.7728611 32.0562556)",,,,,,,,,
1574692741,286643465,0,229580550,העלייה,tertiary,True,32.896,"LINESTRING (34.7727705 32.0562919, 34.772668 32.0560091)",,,,,,,,,
1574692746,2469958101,0,96813754,לוינסקי,tertiary,False,7.294,"LINESTRING (34.7735596 32.0594004, 34.7736271 32.0593683)",50,,,,,,,,
1574692746,1571764097,0,229580550,העלייה,tertiary,True,68.755,"LINESTRING (34.7735596 32.0594004, 34.7734078 32.0587956)",,,,,,,,,
1574692749,1574692813,0,143905210,,residential,True,31.598,"LINESTRING (34.7725742 32.0505856, 34.7728565 32.0504323)",,,,,,,,,
1574692749,1574692603,0,143905190,שביל המרץ,residential,True,195.387,"LINESTRING (34.7725742 32.0505856, 34.7727184 32.0510771, 34.7728985 32.0516908, 34.7730746 32.0522908)",,,,,,,,,
1574692751,4134443837,0,143905181,ראשית חכמה,residential,True,6.314,"LINESTRING (34.7734041 32.0548148, 34.7733857 32.0548694)",,,,,,,,,
1574692751,7276228507,0,212763887,שלמה,tertiary,True,27.432,"LINESTRING (34.7734041 32.0548148, 34.7736948 32.0548274)",,,,,,,,,
1574692753,549271108,0,212765579,שדרות הר ציון,secondary,True,71.066,"LINESTRING (34.7762956 32.0567262, 34.7759691 32.0561501)",,,,,,,,,
1574692755,5933619196,0,184553392,לבון,secondary,True,616.088,"LINESTRING (34.7732625 32.0492479, 34.7729739 32.0484679, 34.7726274 32.0473999, 34.7720384 32.0457106, 34.7719394 32.0453776, 34.7718544 32.0450763, 34.7716854 32.0443988, 34.771605 32.0440772, 34.7715625 32.0439013)",70,,,,,,,,
1574692777,286544728,0,212765579,שדרות הר ציון,secondary,True,21.128,"LINESTRING (34.7734523 32.049785, 34.7733891 32.0496027)",,,,,,,,,
1574692777,1574692708,0,143905205,,secondary_link,True,27.981,"LINESTRING (34.7734523 32.049785, 34.7733547 32.0497436, 34.7732792 32.0497269, 34.7731696 32.0497225)",,,,,,,,,
1574692781,1574692788,0,143905186,שביל האור,residential,False,71.179,"LINESTRING (34.7765523 32.0616587, 34.775915 32.0620023)",,,,,,,,,
1574692781,282458259,0,43138484,החשמל,residential,True,105.988,"LINESTRING (34.7765523 32.0616587, 34.7764886 32.0616015, 34.7764098 32.0615489, 34.7763162 32.0615012, 34.776186 32.0614424, 34.7759575 32.0613517, 34.7755585 32.0612339)",,,,,,,,,
1574692788,1574692781,0,143905186,שביל האור,residential,False,71.179,"LINESTRING (34.775915 32.0620023, 34.7765523 32.0616587)",,,,,,,,,
1574692788,540454491,0,43142158,לבונטין,residential,True,104.292,"LINESTRING (34.775915 32.0620023, 34.7760857 32.0621785, 34.7761296 32.0622238, 34.7762122 32.0623091, 34.7762284 32.0623257, 34.7763651 32.0624668, 34.7763991 32.0625019, 34.7764582 32.0625785, 34.7764836 32.0626478, 34.7764707 32.0627747)",,,,,,,,,
1574692790,2142261185,0,195998891,שדרות הר ציון,secondary,True,49.419,"LINESTRING (34.7772821 32.0580113, 34.7775126 32.0584105)",50,,,,,,,,
1574692795,1574692751,0,212763887,שלמה,tertiary,True,35.269,"LINESTRING (34.7730302 32.0548013, 34.7734041 32.0548148)",,,,,,,,,
1574692796,1574692724,0,131744746,קיבוץ גלויות,secondary,True,17.279,"LINESTRING (34.7717136 32.0505894, 34.7715757 32.0506918)",,3,,,,,,,
1574692796,1574692685,0,143905193,,secondary_link,True,27.717,"LINESTRING (34.7717136 32.0505894, 34.7716849 32.0506592, 34.7716749 32.0507245, 34.7716849 32.0507777, 34.7717041 32.0508309)",,,,,,,,,
1574692797,1574692603,0,368703359,העמל,residential,False,32.249,"LINESTRING (34.773409 32.0522293, 34.7730746 32.0522908)",,,,,,,,,
1574692797,1574692813,0,143905173,שביל המפעל,residential,True,206.516,"LINESTRING (34.773409 32.0522293, 34.7732357 32.0516146, 34.7730456 32.0510057, 34.7728565 32.0504323)",,,,,,,,,
1574692800,549270589,0,131744171,הקונגרס,residential,True,103.15,"LINESTRING (34.7755841 32.0563175, 34.7746302 32.0567724)",,,,,,,,,
1574692800,2470035528,0,143905212,חזונוביץ,residential,False,191.02399999999997,"LINESTRING (34.7755841 32.0563175, 34.7749855 32.0557558, 34.7743959 32.0551932, 34.7743267 32.0550768, 34.7743018 32.0550015)",,,,,,,,,
1574692809,3854246820,0,43138528,החשמל,residential,True,65.627,"LINESTRING (34.7776701 32.0627143, 34.7777815 32.0632969)",,,,,,,,,
1574692809,540418426,0,362452232,מקוה ישראל,tertiary,True,18.064,"LINESTRING (34.7776701 32.0627143, 34.777725 32.0627104, 34.7778612 32.0627016)",,,,,,,,,
1574692813,1574692585,0,143905210,,residential,True,48.68,"LINESTRING (34.7728565 32.0504323, 34.7730295 32.0503337, 34.7730968 32.0503344, 34.7731642 32.0503788, 34.7732676 32.0504771)",,,,,,,,,
1574692820,4134443792,0,411847439,התנופה,residential,False,24.902,"LINESTRING (34.7723501 32.0506281, 34.7722026 32.0504423)",,,,,,,,,
1574692820,1574692585,0,411847438,התנופה,residential,True,118.006,"LINESTRING (34.7723501 32.0506281, 34.7730327 32.050244, 34.7730872 32.0502307, 34.7731421 32.0502445, 34.7731953 32.050278, 34.773235 32.0503168, 34.7732676 32.0504771)",,,,,,,,,
1574692830,338659016,0,131744746,קיבוץ גלויות,secondary,True,21.774,"LINESTRING (34.7737077 32.0494412, 34.773511 32.0495439)",,3,,,,,,,
1574692830,1574692870,0,143905208,,secondary_link,True,34.199,"LINESTRING (34.7737077 32.0494412, 34.7736322 32.049581, 34.7735762 32.0497273)",,,,,,,,,
1574692851,1574692856,0,143905176,שמעון בר יוחאי,residential,True,67.273,"LINESTRING (34.774492 32.0528349, 34.7737953 32.0529666)",,,,,,,,,
1574692851,1574692853,0,212765579,שדרות הר ציון,secondary,True,71.887,"LINESTRING (34.774492 32.0528349, 34.7742878 32.052212)",,,,,,,,,
1574692853,1574692600,0,143905199,סמטת הר ציון,residential,False,113.64200000000001,"LINESTRING (34.7742878 32.052212, 34.7739716 32.0522994, 34.773754 32.0524025, 34.7736315 32.0524829, 34.7735096 32.0525789, 34.773297 32.0527614)",,,,,,,,,
1574692853,1574692739,0,212765579,שדרות הר ציון,secondary,True,203.185,"LINESTRING (34.7742878 32.052212, 34.7739788 32.0514466, 34.7738811 32.0511837, 34.7737071 32.0506048, 34.7736604 32.050465)",,,,,,,,,
1574692856,1574692653,0,143905176,שמעון בר יוחאי,residential,True,28.342,"LINESTRING (34.7737953 32.0529666, 34.773502 32.0530229)",,,,,,,,,
1574692863,1950487594,0,182815945,קיבוץ גלויות,secondary,True,182.39499999999998,"LINESTRING (34.7737817 32.0492643, 34.7742321 32.0490884, 34.775235 32.0487279, 34.7755538 32.0486055)",,3,,,,,,,
1574692870,1568022419,0,5051304,שדרות הר ציון,secondary,True,78.005,"LINESTRING (34.7735762 32.0497273, 34.7737833 32.0504065)",50,,,,,,,,
1574692874,540421708,0,228126498,צ'לנוב,tertiary,True,81.965,"LINESTRING (34.774871 32.0573707, 34.7751687 32.0580633)",,,,,,,,,
1574692874,1574692753,0,754926420,וולפסון,residential,True,152.185,"LINESTRING (34.774871 32.0573707, 34.7762956 32.0567262)",,,,,,,,,
1574692885,1574692795,0,143905177,מולדת,residential,True,143.168,"LINESTRING (34.7735324 32.0559866, 34.7729868 32.0548549, 34.7730302 32.0548013)",,,,,,,,,
1574692885,1574692580,0,143905178,מסילת עולם,residential,True,67.278,"LINESTRING (34.7735324 32.0559866, 34.7741515 32.0557386, 34.7741778 32.055728)",,,,,,,,,
1574692888,939855195,0,246428099,השפלה,residential,True,61.889,"LINESTRING (34.7784295 32.062669, 34.7788699 32.0622561)",,,,,,,,,
1574692888,1234762966,0,719605214,מנחם בגין,secondary,True,84.255,"LINESTRING (34.7784295 32.062669, 34.7787028 32.0628371, 34.7790669 32.063014, 34.7791883 32.0630673)",,,,,,,,,
1574692892,1574692643,0,43520283,חזקיהו המלך,residential,True,81.859,"LINESTRING (34.7741604 32.0541895, 34.77333 32.0544054)",,,,,,,,,
1574692892,2133458882,0,143905206,אליקום,residential,True,45.408,"LINESTRING (34.7741604 32.0541895, 34.7740409 32.0537939)",,,,,,,,,
1574692912,1574692660,0,719600431,,secondary_link,True,55.662000000000006,"LINESTRING (34.7771797 32.0605041, 34.7771686 32.0605659, 34.7771649 32.0605875, 34.7771634 32.060615, 34.7771649 32.0606375, 34.7771734 32.0606755, 34.7771901 32.0607357, 34.777207 32.0607768, 34.777299 32.0609848)",,,,,,,,,
1574692912,282458212,0,719605212,השומרון,secondary,True,31.759,"LINESTRING (34.7771797 32.0605041, 34.7771602 32.0605225, 34.7771206 32.0605741, 34.7769942 32.0607422)",,,,,,,,,
1574692916,4134443842,0,143905179,שיבת ציון,residential,False,29.005,"LINESTRING (34.7743427 32.0561086, 34.7746129 32.0559837)",,,,,,,,,
1574692916,1574692678,0,228126498,צ'לנוב,tertiary,True,18.559,"LINESTRING (34.7743427 32.0561086, 34.7744105 32.0562653)",,,,,,,,,
1574692918,549271109,0,229580550,העלייה,tertiary,True,73.285,"LINESTRING (34.7732269 32.0580503, 34.7730573 32.0574071)",,,,,,,,,
1574692918,2469958099,0,548964386,וולפסון,residential,True,7.985,"LINESTRING (34.7732269 32.0580503, 34.7733101 32.0580367)",,,,,,,,,
1574692929,1574692726,0,143905175,שערי תשובה,residential,False,26.322,"LINESTRING (34.7725219 32.0540837, 34.7722426 32.0540845)",,,,,,,,,
1574692929,1574692656,0,143905175,שערי תשובה,residential,False,83.951,"LINESTRING (34.7725219 32.0540837, 34.7725292 32.0538822, 34.7731821 32.0538759)",,,,,,,,,
1574692929,1574692632,0,411847447,שערי תשובה,residential,True,96.876,"LINESTRING (34.7725219 32.0540837, 34.7725135 32.0542947, 34.773292 32.0543141)",,,,,,,,,
1574697984,1627609,0,"[96864577, 139744098, 762625686]",,motorway,True,277.568,"LINESTRING (34.7845235 32.0549976, 34.7844566 32.0547237, 34.7844125 32.0545158, 34.7843758 32.0542817, 34.7843353 32.0539121, 34.7842841 32.0533665, 34.7842245 32.0525174)",90,3,1,,,,,,
1575610956,1575611063,0,143981938,צבי פרייגרזון,tertiary,True,114.82300000000001,"LINESTRING (34.7705895 32.0405127, 34.7706671 32.0405695, 34.7707395 32.0406377, 34.7708079 32.0407048, 34.7708446 32.0407604, 34.7708857 32.0408406, 34.7710071 32.0412313, 34.7710812 32.0414318)",,,,,,,,,
1575610956,1933349731,0,266451092,פאול צלאן,residential,False,346.086,"LINESTRING (34.7705895 32.0405127, 34.7706421 32.0404307, 34.7707234 32.0403445, 34.7708067 32.0402911, 34.770884 32.0402825, 34.7709998 32.0402963, 34.7711929 32.0402946, 34.7712855 32.0402806, 34.7719829 32.0400987, 34.7721475 32.040102, 34.772257 32.040394, 34.7724159 32.0407282, 34.7727001 32.0410745, 34.7730676 32.041408, 34.773155 32.0414873)",,,,,,,,,
1575610981,1575610956,0,143981938,צבי פרייגרזון,tertiary,True,52.097,"LINESTRING (34.7700566 32.0404405, 34.7702325 32.0404248, 34.7703621 32.0404353, 34.7704845 32.0404691, 34.7705895 32.0405127)",,,,,,,,,
1575610986,1575611068,0,387688457,3846,residential,False,233.717,"LINESTRING (34.7733878 32.0384003, 34.7735165 32.0386822, 34.7736453 32.0388914, 34.773774 32.0390824, 34.7740315 32.0393098, 34.7744499 32.0396735, 34.7747954 32.0401037)",,,,,,,,,
1575611010,1575611151,0,28996025,תל גיבורים,tertiary,True,60.211,"LINESTRING (34.7696875 32.0399253, 34.7697511 32.0404641)",,2,,,,,,,
1575611010,1575610981,0,143981949,,tertiary_link,True,70.44,"LINESTRING (34.7696875 32.0399253, 34.7697604 32.0401606, 34.7698282 32.0402836, 34.7698992 32.0403647, 34.7700566 32.0404405)",,,,,,,,,
1575611019,1575611413,0,143981948,,residential,False,134.023,"LINESTRING (34.7705232 32.038946, 34.7710382 32.0388823, 34.771124 32.0389278, 34.7711562 32.0390187, 34.7711776 32.0392006, 34.7711991 32.0396008)",,,,,,,,,
1575611030,1575611073,0,143981979,פרץ מרקיש,residential,False,144.41,"LINESTRING (34.7711985 32.0397161, 34.7696753 32.0398557)",,,,,,,,,
1575611063,1575611573,0,143981932,,residential,False,14.725,"LINESTRING (34.7710812 32.0414318, 34.7709332 32.0414742)",,,,,,,,,
1575611063,1575611238,0,143981938,צבי פרייגרזון,tertiary,True,88.416,"LINESTRING (34.7710812 32.0414318, 34.7711162 32.0415016, 34.7714207 32.042173)",,,,,,,,,
1575611068,1575611198,0,684776795,,residential,False,178.523,"LINESTRING (34.7747954 32.0401037, 34.7763704 32.039212)",,,,,,,,,
1575611068,1575610986,0,387688457,3846,residential,False,233.71699999999998,"LINESTRING (34.7747954 32.0401037, 34.7744499 32.0396735, 34.7740315 32.0393098, 34.773774 32.0390824, 34.7736453 32.0388914, 34.7735165 32.0386822, 34.7733878 32.0384003)",,,,,,,,,
1575611068,1933709165,0,387688457,3846,residential,False,54.567,"LINESTRING (34.7747954 32.0401037, 34.7748086 32.0402065, 34.7747944 32.0402802, 34.7747704 32.0403508, 34.7747392 32.0403912, 34.774703 32.0404242, 34.7746865 32.0404717, 34.7746773 32.0405136, 34.7747052 32.0405618)",,,,,,,,,
1575611073,1575611010,0,28996025,תל גיבורים,tertiary,True,7.824,"LINESTRING (34.7696753 32.0398557, 34.7696875 32.0399253)",,2,,,,,,,
1575611073,1575611030,0,143981979,פרץ מרקיש,residential,False,144.41,"LINESTRING (34.7696753 32.0398557, 34.7711985 32.0397161)",,,,,,,,,
1575611075,390266211,0,41801903,לבון,secondary,True,59.647,"LINESTRING (34.7716202 32.0426694, 34.7716581 32.0428071, 34.7716886 32.0430071, 34.7717042 32.0432)",,,,,,,,,
1575611075,515877404,0,212352366,בן צבי,secondary,True,75.46799999999999,"LINESTRING (34.7716202 32.0426694, 34.7714921 32.0427423, 34.7709516 32.0430428)",,3,,,,,,,
1575611097,1575611075,0,684777879,בן צבי,secondary,True,38.804,"LINESTRING (34.7719532 32.0424642, 34.7716202 32.0426694)",,3,,,,,,,
