u,v,key,osmid,oneway,name,highway,length,geometry,bridge,width,access,tunnel,lanes,maxspeed
744759651,744759689,0,59917031,False,,path,84.064,"LINESTRING (34.813631 32.0486272, 34.8135874 32.0493823)",,,,,,
744759651,744759691,0,59917031,False,,path,33.598,"LINESTRING (34.813631 32.0486272, 34.8137358 32.0483384)",,,,,,
744759655,744759691,0,59917031,False,,path,42.278,"LINESTRING (34.8137883 32.0479608, 34.8137358 32.0483384)",,,,,,
744759655,744759696,0,59917031,False,,path,144.185,"LINESTRING (34.8137883 32.0479608, 34.8136136 32.0466726)",,,,,,
744759689,2696447939,0,59917031,False,,path,8.192,"LINESTRING (34.8135874 32.0493823, 34.8136272 32.0494478)",,,,,,
744759689,744759651,0,59917031,False,,path,84.064,"LINESTRING (34.8135874 32.0493823, 34.813631 32.0486272)",,,,,,
744759691,744759651,0,59917031,False,,path,33.598,"LINESTRING (34.8137358 32.0483384, 34.813631 32.0486272)",,,,,,
744759691,744759655,0,59917031,False,,path,42.278,"LINESTRING (34.8137358 32.0483384, 34.8137883 32.0479608)",,,,,,
744759696,744759655,0,59917031,False,,path,144.185,"LINESTRING (34.8136136 32.0466726, 34.8137883 32.0479608)",,,,,,
744759696,2131481202,0,59917031,False,,path,94.003,"LINESTRING (34.8136136 32.0466726, 34.8134388 32.0458403)",,,,,,
919016566,1191433496,0,41698487,False,,path,5.265,"LINESTRING (34.7770363 32.107946, 34.7770286 32.1078991)",,,,,,
919016566,919016633,0,41698487,False,,path,45.66,"LINESTRING (34.7770363 32.107946, 34.7771987 32.1083329)",,,,,,
919016578,513062999,0,41698487,False,,path,47.747,"LINESTRING (34.7825717 32.1205195, 34.782356 32.1201309)",,,,,,
919016578,1064535579,0,41698487,False,,path,26.527,"LINESTRING (34.7825717 32.1205195, 34.7826895 32.1207362)",,,,,,
919016579,3665177987,0,41698487,False,,path,10.494,"LINESTRING (34.7769824 32.1076169, 34.7769756 32.1075227)",,,,,,
919016579,1191505923,0,41698487,False,,path,22.329,"LINESTRING (34.7769824 32.1076169, 34.777015 32.1078158)",,,,,,
919016596,513062673,0,41698487,False,,path,142.86,"LINESTRING (34.7809361 32.1156441, 34.7803884 32.114446)",,,,,,
919016596,513062672,0,41698487,False,,path,20.569,"LINESTRING (34.7809361 32.1156441, 34.7809879 32.1158238)",,,,,,
919016603,919016657,0,41698487,False,,path,35.569,"LINESTRING (34.7822898 32.1199053, 34.7822773 32.1195856)",,,,,,
919016603,513062999,0,41698487,False,,path,25.849,"LINESTRING (34.7822898 32.1199053, 34.782356 32.1201309)",,,,,,
919016610,919016633,0,41698487,False,,path,28.684,"LINESTRING (34.7773722 32.1085449, 34.7771987 32.1083329)",,,,,,
919016610,1152358646,0,41698487,False,,path,20.951,"LINESTRING (34.7773722 32.1085449, 34.7775432 32.1086654)",,,,,,
919016617,513062670,0,41698487,False,,path,17.668,"LINESTRING (34.7810829 32.1165356, 34.7809971 32.1163943)",,,,,,
919016617,4672139571,0,41698487,False,,path,22.124,"LINESTRING (34.7810829 32.1165356, 34.7812497 32.1166757)",,,,,,
919016626,1191433361,0,41698487,False,,path,6.599,"LINESTRING (34.7828323 32.1212491, 34.7828372 32.1211899)",,,,,,
919016626,1747121236,0,41698487,False,,path,13.19,"LINESTRING (34.7828323 32.1212491, 34.7828616 32.1213651)",,,,,,
919016629,4849336160,0,41698487,False,,path,15.703,"LINESTRING (34.7769523 32.1072012, 34.7769109 32.1070644)",,,,,,
919016629,3665177987,0,41698487,False,,path,35.817,"LINESTRING (34.7769523 32.1072012, 34.7769756 32.1075227)",,,,,,
919016632,358530813,0,121665910,False,,path,22.074,"LINESTRING (34.82522 32.1059016, 34.8251338 32.105717)",,,,,,
919016632,358530811,0,121665910,False,,path,25.95,"LINESTRING (34.82522 32.1059016, 34.8253942 32.1060824)",,,,,,
919016633,919016566,0,41698487,False,,path,45.66,"LINESTRING (34.7771987 32.1083329, 34.7770363 32.107946)",,,,,,
919016633,919016610,0,41698487,False,,path,28.684,"LINESTRING (34.7771987 32.1083329, 34.7773722 32.1085449)",,,,,,
919016646,513062998,0,41698487,False,,path,22.653,"LINESTRING (34.7828453 32.1210917, 34.7827814 32.1208953)",,,,,,
919016646,1191433361,0,41698487,False,,path,10.946,"LINESTRING (34.7828453 32.1210917, 34.7828372 32.1211899)",,,,,,
919016652,1152358646,0,41698487,False,,path,17.256,"LINESTRING (34.777684 32.1087647, 34.7775432 32.1086654)",,,,,,
919016652,1195881129,0,41698487,False,,path,19.028,"LINESTRING (34.777684 32.1087647, 34.7777584 32.1089238)",,,,,,
919016657,513063000,0,41698487,False,,path,52.869,"LINESTRING (34.7822773 32.1195856, 34.7822137 32.1191132)",,,,,,
919016657,919016603,0,41698487,False,,path,35.569,"LINESTRING (34.7822773 32.1195856, 34.7822898 32.1199053)",,,,,,
919016671,513062671,0,41698487,False,,path,23.244,"LINESTRING (34.7809441 32.1162178, 34.7809634 32.1160094)",,,,,,
919016671,513062670,0,41698487,False,,path,20.251,"LINESTRING (34.7809441 32.1162178, 34.7809971 32.1163943)",,,,,,
962968450,962968451,0,295080170,False,,path,16.878,"LINESTRING (34.8439172 32.1085888, 34.843738 32.1085895)",,,,,,
962968450,381450682,0,295080170,False,,path,16.44,"LINESTRING (34.8439172 32.1085888, 34.8440911 32.1086015)",,,,,,
962968451,381450685,0,295080170,False,,path,25.915,"LINESTRING (34.843738 32.1085895, 34.8434662 32.1086257)",,,,,,
962968451,962968450,0,295080170,False,,path,16.878,"LINESTRING (34.843738 32.1085895, 34.8439172 32.1085888)",,,,,,
979309526,381415126,0,83019950,False,,path,28.872,"LINESTRING (34.8004662 32.0997208, 34.800161 32.0996968)",,,,,,
979309534,358530825,0,121665910,False,,path,10.11,"LINESTRING (34.823403 32.1044771, 34.82331 32.1044317)",,,,,,
979309534,979309584,0,121665910,False,,path,13.401,"LINESTRING (34.823403 32.1044771, 34.8235439 32.1044938)",,,,,,
979309552,358530819,0,121665910,False,,path,18.881,"LINESTRING (34.8249917 32.1051465, 34.824831 32.105045)",,,,,,
979309552,358530815,0,121665910,False,,path,12.335,"LINESTRING (34.8249917 32.1051465, 34.8250883 32.1052214)",,,,,,
979309556,358530833,0,121665910,False,,path,10.83,"LINESTRING (34.8227142 32.1032074, 34.822807 32.1031499)",,,,,,
979309556,358530831,0,121665910,False,,path,23.141,"LINESTRING (34.8227142 32.1032074, 34.8226071 32.1033947)",,,,,,
979309584,979309534,0,121665910,False,,path,13.401,"LINESTRING (34.8235439 32.1044938, 34.823403 32.1044771)",,,,,,
979309584,2352555488,0,121665910,False,,path,18.922,"LINESTRING (34.8235439 32.1044938, 34.8237328 32.1045517)",,,,,,
979309587,358518762,0,83019950,False,,path,74.813,"LINESTRING (34.7871185 32.0962175, 34.7879044 32.0963145)",,,,,,
979309587,358518765,0,83019950,False,,path,36.345,"LINESTRING (34.7871185 32.0962175, 34.7867376 32.0961654)",,,,,,
979309587,5940312069,0,84193621,False,,path,23.085,"LINESTRING (34.7871185 32.0962175, 34.7871825 32.0960171)",,,,,,
979309593,358530836,0,121665910,False,,path,10.924,"LINESTRING (34.823585 32.1025975, 34.8235509 32.1025036)",,,,,,
979309593,358530835,0,121665910,False,,path,9.544,"LINESTRING (34.823585 32.1025975, 34.8235823 32.1026833)",,,,,,
979309603,358530815,0,121665910,False,,path,10.508,"LINESTRING (34.8251234 32.1053111, 34.8250883 32.1052214)",,,,,,
979309603,1154542010,0,121665910,False,,path,19.408,"LINESTRING (34.8251234 32.1053111, 34.8251279 32.1054856)",,,,,,
979309628,358530830,0,121665910,False,,path,11.707,"LINESTRING (34.8225763 32.1036229, 34.822569 32.1035178)",,,,,,
979309628,358530829,0,121665910,False,,path,12.992,"LINESTRING (34.8225763 32.1036229, 34.822606 32.103737)",,,,,,
979309635,358530835,0,121665910,False,,path,10.06,"LINESTRING (34.8235409 32.1027667, 34.8235823 32.1026833)",,,,,,
979309635,358530834,0,121665910,False,,path,8.993,"LINESTRING (34.8235409 32.1027667, 34.8234727 32.1028233)",,,,,,
979309679,358530837,0,121665910,False,,path,10.194,"LINESTRING (34.8234989 32.1024006, 34.8234339 32.1023273)",,,,,,
979309679,358530836,0,121665910,False,,path,12.456,"LINESTRING (34.8234989 32.1024006, 34.8235509 32.1025036)",,,,,,
984158826,984158853,0,354955113,True,נווה שאנן,pedestrian,18.185,"LINESTRING (34.7798376 32.0586663, 34.7797172 32.0587941)",,,,,,
984158840,4475742659,0,354955113,True,נווה שאנן,pedestrian,12.063,"LINESTRING (34.7802863 32.05804, 34.7802269 32.0581361)",,,,,,
984158852,2225805229,0,354955113,True,נווה שאנן,pedestrian,17.155,"LINESTRING (34.7785088 32.0595141, 34.7784476 32.0596594)",,,,,,
984158853,984158858,0,354955113,True,נווה שאנן,pedestrian,52.673,"LINESTRING (34.7797172 32.0587941, 34.7792813 32.0590906)",,,,,,
984158858,4475742660,0,354955113,True,נווה שאנן,pedestrian,42.074,"LINESTRING (34.7792813 32.0590906, 34.7789131 32.0593046)",,,,,,
984158867,984203775,0,84736734,True,נווה שאנן,pedestrian,48.156,"LINESTRING (34.7803421 32.0579397, 34.7805209 32.057534)",,,,,,
984158867,984158840,0,354955113,True,נווה שאנן,pedestrian,12.33,"LINESTRING (34.7803421 32.0579397, 34.7802863 32.05804)",,,,,,
984203775,984203777,0,84736734,True,נווה שאנן,pedestrian,33.149,"LINESTRING (34.7805209 32.057534, 34.7806256 32.0572494)",,,,,,
984203777,2122980943,0,84736734,True,נווה שאנן,pedestrian,24.197,"LINESTRING (34.7806256 32.0572494, 34.780686 32.0570379)",,,,,,
985869970,4665011114,0,41698375,False,,path,121.98,"LINESTRING (34.7889549 32.110506, 34.7892164 32.1115804)",,,,,,
985869970,6337907154,0,41698375,False,,path,13.44,"LINESTRING (34.7889549 32.110506, 34.7889399 32.1103858)",,,,,,
985870028,6337907155,0,41698375,False,,path,5.833,"LINESTRING (34.788916 32.11026, 34.7889242 32.110312)",,,,,,
985870028,1758359949,0,41698375,False,,path,66.102,"LINESTRING (34.788916 32.11026, 34.7888022 32.1096734)",,,,,,
989012078,989012103,0,103264248,False,,path,84.508,"LINESTRING (34.8154673 32.1048811, 34.8147674 32.1053566)",,,,,,
989012078,2821360862,0,103264248,False,,path,28.467,"LINESTRING (34.8154673 32.1048811, 34.8155569 32.1046366)",,,,,,
989012088,989012141,0,85298240,False,,path,25.351,"LINESTRING (34.8151169 32.104141, 34.815279 32.104323)",,,,,,
989012088,1142790706,0,85298240,False,,path,33.847,"LINESTRING (34.8151169 32.104141, 34.8149097 32.1038923)",,,,,,
989012099,1142790701,0,85298236,False,,path,56.828,"LINESTRING (34.812233 32.1020928, 34.8119024 32.1025203)",,,,,,
989012099,989012135,0,85298236,False,,path,117.331,"LINESTRING (34.812233 32.1020928, 34.8127197 32.1011215)",,,,,,
989012103,3910502892,0,103264248,False,,path,87.852,"LINESTRING (34.8147674 32.1053566, 34.8140336 32.1058443)",,,,,,
989012103,989012078,0,103264248,False,,path,84.508,"LINESTRING (34.8147674 32.1053566, 34.8154673 32.1048811)",,,,,,
989012104,2821360862,0,85298240,False,,path,19.618,"LINESTRING (34.8154379 32.1044918, 34.8155569 32.1046366)",,,,,,
989012104,989012141,0,85298240,False,,path,24.007,"LINESTRING (34.8154379 32.1044918, 34.815279 32.104323)",,,,,,
989012105,1142790638,0,85298236,False,,path,45.409,"LINESTRING (34.8110509 32.1035774, 34.8113211 32.1032392)",,,,,,
989012107,1142790706,0,85298240,False,,path,25.295,"LINESTRING (34.8147486 32.1037103, 34.8149097 32.1038923)",,,,,,
989012107,5140708442,0,85298240,False,,path,6.954,"LINESTRING (34.8147486 32.1037103, 34.8147535 32.1036479)",,,,,,
989012134,989012101,0,103264248,False,,path,40.449,"LINESTRING (34.8138792 32.1060443, 34.8135734 32.1062997)",,,,,,
989012134,3910502892,0,103264248,False,,path,26.572,"LINESTRING (34.8138792 32.1060443, 34.8140336 32.1058443)",,,,,,
989012135,989012099,0,85298236,False,,path,117.331,"LINESTRING (34.8127197 32.1011215, 34.812233 32.1020928)",,,,,,
989012135,989012075,0,85298236,False,,path,32.175,"LINESTRING (34.8127197 32.1011215, 34.8128684 32.100861)",,,,,,
989012141,989012104,0,85298240,False,,path,24.007,"LINESTRING (34.815279 32.104323, 34.8154379 32.1044918)",,,,,,
989012141,989012088,0,85298240,False,,path,25.351,"LINESTRING (34.815279 32.104323, 34.8151169 32.104141)",,,,,,
989012147,5140708439,0,85298240,False,,path,8.518,"LINESTRING (34.814856 32.1034994, 34.8148429 32.1035752)",,,,,,
989012151,1142790638,0,85298236,False,,path,28.707,"LINESTRING (34.8115103 32.1030368, 34.8113211 32.1032392)",,,,,,
989012151,1142790701,0,85298236,False,,path,68.283,"LINESTRING (34.8115103 32.1030368, 34.8119024 32.1025203)",,,,,,
1001172790,1123298784,0,98847374,False,,path,8.869,"LINESTRING (34.7993889 32.1207293, 34.7993515 32.1206561)",,,,,,
1009135296,1758359988,0,472286756,False,,path,7.337,"LINESTRING (34.7897966 32.1149034, 34.7898038 32.1149691)",,,,,,
1009135296,1009135305,0,472286756,False,,path,6.755,"LINESTRING (34.7897966 32.1149034, 34.7897833 32.1148437)",,,,,,
1009135305,1009135296,0,472286756,False,,path,6.755,"LINESTRING (34.7897833 32.1148437, 34.7897966 32.1149034)",,,,,,
1009135305,409694581,0,472286756,False,,path,7.668,"LINESTRING (34.7897833 32.1148437, 34.7897561 32.1147787)",,,,,,
1062445902,681563501,0,91464597,False,,path,100.723,"LINESTRING (34.7606917 32.0598819, 34.7616187 32.0603328)",,,,,,
1064535579,919016578,0,41698487,False,,path,26.527,"LINESTRING (34.7826895 32.1207362, 34.7825717 32.1205195)",,,,,,
1064535579,513062998,0,41698487,False,,path,19.695,"LINESTRING (34.7826895 32.1207362, 34.7827814 32.1208953)",,,,,,
1104549398,4665011094,0,255459352,True,,path,5.747,"LINESTRING (34.7896949 32.1121706, 34.7897303 32.1121285)",,,,,,
1104820959,3564549006,0,264142614,False,,path,19.377,"LINESTRING (34.7943597 32.0807492, 34.7943289 32.0805769)",,,,,,
1104820959,1312216098,0,264142614,False,,path,30.615,"LINESTRING (34.7943597 32.0807492, 34.7944137 32.0810207)",,,,,,
1119340814,2698056272,0,116396567,False,,path,8.756,"LINESTRING (34.7889921 32.0772028, 34.7889221 32.077151)",,,,,,
1119340814,1119340816,0,264142615,False,,path,58.21,"LINESTRING (34.7889921 32.0772028, 34.7895772 32.0773709)",,,,,,
1119340816,1119348805,0,264142615,False,,path,7.196,"LINESTRING (34.7895772 32.0773709, 34.7896465 32.0773981)",,,,,,
1119340816,1119340814,0,264142615,False,,path,58.21,"LINESTRING (34.7895772 32.0773709, 34.7889921 32.0772028)",,,,,,
1119348805,1312216146,0,116396574,False,,path,44.982,"LINESTRING (34.7896465 32.0773981, 34.7901058 32.0775085)",,,,,,
1119348805,1119340816,0,264142615,False,,path,7.196,"LINESTRING (34.7896465 32.0773981, 34.7895772 32.0773709)",,,,,,
1122097511,4992413149,0,96841447,False,,path,10.337,"LINESTRING (34.7851657 32.0759214, 34.785273 32.0759408)",,,,,,
1122097511,3940602942,0,96841447,False,,path,23.517,"LINESTRING (34.7851657 32.0759214, 34.7849203 32.0758828)",,,,,,
1123298034,2288503801,0,96931662,False,,path,31.061,"LINESTRING (34.7975519 32.1080102, 34.797868 32.1079306)",,,,,,
1123298034,2288503803,0,219712421,False,,path,17.21,"LINESTRING (34.7975519 32.1080102, 34.7973758 32.1080515)",yes,,,,,
1123298035,1123298041,0,219712420,False,,path,74.068,"LINESTRING (34.7969653 32.1080439, 34.7961987 32.1081924)",,,,,,
1123298035,2288503800,0,219712420,False,,path,33.086,"LINESTRING (34.7969653 32.1080439, 34.7972823 32.1079157)",,,,,,
1123298037,1123298040,0,96931662,False,,path,112.809,"LINESTRING (34.7997406 32.1071714, 34.7986848 32.1076504)",,,,,,
1123298037,2133500407,0,96931662,False,,path,29.112,"LINESTRING (34.7997406 32.1071714, 34.7999847 32.1070108)",,,,,,
1123298039,1143495984,0,219712420,False,,path,7.409,"LINESTRING (34.7958484 32.1095436, 34.7958368 32.1096095)",,,,,,
1123298039,1123298044,0,219712420,False,,path,140.712,"LINESTRING (34.7958484 32.1095436, 34.7958838 32.1082785)",,,,,,
1123298040,289069637,0,96931662,False,,path,36.233,"LINESTRING (34.7986848 32.1076504, 34.7983318 32.1077799)",,,,,,
1123298040,1123298037,0,96931662,False,,path,112.809,"LINESTRING (34.7986848 32.1076504, 34.7997406 32.1071714)",,,,,,
1123298041,1123298044,0,219712420,False,,path,31.166,"LINESTRING (34.7961987 32.1081924, 34.7958838 32.1082785)",,,,,,
1123298041,1123298035,0,219712420,False,,path,74.068,"LINESTRING (34.7961987 32.1081924, 34.7969653 32.1080439)",,,,,,
1123298044,1123298039,0,219712420,False,,path,140.712,"LINESTRING (34.7958838 32.1082785, 34.7958484 32.1095436)",,,,,,
1123298044,1123298041,0,219712420,False,,path,31.166,"LINESTRING (34.7958838 32.1082785, 34.7961987 32.1081924)",,,,,,
1123298045,4392514562,0,98847157,False,,path,180.079,"LINESTRING (34.795439 32.1111323, 34.793568 32.1107988)",,,,,,
1123298045,498886203,0,219712420,False,,path,7.748,"LINESTRING (34.795439 32.1111323, 34.7954186 32.1111998)",,,,,,
1123298045,498886421,0,219712420,False,,path,45.013,"LINESTRING (34.795439 32.1111323, 34.7955409 32.1107368)",,,,,,
1123298775,1143503730,0,98847374,False,,path,8.746,"LINESTRING (34.7990653 32.1197555, 34.7991363 32.1198062)",,,,,,
1123298775,1125973348,0,98847374,False,,path,20.455,"LINESTRING (34.7990653 32.1197555, 34.798893 32.1196435)",,,,,,
1123298777,1123298786,0,98847374,False,,path,26.98,"LINESTRING (34.7983185 32.118738, 34.7984094 32.1189681)",,,,,,
1123298777,1143502766,0,98847374,False,,path,21.015,"LINESTRING (34.7983185 32.118738, 34.7983024 32.1185495)",,,,,,
1123298778,1143502773,0,98847374,False,,path,40.061,"LINESTRING (34.7977138 32.1178433, 34.7981195 32.1179516)",,,,,,
1123298778,1143502782,0,98847374,False,,path,5.586,"LINESTRING (34.7977138 32.1178433, 34.7977195 32.1177933)",,,,,,
1123298779,1143502766,0,98847374,False,,path,62.356,"LINESTRING (34.7982482 32.1179906, 34.7983024 32.1185495)",,,,,,
1123298779,1171797017,0,98847374,False,,path,6.011,"LINESTRING (34.7982482 32.1179906, 34.7981881 32.1179724)",,,,,,
1123298781,1143502753,0,98847374,False,,path,22.093,"LINESTRING (34.7985503 32.1193012, 34.7986927 32.1194591)",,,,,,
1123298781,1171796940,0,98847374,False,,path,11.566,"LINESTRING (34.7985503 32.1193012, 34.7985072 32.1192038)",,,,,,
1123298782,1125973348,0,98847374,False,,path,15.609,"LINESTRING (34.7987435 32.1195829, 34.798893 32.1196435)",,,,,,
1123298782,1143502749,0,98847374,False,,path,10.184,"LINESTRING (34.7987435 32.1195829, 34.7986892 32.1195037)",,,,,,
1123298784,1001172790,0,98847374,False,,path,8.869,"LINESTRING (34.7993515 32.1206561, 34.7993889 32.1207293)",,,,,,
1123298784,1133875881,0,98847374,False,,path,34.233,"LINESTRING (34.7993515 32.1206561, 34.7992987 32.1203515)",,,,,,
1123298785,1133875879,0,98847374,False,,path,40.799,"LINESTRING (34.7991742 32.1198333, 34.7991705 32.1202002)",,,,,,
1123298785,1143503730,0,98847374,False,,path,4.671,"LINESTRING (34.7991742 32.1198333, 34.7991363 32.1198062)",,,,,,
1123298786,1143502762,0,98847374,False,,path,18.98,"LINESTRING (34.7984094 32.1189681, 34.7984743 32.1191297)",,,,,,
1123298786,1123298777,0,98847374,False,,path,26.98,"LINESTRING (34.7984094 32.1189681, 34.7983185 32.118738)",,,,,,
1123299090,1750275777,0,30145946,False,,path,9.188,"LINESTRING (34.7938335 32.1394542, 34.7939262 32.1394284)",,,,,,
1123300276,1123300338,0,104032783,False,,path,69.049,"LINESTRING (34.8377375 32.1174982, 34.8380747 32.1169468)",,,,,,
1123300276,1856834478,0,104032783,False,,path,54.778,"LINESTRING (34.8377375 32.1174982, 34.837386 32.1178907)",,,,,,
1123300293,1123300358,0,104032785,False,,path,13.857,"LINESTRING (34.8268299 32.1189136, 34.8268275 32.118789)",,,,,,
1123300293,1123300342,0,104032785,False,,path,5.693,"LINESTRING (34.8268299 32.1189136, 34.8268234 32.1189645)",,,,,,
1123300297,7026122371,0,104032783,False,,path,42.925,"LINESTRING (34.8269205 32.1187364, 34.8273761 32.1187252)",,,,,,
1123300297,1123300301,0,104032783,False,,path,8.973,"LINESTRING (34.8269205 32.1187364, 34.8268253 32.1187332)",,,,,,
1123300299,1856834478,0,104032783,False,,path,46.685,"LINESTRING (34.8370644 32.1182102, 34.837386 32.1178907)",,,,,,
1123300299,1123300334,0,104032783,False,,path,51.489,"LINESTRING (34.8370644 32.1182102, 34.8366269 32.1184879)",,,,,,
1123300300,7026122365,0,104032783,False,,path,26.88,"LINESTRING (34.8315461 32.1186225, 34.8318314 32.1186295)",,,,,,
1123300300,7026122367,0,104032783,False,,path,4.089,"LINESTRING (34.8315461 32.1186225, 34.8315027 32.1186236)",,,,,,
1123300301,1123300302,0,96931984,False,,path,44.938,"LINESTRING (34.8268253 32.1187332, 34.8268319 32.1183291)",,,,,,
1123300301,1123300297,0,104032783,False,,path,8.973,"LINESTRING (34.8268253 32.1187332, 34.8269205 32.1187364)",,,,,,
1123300301,1123300358,0,104032785,False,,path,6.208,"LINESTRING (34.8268253 32.1187332, 34.8268275 32.118789)",,,,,,
1123300302,1123300301,0,96931984,False,,path,44.938,"LINESTRING (34.8268319 32.1183291, 34.8268253 32.1187332)",,,,,,
1123300313,1123300342,0,48399911,False,,path,50.806,"LINESTRING (34.8262841 32.1189529, 34.8268234 32.1189645)",,,,,,
1123300313,1187231323,0,48399911,False,,path,70.779,"LINESTRING (34.8262841 32.1189529, 34.8255331 32.1189284)",,,,,,
1123300320,1123300354,0,104032783,False,,path,103.11,"LINESTRING (34.8344899 32.118749, 34.8355844 32.1187726)",,,,,,
1123300320,7182429802,0,104032783,False,,path,4.351,"LINESTRING (34.8344899 32.118749, 34.8344444 32.1187422)",,,,,,
1123300325,1123300334,0,104032783,False,,path,40.725,"LINESTRING (34.83623 32.1186333, 34.8366269 32.1184879)",,,,,,
1123300325,3264767967,0,104032783,False,,path,32.93,"LINESTRING (34.83623 32.1186333, 34.8359046 32.1187417)",,,,,,
1123300334,1123300299,0,104032783,False,,path,51.489,"LINESTRING (34.8366269 32.1184879, 34.8370644 32.1182102)",,,,,,
1123300334,1123300325,0,104032783,False,,path,40.725,"LINESTRING (34.8366269 32.1184879, 34.83623 32.1186333)",,,,,,
1123300338,614705248,0,104032783,False,,path,45.73,"LINESTRING (34.8380747 32.1169468, 34.8382879 32.1165773)",,,,,,
1123300338,1123300276,0,104032783,False,,path,69.049,"LINESTRING (34.8380747 32.1169468, 34.8377375 32.1174982)",,,,,,
1123300342,1123300313,0,48399911,False,,path,50.806,"LINESTRING (34.8268234 32.1189645, 34.8262841 32.1189529)",,,,,,
1123300342,1123300293,0,104032785,False,,path,5.693,"LINESTRING (34.8268234 32.1189645, 34.8268299 32.1189136)",,,,,,
1123300345,5081734387,0,104032783,False,,path,81.06,"LINESTRING (34.8335501 32.1186868, 34.8344095 32.1187272)",,,,,,
1123300345,1123300348,0,104032783,False,,path,111.34,"LINESTRING (34.8335501 32.1186868, 34.832369 32.1186426)",,,,,,
1123300348,1123300345,0,104032783,False,,path,111.34,"LINESTRING (34.832369 32.1186426, 34.8335501 32.1186868)",,,,,,
1123300348,7026122365,0,104032783,False,,path,50.65,"LINESTRING (34.832369 32.1186426, 34.8318314 32.1186295)",,,,,,
1123300354,3264767967,0,104032783,False,,path,30.35,"LINESTRING (34.8355844 32.1187726, 34.8359046 32.1187417)",,,,,,
1123300354,1123300320,0,104032783,False,,path,103.11,"LINESTRING (34.8355844 32.1187726, 34.8344899 32.118749)",,,,,,
1123300358,1123300301,0,104032785,False,,path,6.208,"LINESTRING (34.8268275 32.118789, 34.8268253 32.1187332)",,,,,,
1123300358,1123300293,0,104032785,False,,path,13.857,"LINESTRING (34.8268275 32.118789, 34.8268299 32.1189136)",,,,,,
1125973348,1123298775,0,98847374,False,,path,20.455,"LINESTRING (34.798893 32.1196435, 34.7990653 32.1197555)",,,,,,
1125973348,1123298782,0,98847374,False,,path,15.609,"LINESTRING (34.798893 32.1196435, 34.7987435 32.1195829)",,,,,,
1127669604,1136905867,0,221127667,False,קלאוזנר,tertiary,44.025,"LINESTRING (34.8074464 32.1113599, 34.8074623 32.1117556)",,,,,2,
1127669604,4178326220,0,221127667,False,קלאוזנר,tertiary,19.109,"LINESTRING (34.8074464 32.1113599, 34.8074354 32.1111883)",,,,,2,
1127873872,3948253132,0,97378680,False,,path,26.675,"LINESTRING (34.8202877 32.1038081, 34.8201833 32.1035851)",,,,,,
1127873872,3948253131,0,97378680,False,,path,39.521,"LINESTRING (34.8202877 32.1038081, 34.8204845 32.104122)",,,,,,
1127873882,2876119780,0,97378684,False,,path,7.666,"LINESTRING (34.8202332 32.1058068, 34.8202829 32.1058614)",,,,,,
1127873882,1127874329,0,97378684,False,,path,10.005,"LINESTRING (34.8202332 32.1058068, 34.8202266 32.105717)",,,,,,
1127873914,3451403101,0,97378680,False,,path,9.341,"LINESTRING (34.8207987 32.104656, 34.8207788 32.1045737)",,,,,,
1127873914,3451403102,0,97378680,False,,path,15.47,"LINESTRING (34.8207987 32.104656, 34.8207832 32.1047945)",,,,,,
1127873949,3451403100,0,97378680,False,,path,11.554,"LINESTRING (34.8207391 32.1044726, 34.8206905 32.1043772)",,,,,,
1127873949,3451403101,0,97378680,False,,path,11.847,"LINESTRING (34.8207391 32.1044726, 34.8207788 32.1045737)",,,,,,
1127873992,2876119780,0,97378684,False,,path,4.704,"LINESTRING (34.8202837 32.1059037, 34.8202829 32.1058614)",,,,,,
1127874094,1127874430,0,97378684,False,,path,24.768,"LINESTRING (34.8204363 32.1048785, 34.8206308 32.1050284)",,,,,,
1127874099,3451403105,0,97378684,False,,path,9.772,"LINESTRING (34.8203967 32.1052885, 34.8203503 32.1053671)",,,,,,
1127874099,3451403104,0,97378684,False,,path,20.227,"LINESTRING (34.8203967 32.1052885, 34.8205248 32.1051425)",,,,,,
1127874329,1127873882,0,97378684,False,,path,10.005,"LINESTRING (34.8202266 32.105717, 34.8202332 32.1058068)",,,,,,
1127874329,3451403107,0,97378684,False,,path,11.558,"LINESTRING (34.8202266 32.105717, 34.8202455 32.1056143)",,,,,,
1127874383,358530800,0,79635255,False,,path,18.564,"LINESTRING (34.827254 32.106029, 34.827233 32.106195)",,,,,,
1127874383,2352555551,0,79635255,False,,path,5.499,"LINESTRING (34.827254 32.106029, 34.8272599 32.1059798)",,,,,,
1127874421,2352555551,0,79635255,False,,path,19.407,"LINESTRING (34.8272843 32.1058065, 34.8272599 32.1059798)",,,,,,
1127874421,2352555528,0,79635255,False,,path,4.875,"LINESTRING (34.8272843 32.1058065, 34.8273181 32.1057733)",,,,,,
1127874430,3451403103,0,97378680,False,,path,15.901,"LINESTRING (34.8206308 32.1050284, 34.8207324 32.1049142)",,,,,,
1127874430,3451403104,0,97378684,False,,path,16.145,"LINESTRING (34.8206308 32.1050284, 34.8205248 32.1051425)",,,,,,
1127874430,1127874094,0,97378684,False,,path,24.768,"LINESTRING (34.8206308 32.1050284, 34.8204363 32.1048785)",,,,,,
1127874470,6612951987,0,97378680,False,,path,16.844,"LINESTRING (34.8206021 32.104278, 34.8205059 32.1041503)",,,,,,
1127874470,3451403100,0,97378680,False,,path,13.82,"LINESTRING (34.8206021 32.104278, 34.8206905 32.1043772)",,,,,,
