u,v,key,osmid,name,highway,maxspeed,oneway,length,geometry,lanes,tunnel,junction,access,bridge,service
1206969654,412820596,0,506101791,רפידים,tertiary,30,False,48.139,"LINESTRING (34.8124574 32.1138028, 34.8124799 32.1142353)",,,,,,
1206969654,412820595,0,506101791,רפידים,tertiary,30,False,8.333,"LINESTRING (34.8124574 32.1138028, 34.812452 32.113728)",,,,,,
1206969680,412820598,0,506101791,רפידים,tertiary,30,False,63.373,"LINESTRING (34.8124354 32.1145816, 34.8122829 32.1151367)",,,,,,
1206969680,412820597,0,506101791,רפידים,tertiary,30,False,21.873,"LINESTRING (34.8124354 32.1145816, 34.812488 32.11439)",,,,,,
1206970531,412820590,0,35207084,רפידים,tertiary,30,False,17.767,"LINESTRING (34.8125061 32.1103655, 34.81243 32.1105117)",,,,,,
1206970531,412820589,0,35207084,רפידים,tertiary,30,False,29.425,"LINESTRING (34.8125061 32.1103655, 34.8126434 32.1101278)",,,,,,
1206975557,1152596031,0,35207142,קדש ברנע,residential,30,False,23.24,"LINESTRING (34.8148313 32.1107638, 34.8148305 32.1105548)",,,,,,
1206975557,412821484,0,35207142,קדש ברנע,residential,30,False,20.94,"LINESTRING (34.8148313 32.1107638, 34.8148286 32.1109521)",,,,,,
1208799481,2266173334,0,658252412,תרצה,residential,30,True,5.237,"LINESTRING (34.7604995 32.0561958, 34.76049 32.0562422)",1,,,,,
1208799483,3669220013,0,73487798,ניצנה,residential,30,True,23.211,"LINESTRING (34.761618 32.0568589, 34.7615722 32.057064)",1,,,,,
1208799485,1208799502,0,220368130,רוחמה,residential,30,True,29.073,"LINESTRING (34.7610611 32.0565317, 34.7611007 32.0562724)",1,,,,,
1208799499,1208799532,0,220368130,רוחמה,residential,30,True,32.735,"LINESTRING (34.7609417 32.0570527, 34.7610085 32.0567638)",1,,,,,
1208799502,870887839,0,220368130,רוחמה,residential,30,True,14.185,"LINESTRING (34.7611007 32.0562724, 34.7611235 32.0561463)",1,,,,,
1208799506,870887828,0,412563556,נחמה,residential,30,False,26.172,"LINESTRING (34.7618217 32.0559439, 34.761544 32.0559414)",,,,,,
1208799508,1208799532,0,104799308,"אפ""ק",residential,30,True,58.03,"LINESTRING (34.7604004 32.0566817, 34.7610085 32.0567638)",1,,,,,
1208799508,1208799500,0,412761316,תרצה,residential,30,True,26.056,"LINESTRING (34.7604004 32.0566817, 34.7604475 32.0564508)",1,,,,,
1208799508,1208799519,0,627954851,"אפ""ק",residential,30,False,47.503,"LINESTRING (34.7604004 32.0566817, 34.7599025 32.0566151)",,,,,,
1208799519,1208799508,0,627954851,"אפ""ק",residential,30,False,47.503,"LINESTRING (34.7599025 32.0566151, 34.7604004 32.0566817)",,,,,,
1208799532,1208799483,0,104799308,"אפ""ק",residential,30,True,58.405,"LINESTRING (34.7610085 32.0567638, 34.761618 32.0568589)",1,,,,,
1208799532,1208799485,0,220368130,רוחמה,residential,30,True,26.28,"LINESTRING (34.7610085 32.0567638, 34.7610611 32.0565317)",1,,,,,
1208924051,1208924203,0,104805564,יצחק אבינרי,residential,30,False,73.31,"LINESTRING (34.7547067 32.0480792, 34.7541022 32.0484941)",,,,,,
1208924144,6495095711,0,104805564,יצחק אבינרי,residential,30,False,10.185,"LINESTRING (34.7527326 32.0492487, 34.7528314 32.0492116)",,,,,,
1208924144,1589498349,0,145552019,עבד אל ראוף אלביטאר,living_street,30,True,42.337,"LINESTRING (34.7527326 32.0492487, 34.7522899 32.0493133)",,,,,,
1208924201,6495095712,0,104805564,יצחק אבינרי,residential,30,False,26.246,"LINESTRING (34.7537497 32.0487939, 34.7539568 32.0486361)",,,,,,
1208924201,6495095710,0,104805564,יצחק אבינרי,residential,30,False,57.31,"LINESTRING (34.7537497 32.0487939, 34.7532139 32.0490376)",,,,,,
1208924203,1208924051,0,104805564,יצחק אבינרי,residential,30,False,73.31,"LINESTRING (34.7541022 32.0484941, 34.7547067 32.0480792)",,,,,,
1208924203,6760419110,0,104805564,יצחק אבינרי,residential,30,False,13.4,"LINESTRING (34.7541022 32.0484941, 34.754009 32.0485851)",,,,,,
1212524567,1164384675,0,35555615,קהילת קייב,residential,30,False,39.904,"LINESTRING (34.8191166 32.1152997, 34.8192468 32.1156412)",,,,,,
1212524567,479362204,0,35555615,קהילת קייב,residential,30,False,11.124,"LINESTRING (34.8191166 32.1152997, 34.8190803 32.1152045)",,,,,,
1212524577,479361695,0,35555615,קהילת קייב,residential,30,False,9.19,"LINESTRING (34.8193802 32.1160089, 34.8194141 32.1160864)",,,,,,
1212524577,1212524648,0,35555615,קהילת קייב,residential,30,False,7.071,"LINESTRING (34.8193802 32.1160089, 34.819363 32.115947)",,,,,,
1212524579,479361476,0,35555710,קהילת ריגה,residential,30,False,74.656,"LINESTRING (34.8213696 32.1147188, 34.8216868 32.1153341)",,,,,,
1212524579,1164615700,0,35555710,קהילת ריגה,residential,30,False,9.961,"LINESTRING (34.8213696 32.1147188, 34.8213273 32.1146367)",,,,,,
1212524609,1164615700,0,35555710,קהילת ריגה,residential,30,False,10.665,"LINESTRING (34.821282 32.1145488, 34.8213273 32.1146367)",,,,,,
1212524609,1164618592,0,35555710,קהילת ריגה,residential,30,False,28.087,"LINESTRING (34.821282 32.1145488, 34.8211627 32.1143173)",,,,,,
1212524634,1166173886,0,35838127,יד המעביר,residential,30,False,4.838,"LINESTRING (34.8241088 32.1080483, 34.8241096 32.1080918)",,,,,,
1212524634,419004578,0,35838127,יד המעביר,residential,30,False,16.67,"LINESTRING (34.8241088 32.1080483, 34.8241059 32.1078984)",,,,,,
1212524643,479362204,0,35555615,קהילת קייב,residential,30,False,10.113,"LINESTRING (34.8190506 32.1151171, 34.8190803 32.1152045)",,,,,,
1212524643,471556488,0,35555615,קהילת קייב,residential,30,False,4.986,"LINESTRING (34.8190506 32.1151171, 34.819036 32.115074)",,,,,,
1212524648,1212524577,0,35555615,קהילת קייב,residential,30,False,7.071,"LINESTRING (34.819363 32.115947, 34.8193802 32.1160089)",,,,,,
1212524648,1164384675,0,35555615,קהילת קייב,residential,30,False,35.721,"LINESTRING (34.819363 32.115947, 34.8192468 32.1156412)",,,,,,
1212536222,1123297123,0,35679771,חנה רובינא,tertiary,30,True,90.185,"LINESTRING (34.8193161 32.1214153, 34.8199647 32.1208186)",,,,,,
1215250895,1215250900,0,105515067,4863,residential,30,False,62.588,"LINESTRING (34.8079677 32.0520703, 34.8082976 32.0515818)",,,,,,
1215250895,1238907448,0,105515068,הרב יוסף צוברי,residential,30,False,36.011,"LINESTRING (34.8079677 32.0520703, 34.8077418 32.0518091)",,,,,,
1215250895,2131481303,0,105515068,הרב יוסף צוברי,residential,30,False,17.204,"LINESTRING (34.8079677 32.0520703, 34.8080652 32.0522011)",,,,,,
1215250897,6278554358,0,45668495,אסא קדמוני,residential,30,False,9.647,"LINESTRING (34.805166 32.049777, 34.8051423 32.0496926)",,,,,,
1215250897,346147977,0,45668495,אסא קדמוני,residential,30,False,23.958,"LINESTRING (34.805166 32.049777, 34.8052708 32.0499733)",,,,,,
1215250899,1238907403,0,105515068,הרב יוסף צוברי,residential,30,False,13.481,"LINESTRING (34.8072122 32.0511044, 34.8071102 32.0510194)",,,,,,
1215250899,581982417,0,105515068,הרב יוסף צוברי,residential,30,False,76.834,"LINESTRING (34.8072122 32.0511044, 34.8076348 32.0516953)",,,,,,
1215250900,1215250895,0,105515067,4863,residential,30,False,62.588,"LINESTRING (34.8082976 32.0515818, 34.8079677 32.0520703)",,,,,,
1215250903,2134290581,0,105515068,הרב יוסף צוברי,residential,30,False,71.901,"LINESTRING (34.8069262 32.0509452, 34.8062051 32.0507341)",,,,,,
1215250903,1238907403,0,105515068,הרב יוסף צוברי,residential,30,False,19.204,"LINESTRING (34.8069262 32.0509452, 34.8071102 32.0510194)",,,,,,
1215250913,940860079,0,105515068,הרב יוסף צוברי,residential,30,False,18.239,"LINESTRING (34.8056481 32.0505355, 34.8054644 32.0504839)",,,,,,
1215250913,2134290577,0,105515068,הרב יוסף צוברי,residential,30,False,43.701,"LINESTRING (34.8056481 32.0505355, 34.8060824 32.0506732)",,,,,,
1219532896,1198031709,0,687360397,שערי ניקנור,residential,30,True,21.521,"LINESTRING (34.7502722 32.0488879, 34.7501001 32.0490151)",,,,,,
1228304879,1198031728,0,106804598,השחף,residential,30,True,9.38,"LINESTRING (34.7505076 32.0504499, 34.7505606 32.0505213)",,,,,,
1234667503,417644329,0,35667582,אגדתי,living_street,30,False,69.502,"LINESTRING (34.8310444 32.1212644, 34.8311251 32.1206431)",,,,,,
1234667503,417644123,0,35667582,אגדתי,living_street,30,False,6.576,"LINESTRING (34.8310444 32.1212644, 34.8310418 32.1213235)",,,,,,
1234667504,1234667549,0,85140899,אוסקר שינדלר,living_street,30,False,33.853,"LINESTRING (34.8307055 32.1192745, 34.8310649 32.1192802)",,,,,,
1234667504,1234667554,0,85140899,אוסקר שינדלר,living_street,30,False,27.549,"LINESTRING (34.8307055 32.1192745, 34.830413 32.1192711)",,,,,,
1234667509,1234670980,0,85140899,אוסקר שינדלר,living_street,30,False,28.295,"LINESTRING (34.8317246 32.1192905, 34.832025 32.1192952)",,,,,,
1234667509,1170452419,0,85140899,אוסקר שינדלר,living_street,30,False,12.462,"LINESTRING (34.8317246 32.1192905, 34.8315923 32.1192884)",,,,,,
1234667514,1200735025,0,85140899,אוסקר שינדלר,living_street,30,False,32.43,"LINESTRING (34.8320894 32.1192962, 34.8324337 32.1193016)",,,,,,
1234667514,1234670980,0,85140899,אוסקר שינדלר,living_street,30,False,6.066,"LINESTRING (34.8320894 32.1192962, 34.832025 32.1192952)",,,,,,
1234667526,1170452275,0,85140899,אוסקר שינדלר,living_street,30,False,14.799,"LINESTRING (34.8300779 32.1192642, 34.830235 32.1192672)",,,,,,
1234667526,1168974369,0,85140899,אוסקר שינדלר,living_street,30,False,21.271,"LINESTRING (34.8300779 32.1192642, 34.8298521 32.1192598)",,,,,,
1234667530,1168974369,0,85140899,אוסקר שינדלר,living_street,30,False,11.574,"LINESTRING (34.8297292 32.1192594, 34.8298521 32.1192598)",,,,,,
1234667530,1170451943,0,85140899,אוסקר שינדלר,living_street,30,False,23.83,"LINESTRING (34.8297292 32.1192594, 34.8294762 32.1192558)",,,,,,
1234667544,679334601,0,53813549,"נלי זק""ש",living_street,30,False,2.868,"LINESTRING (34.830333 32.1223871, 34.8303634 32.1223887)",,,,,,
1234667544,679333658,0,53813549,"נלי זק""ש",living_street,30,False,65.669,"LINESTRING (34.830333 32.1223871, 34.8296379 32.12234)",,,,,,
1234667549,1234670983,0,85140899,אוסקר שינדלר,living_street,30,False,9.608,"LINESTRING (34.8310649 32.1192802, 34.8311669 32.1192818)",,,,,,
1234667549,1234667504,0,85140899,אוסקר שינדלר,living_street,30,False,33.853,"LINESTRING (34.8310649 32.1192802, 34.8307055 32.1192745)",,,,,,
1234667554,1234667504,0,85140899,אוסקר שינדלר,living_street,30,False,27.549,"LINESTRING (34.830413 32.1192711, 34.8307055 32.1192745)",,,,,,
1234667554,1170452275,0,85140899,אוסקר שינדלר,living_street,30,False,16.769,"LINESTRING (34.830413 32.1192711, 34.830235 32.1192672)",,,,,,
1234670980,1234667514,0,85140899,אוסקר שינדלר,living_street,30,False,6.066,"LINESTRING (34.832025 32.1192952, 34.8320894 32.1192962)",,,,,,
1234670980,1234667509,0,85140899,אוסקר שינדלר,living_street,30,False,28.295,"LINESTRING (34.832025 32.1192952, 34.8317246 32.1192905)",,,,,,
1234670983,1234670990,0,85140899,אוסקר שינדלר,living_street,30,False,34.841,"LINESTRING (34.8311669 32.1192818, 34.8315368 32.1192875)",,,,,,
1234670983,1234667549,0,85140899,אוסקר שינדלר,living_street,30,False,9.608,"LINESTRING (34.8311669 32.1192818, 34.8310649 32.1192802)",,,,,,
1234670990,1170452419,0,85140899,אוסקר שינדלר,living_street,30,False,5.228,"LINESTRING (34.8315368 32.1192875, 34.8315923 32.1192884)",,,,,,
1234670990,1234670983,0,85140899,אוסקר שינדלר,living_street,30,False,34.841,"LINESTRING (34.8315368 32.1192875, 34.8311669 32.1192818)",,,,,,
1234762884,1688194324,0,334148459,שדרות המעפילים,residential,30,True,67.16,"LINESTRING (34.7893378 32.0592162, 34.789326 32.0586123)",,,,,,
1238907349,3738151593,0,107870659,שדרות ששת הימים,residential,30,True,6.514,"LINESTRING (34.8096523 32.0504893, 34.8096198 32.0504376)",,,,,,
1238907349,1238907395,0,203168747,בן סירה יעקב,residential,30,False,17.061,"LINESTRING (34.8096523 32.0504893, 34.8096137 32.0506392)",,,,,,
1238907354,2083794017,0,203168747,בן סירה יעקב,residential,30,False,11.348,"LINESTRING (34.8091848 32.0507633, 34.8093027 32.0507426)",,,,,,
1238907354,1238907399,0,203168747,בן סירה יעקב,residential,30,False,18.395,"LINESTRING (34.8091848 32.0507633, 34.8089917 32.0507874)",,,,,,
1238907358,1238907388,0,107870655,וקנין רפי,residential,30,False,43.639,"LINESTRING (34.8057512 32.0523095, 34.8054585 32.0526136)",,,,,,
1238907358,2730663534,0,107870656,וקנין רפי,residential,30,False,49.889,"LINESTRING (34.8057512 32.0523095, 34.8053674 32.0520005)",,,,,,
1238907362,1238907432,0,109861305,אפשטיין יעקב,residential,30,False,6.889,"LINESTRING (34.8068249 32.0522663, 34.806898 32.0522665)",,,,,,
1238907362,2134290720,0,109861305,אפשטיין יעקב,residential,30,False,11.862,"LINESTRING (34.8068249 32.0522663, 34.8067251 32.0522013)",,,,,,
1238907382,2134290720,0,109861305,אפשטיין יעקב,residential,30,False,35.926,"LINESTRING (34.8064456 32.0519816, 34.8067251 32.0522013)",,,,,,
1238907382,1238907409,0,109861305,אפשטיין יעקב,residential,30,False,8.813,"LINESTRING (34.8064456 32.0519816, 34.8063522 32.0519778)",,,,,,
1238907385,564002438,0,44376720,שדרות ששת הימים,residential,30,True,72.316,"LINESTRING (34.8099887 32.0494751, 34.8097906 32.0501034)",,,,,,
1238907388,1238907358,0,107870655,וקנין רפי,residential,30,False,43.639,"LINESTRING (34.8054585 32.0526136, 34.8057512 32.0523095)",,,,,,
1238907391,940859951,0,107870659,שדרות ששת הימים,residential,30,True,15.78,"LINESTRING (34.8098333 32.0494073, 34.8098501 32.0492661)",,,,,,
1238907395,1238907349,0,203168747,בן סירה יעקב,residential,30,False,17.061,"LINESTRING (34.8096137 32.0506392, 34.8096523 32.0504893)",,,,,,
1238907395,1238907440,0,203168747,בן סירה יעקב,residential,30,False,17.287,"LINESTRING (34.8096137 32.0506392, 34.809443 32.0506961)",,,,,,
1238907399,1238907354,0,203168747,בן סירה יעקב,residential,30,False,18.395,"LINESTRING (34.8089917 32.0507874, 34.8091848 32.0507633)",,,,,,
1238907399,1240311914,0,203168747,בן סירה יעקב,residential,30,False,14.476,"LINESTRING (34.8089917 32.0507874, 34.8088392 32.0507719)",,,,,,
1238907403,1215250903,0,105515068,הרב יוסף צוברי,residential,30,False,19.204,"LINESTRING (34.8071102 32.0510194, 34.8069262 32.0509452)",,,,,,
1238907403,1215250899,0,105515068,הרב יוסף צוברי,residential,30,False,13.481,"LINESTRING (34.8071102 32.0510194, 34.8072122 32.0511044)",,,,,,
1238907403,1261466806,0,107870658,4865,residential,30,False,60.311,"LINESTRING (34.8071102 32.0510194, 34.807501 32.0505899)",,,,,,
1238907409,1238907422,0,109861303,אלבז נתן,residential,30,False,64.851,"LINESTRING (34.8063522 32.0519778, 34.8058801 32.0524021)",,,,,,
1238907409,1238907382,0,109861305,אפשטיין יעקב,residential,30,False,8.813,"LINESTRING (34.8063522 32.0519778, 34.8064456 32.0519816)",,,,,,
1238907422,1238907409,0,109861303,אלבז נתן,residential,30,False,64.851,"LINESTRING (34.8058801 32.0524021, 34.8063522 32.0519778)",,,,,,
1238907432,2134290718,0,109861304,נתן אלבז,residential,30,False,33.814,"LINESTRING (34.806898 32.0522665, 34.8072047 32.0521087)",,,,,,
1238907432,1238907362,0,109861305,אפשטיין יעקב,residential,30,False,6.889,"LINESTRING (34.806898 32.0522665, 34.8068249 32.0522663)",,,,,,
1238907435,346147974,0,31130081,אסא קדמוני,residential,30,False,23.881,"LINESTRING (34.8051637 32.0519723, 34.8051979 32.0517595)",,,,,,
1238907435,346147973,0,31130081,אסא קדמוני,residential,30,False,21.078,"LINESTRING (34.8051637 32.0519723, 34.8050918 32.0521518)",,,,,,
1238907435,2730663528,0,107870656,וקנין רפי,residential,30,False,10.051,"LINESTRING (34.8051637 32.0519723, 34.8052701 32.0519785)",,,,,,
1238907440,1238907395,0,203168747,בן סירה יעקב,residential,30,False,17.287,"LINESTRING (34.809443 32.0506961, 34.8096137 32.0506392)",,,,,,
1238907440,2083794017,0,203168747,בן סירה יעקב,residential,30,False,14.198,"LINESTRING (34.809443 32.0506961, 34.8093027 32.0507426)",,,,,,
1238907443,1240311914,0,203168747,בן סירה יעקב,residential,30,False,23.809,"LINESTRING (34.8085974 32.0507099, 34.8088392 32.0507719)",,,,,,
1238907443,1240311909,0,203168747,בן סירה יעקב,residential,30,False,39.6,"LINESTRING (34.8085974 32.0507099, 34.8082172 32.0505583)",,,,,,
1238907448,581982417,0,105515068,הרב יוסף צוברי,residential,30,False,16.181,"LINESTRING (34.8077418 32.0518091, 34.8076348 32.0516953)",,,,,,
1238907448,1215250895,0,105515068,הרב יוסף צוברי,residential,30,False,36.011,"LINESTRING (34.8077418 32.0518091, 34.8079677 32.0520703)",,,,,,
1238907448,2134290718,0,109861304,נתן אלבז,residential,30,False,60.598,"LINESTRING (34.8077418 32.0518091, 34.8072047 32.0521087)",,,,,,
1238907462,346147973,0,31130081,אסא קדמוני,residential,30,False,15.074,"LINESTRING (34.8050029 32.0522645, 34.8050918 32.0521518)",,,,,,
1238907462,1271072917,0,31130081,אסא קדמוני,residential,30,False,61.776,"LINESTRING (34.8050029 32.0522645, 34.8045542 32.0526695)",,,,,,
1240311897,1240311903,0,108040121,"מח""ל",residential,30,True,35.207,"LINESTRING (34.8021366 32.0494261, 34.8025083 32.0494576)",,,,,,
1240311898,1240311897,0,108040121,"מח""ל",residential,30,True,22.168,"LINESTRING (34.8019031 32.0494501, 34.8021366 32.0494261)",,,,,,
1240311902,940860114,0,31130092,"מח""ל",residential,30,True,16.321,"LINESTRING (34.8020163 32.0495611, 34.8018483 32.0495967)",,,,,,
1240311903,2134290473,0,31130092,"מח""ל",residential,30,True,23.483,"LINESTRING (34.8025083 32.0494576, 34.8022694 32.0495176)",,,,,,
1240311903,2134290457,0,108040123,"מח""ל",residential,30,False,40.32,"LINESTRING (34.8025083 32.0494576, 34.8029355 32.0494383)",,,,,,
1240311907,346148181,0,109861919,"מח""ל",residential,30,True,42.403,"LINESTRING (34.8085075 32.0491483, 34.8080589 32.0491193)",,,,,,
1240311908,1920014954,0,108040127,"מח""ל",tertiary,30,True,20.951,"LINESTRING (34.7999438 32.0498664, 34.7997256 32.0499024)",,,,,,
1240311909,1238907443,0,203168747,בן סירה יעקב,residential,30,False,39.6,"LINESTRING (34.8082172 32.0505583, 34.8085974 32.0507099)",,,,,,
1240311909,2131481255,0,203168747,בן סירה יעקב,residential,30,False,46.409,"LINESTRING (34.8082172 32.0505583, 34.8077449 32.0504402)",,,,,,
1240311911,1240311902,0,31130092,"מח""ל",residential,30,True,15.714,"LINESTRING (34.8021809 32.0495386, 34.8020163 32.0495611)",,,,,,
1240311914,1238907399,0,203168747,בן סירה יעקב,residential,30,False,14.476,"LINESTRING (34.8088392 32.0507719, 34.8089917 32.0507874)",,,,,,
1240311914,1238907443,0,203168747,בן סירה יעקב,residential,30,False,23.809,"LINESTRING (34.8088392 32.0507719, 34.8085974 32.0507099)",,,,,,
1240311916,2134290479,0,766681341,"מח""ל",tertiary,30,True,91.579,"LINESTRING (34.7997104 32.0498284, 34.8006661 32.0496796)",,,,,,
1256627518,2131481310,0,105515068,הרב יוסף צוברי,residential,30,False,21.375,"LINESTRING (34.8083095 32.0525322, 34.8081889 32.0523694)",,,,,,
1256627518,2131481325,0,105515068,הרב יוסף צוברי,residential,30,False,7.545,"LINESTRING (34.8083095 32.0525322, 34.8083691 32.0525775)",,,,,,
1256627519,1256627520,0,45668557,סנפיר,residential,30,False,12.847,"LINESTRING (34.8085753 32.0525722, 34.8084404 32.0525888)",2,,,,,
1256627519,2131481326,0,45668557,סנפיר,residential,30,False,6.555,"LINESTRING (34.8085753 32.0525722, 34.8086419 32.0525892)",2,,,,,
1256627520,1256627519,0,45668557,סנפיר,residential,30,False,12.847,"LINESTRING (34.8084404 32.0525888, 34.8085753 32.0525722)",2,,,,,
1256627520,2131481325,0,105515068,הרב יוסף צוברי,residential,30,False,6.836,"LINESTRING (34.8084404 32.0525888, 34.8083691 32.0525775)",,,,,,
1256628407,2131481249,0,109861456,4890,residential,30,False,7.862,"LINESTRING (34.807144 32.0502156, 34.8071078 32.0501519)",,,,,,
1256628407,2131481252,0,109861457,4873,residential,30,False,6.554,"LINESTRING (34.807144 32.0502156, 34.8072017 32.0502485)",,,,,,
1256634307,346148180,0,109861919,"מח""ל",residential,30,True,11.025,"LINESTRING (34.807931 32.0490741, 34.8079125 32.0489762)",,,,,,
1256634309,1256634312,0,109861920,"מח""ל",residential,30,True,15.719,"LINESTRING (34.807988 32.0489827, 34.8081358 32.0490482)",,,,,,
1256634310,940859958,0,109861920,"מח""ל",residential,30,True,23.796,"LINESTRING (34.8096337 32.049097, 34.8098832 32.0490642)",,,,,,
1256634312,2134290416,0,109861920,"מח""ל",residential,30,True,36.076,"LINESTRING (34.8081358 32.0490482, 34.8085178 32.0490688)",,,,,,
1258970854,2310467934,0,44376663,מעפילי אגוז,residential,30,False,10.052,"LINESTRING (34.8113615 32.0519252, 34.8113086 32.0520037)",2,,,,,
1258970854,2131481293,0,44376663,מעפילי אגוז,residential,30,False,8.207,"LINESTRING (34.8113615 32.0519252, 34.8113869 32.0518546)",2,,,,,
1258970858,2111407122,0,45667924,מעפילי אגוז,residential,30,False,11.164,"LINESTRING (34.8101856 32.0546595, 34.8100889 32.0546015)",,,,,,
1258970858,2395498737,0,45667924,מעפילי אגוז,residential,30,False,18.367,"LINESTRING (34.8101856 32.0546595, 34.8103189 32.05478)",,,,,,
1258970861,2111407120,0,45667924,מעפילי אגוז,residential,30,False,13.973,"LINESTRING (34.8097924 32.0545208, 34.8096948 32.0544262)",,,,,,
1258970861,2111407121,0,45667924,מעפילי אגוז,residential,30,False,9.19,"LINESTRING (34.8097924 32.0545208, 34.8098682 32.0545728)",,,,,,
1258970863,563997526,0,110164927,,residential,30,False,65.747,"LINESTRING (34.8106541 32.0462116, 34.8099591 32.0461609)",,,,,,
1261466806,2131481257,0,107870658,4865,residential,30,False,17.811,"LINESTRING (34.807501 32.0505899, 34.8076236 32.050468)",,,,,,
1261466806,1238907403,0,107870658,4865,residential,30,False,60.311,"LINESTRING (34.807501 32.0505899, 34.8071102 32.0510194)",,,,,,
1261466806,1262551619,0,110468215,ב',residential,30,False,18.627,"LINESTRING (34.807501 32.0505899, 34.807596 32.0507368)",,,,,,
1261466808,2134290418,0,203027991,"מח""ל",residential,30,False,6.475,"LINESTRING (34.8073866 32.0490879, 34.8074504 32.0490663)",,,,,,
1261466808,581984981,0,203027992,"מח""ל",residential,30,True,27.777,"LINESTRING (34.8073866 32.0490879, 34.807109 32.0491718)",,,,,,
1261466808,2129877329,0,510762745,צביה לובטקין,residential,30,False,18.904,"LINESTRING (34.8073866 32.0490879, 34.8073484 32.048921)",,,,,,
1261466810,1262551624,0,110468215,ב',residential,30,False,33.142,"LINESTRING (34.8077193 32.0514086, 34.8075763 32.0511363)",,,,,,
1261466812,2716753317,0,31130053,"ס""ו",residential,30,False,33.544,"LINESTRING (34.8040966 32.0539394, 34.8044379 32.0538538)",,,,,,
1261466812,1271251246,0,31130053,"ס""ו",residential,30,False,16.521,"LINESTRING (34.8040966 32.0539394, 34.8039264 32.053975)",,,,,,
1261466814,346147659,0,31130053,"ס""ו",residential,30,False,25.831,"LINESTRING (34.8046992 32.0537833, 34.8049273 32.0536545)",,,,,,
1261466814,2716753317,0,31130053,"ס""ו",residential,30,False,25.843,"LINESTRING (34.8046992 32.0537833, 34.8044379 32.0538538)",,,,,,
1262551619,1262551624,0,110468215,ב',residential,30,False,44.461,"LINESTRING (34.807596 32.0507368, 34.8075763 32.0511363)",,,,,,
1262551619,1261466806,0,110468215,ב',residential,30,False,18.627,"LINESTRING (34.807596 32.0507368, 34.807501 32.0505899)",,,,,,
1262551620,564008104,0,110587190,יוסף סרלין,residential,30,False,110.455,"LINESTRING (34.8007279 32.0505459, 34.8018585 32.0502843)",,,,,,
1262551624,1261466810,0,110468215,ב',residential,30,False,33.142,"LINESTRING (34.8075763 32.0511363, 34.8077193 32.0514086)",,,,,,
1262551624,1262551619,0,110468215,ב',residential,30,False,44.461,"LINESTRING (34.8075763 32.0511363, 34.807596 32.0507368)",,,,,,
1262551628,346147908,0,110587189,"י""ב",residential,30,False,30.693,"LINESTRING (34.8035375 32.0525471, 34.8036994 32.0527866)",,,,,,
1271072915,1271072917,0,111599223,"ט""ז",residential,30,False,29.569,"LINESTRING (34.8043648 32.0524575, 34.8045542 32.0526695)",,,,,,
1271072915,2749756974,0,111599223,"ט""ז",residential,30,False,5.744,"LINESTRING (34.8043648 32.0524575, 34.8043676 32.0524059)",,,,,,
1271072916,2749756974,0,111599223,"ט""ז",residential,30,False,25.398,"LINESTRING (34.8045121 32.0522131, 34.8043676 32.0524059)",,,,,,
1271072916,2749756896,0,111599223,"ט""ז",residential,30,False,4.266,"LINESTRING (34.8045121 32.0522131, 34.8044909 32.0521792)",,,,,,
1271072917,1238907462,0,31130081,אסא קדמוני,residential,30,False,61.776,"LINESTRING (34.8045542 32.0526695, 34.8050029 32.0522645)",,,,,,
1271072917,2133110682,0,31130081,אסא קדמוני,residential,30,False,50.29,"LINESTRING (34.8045542 32.0526695, 34.8042075 32.0530133)",,,,,,
1271072917,1271072915,0,111599223,"ט""ז",residential,30,False,29.569,"LINESTRING (34.8045542 32.0526695, 34.8043648 32.0524575)",,,,,,
1271072917,2122492951,0,202275901,יהודה הצעיר,residential,30,False,58.465,"LINESTRING (34.8045542 32.0526695, 34.8050185 32.0530182)",,,,,,
1271072918,564010750,0,44377144,"י""ג",residential,30,False,50.411,"LINESTRING (34.8037127 32.0518591, 34.8031958 32.0519757)",,,,,,
1271072918,5318389719,0,44377144,"י""ג",residential,30,False,14.753,"LINESTRING (34.8037127 32.0518591, 34.8038328 32.051774)",,,,,,
1271072918,2749756869,0,111599223,"ט""ז",residential,30,False,62.295,"LINESTRING (34.8037127 32.0518591, 34.8043239 32.0520724)",,,,,,
1271251246,1261466812,0,31130053,"ס""ו",residential,30,False,16.521,"LINESTRING (34.8039264 32.053975, 34.8040966 32.0539394)",,,,,,
1271251246,2493584658,0,31130053,"ס""ו",residential,30,False,4.394,"LINESTRING (34.8039264 32.053975, 34.8038969 32.0540056)",,,,,,
1279186285,440060014,0,37557854,רבי מאיר,residential,30,True,3.132,"LINESTRING (34.7672362 32.070621, 34.7672661 32.0706087)",,,,,,
1286557548,1287801586,0,113478761,רוני,residential,30,True,120.399,"LINESTRING (34.7917375 32.0503815, 34.7915897 32.049306)",,,,,,
1286559903,3034932652,0,113478858,שמחה,residential,30,False,23.098,"LINESTRING (34.7916621 32.0474544, 34.7916945 32.0476603)",,,,,,
1286559957,1286559995,0,113478858,שמחה,residential,30,False,11.482,"LINESTRING (34.792131 32.049977, 34.7920387 32.0499096)",,,,,,
1286559995,1287801585,0,113478858,שמחה,residential,30,False,71.215,"LINESTRING (34.7920387 32.0499096, 34.7919421 32.0492744)",,,,,,
